--- Parsing VGM from 5.00s to 15.00s ---
Sample range: 220500 to 661500

Time (s)     Samples      Command             
7.4000       326340       YM2151: reg 0x75, val 0x00
7.4000       326340       YM2151: reg 0x2E, val 0x59
7.4000       326340       YM2151: reg 0x36, val 0x30
7.4000       326340       YM2151: reg 0x76, val 0x08
7.4000       326340       YM2151: reg 0x0F, val 0x95
7.4000       326340       YM2151: reg 0x27, val 0xFC
7.4000       326340       YM2151: reg 0x7F, val 0x00
7.4000       326340       YM2151: reg 0x75, val 0x04
7.4000       326340       YM2151: reg 0x2D, val 0x2A
7.4000       326340       YM2151: reg 0x35, val 0x98
7.4000       326340       YM2151: reg 0x0F, val 0x95
7.4000       326340       YM2151: reg 0x27, val 0xFC
7.4000       326340       YM2151: reg 0x7F, val 0x25
7.4000       326340       WAIT: 882 samples (1/50s)
7.4200       327222       YM2151: reg 0x2D, val 0x28
7.4200       327222       YM2151: reg 0x35, val 0x34
7.4200       327222       YM2151: reg 0x75, val 0x04
7.4200       327222       YM2151: reg 0x2E, val 0x59
7.4200       327222       YM2151: reg 0x36, val 0x7C
7.4200       327222       YM2151: reg 0x76, val 0x08
7.4200       327222       YM2151: reg 0x0F, val 0x96
7.4200       327222       YM2151: reg 0x27, val 0xFC
7.4200       327222       YM2151: reg 0x7F, val 0x25
7.4200       327222       YM2151: reg 0x74, val 0x08
7.4200       327222       YM2151: reg 0x2C, val 0x52
7.4200       327222       YM2151: reg 0x34, val 0xE4
7.4200       327222       YM2151: reg 0x0F, val 0x96
7.4200       327222       YM2151: reg 0x27, val 0xFC
7.4200       327222       YM2151: reg 0x7F, val 0x25
7.4200       327222       YM2151: reg 0x75, val 0x08
7.4200       327222       YM2151: reg 0x2D, val 0x28
7.4200       327222       YM2151: reg 0x35, val 0x34
7.4200       327222       YM2151: reg 0x0F, val 0x96
7.4200       327222       YM2151: reg 0x27, val 0xFC
7.4200       327222       YM2151: reg 0x7F, val 0x40
7.4200       327222       WAIT: 882 samples (1/50s)
7.4400       328104       YM2151: reg 0x2C, val 0x48
7.4400       328104       YM2151: reg 0x34, val 0xD0
7.4400       328104       YM2151: reg 0x74, val 0x08
7.4400       328104       YM2151: reg 0x2D, val 0x2A
7.4400       328104       YM2151: reg 0x35, val 0x98
7.4400       328104       YM2151: reg 0x75, val 0x08
7.4400       328104       YM2151: reg 0x2D, val 0x32
7.4400       328104       YM2151: reg 0x35, val 0xB0
7.4400       328104       YM2151: reg 0x75, val 0x08
7.4400       328104       YM2151: reg 0x2E, val 0x59
7.4400       328104       YM2151: reg 0x36, val 0x30
7.4400       328104       YM2151: reg 0x76, val 0x08
7.4400       328104       YM2151: reg 0x0F, val 0x98
7.4400       328104       YM2151: reg 0x27, val 0xFC
7.4400       328104       YM2151: reg 0x7F, val 0x40
7.4400       328104       YM2151: reg 0x74, val 0x14
7.4400       328104       YM2151: reg 0x2C, val 0x48
7.4400       328104       YM2151: reg 0x34, val 0xD0
7.4400       328104       YM2151: reg 0x0F, val 0x98
7.4400       328104       YM2151: reg 0x27, val 0xFC
7.4400       328104       YM2151: reg 0x7F, val 0x40
7.4400       328104       YM2151: reg 0x75, val 0x0C
7.4400       328104       YM2151: reg 0x2D, val 0x32
7.4400       328104       YM2151: reg 0x35, val 0xB0
7.4400       328104       YM2151: reg 0x0F, val 0x98
7.4400       328104       YM2151: reg 0x27, val 0xFC
7.4400       328104       YM2151: reg 0x7F, val 0x52
7.4400       328104       WAIT: 882 samples (1/50s)
7.4600       328986       YM2151: reg 0x2D, val 0x2E
7.4600       328986       YM2151: reg 0x35, val 0x60
7.4600       328986       YM2151: reg 0x75, val 0x0C
7.4600       328986       YM2151: reg 0x2E, val 0x58
7.4600       328986       YM2151: reg 0x36, val 0xE4
7.4600       328986       YM2151: reg 0x76, val 0x08
7.4600       328986       YM2151: reg 0x0F, val 0x9D
7.4600       328986       YM2151: reg 0x27, val 0xFC
7.4600       328986       YM2151: reg 0x7F, val 0x52
7.4600       328986       YM2151: reg 0x74, val 0x18
7.4600       328986       YM2151: reg 0x2C, val 0x48
7.4600       328986       YM2151: reg 0x34, val 0xD0
7.4600       328986       YM2151: reg 0x0F, val 0x9D
7.4600       328986       YM2151: reg 0x27, val 0xFC
7.4600       328986       YM2151: reg 0x7F, val 0x52
7.4600       328986       WAIT: 882 samples (1/50s)
7.4800       329868       YM2151: reg 0x2D, val 0x32
7.4800       329868       YM2151: reg 0x35, val 0xB0
7.4800       329868       YM2151: reg 0x75, val 0x0C
7.4800       329868       YM2151: reg 0x2D, val 0x2A
7.4800       329868       YM2151: reg 0x35, val 0x98
7.4800       329868       YM2151: reg 0x75, val 0x0C
7.4800       329868       YM2151: reg 0x2E, val 0x58
7.4800       329868       YM2151: reg 0x36, val 0x9C
7.4800       329868       YM2151: reg 0x76, val 0x08
7.4800       329868       YM2151: reg 0x0F, val 0x95
7.4800       329868       YM2151: reg 0x27, val 0xFC
7.4800       329868       YM2151: reg 0x7F, val 0x52
7.4800       329868       YM2151: reg 0x75, val 0x10
7.4800       329868       YM2151: reg 0x2D, val 0x2A
7.4800       329868       YM2151: reg 0x35, val 0x98
7.4800       329868       YM2151: reg 0x0F, val 0x95
7.4800       329868       YM2151: reg 0x27, val 0xFC
7.4800       329868       YM2151: reg 0x7F, val 0x60
7.4800       329868       WAIT: 882 samples (1/50s)
7.5000       330750       YM2151: reg 0x2D, val 0x28
7.5000       330750       YM2151: reg 0x35, val 0x34
7.5000       330750       YM2151: reg 0x75, val 0x10
7.5000       330750       YM2151: reg 0x2E, val 0x58
7.5000       330750       YM2151: reg 0x36, val 0x50
7.5000       330750       YM2151: reg 0x76, val 0x08
7.5000       330750       YM2151: reg 0x0F, val 0x96
7.5000       330750       YM2151: reg 0x27, val 0xFC
7.5000       330750       YM2151: reg 0x7F, val 0x60
7.5000       330750       YM2151: reg 0x75, val 0x14
7.5000       330750       YM2151: reg 0x2D, val 0x28
7.5000       330750       YM2151: reg 0x35, val 0x34
7.5000       330750       YM2151: reg 0x0F, val 0x96
7.5000       330750       YM2151: reg 0x27, val 0xFC
7.5000       330750       YM2151: reg 0x7F, val 0x69
7.5000       330750       WAIT: 882 samples (1/50s)
7.5200       331632       YM2151: reg 0x2C, val 0x55
7.5200       331632       YM2151: reg 0x34, val 0xF8
7.5200       331632       YM2151: reg 0x74, val 0x18
7.5200       331632       YM2151: reg 0x2D, val 0x2A
7.5200       331632       YM2151: reg 0x35, val 0x98
7.5200       331632       YM2151: reg 0x75, val 0x14
7.5200       331632       YM2151: reg 0x2D, val 0x32
7.5200       331632       YM2151: reg 0x35, val 0xB0
7.5200       331632       YM2151: reg 0x75, val 0x14
7.5200       331632       YM2151: reg 0x2E, val 0x58
7.5200       331632       YM2151: reg 0x36, val 0x9C
7.5200       331632       YM2151: reg 0x76, val 0x08
7.5200       331632       YM2151: reg 0x0F, val 0x98
7.5200       331632       YM2151: reg 0x27, val 0xFC
7.5200       331632       YM2151: reg 0x7F, val 0x69
7.5200       331632       YM2151: reg 0x74, val 0x00
7.5200       331632       YM2151: reg 0x2C, val 0x55
7.5200       331632       YM2151: reg 0x34, val 0xF8
7.5200       331632       YM2151: reg 0x0F, val 0x98
7.5200       331632       YM2151: reg 0x27, val 0xFC
7.5200       331632       YM2151: reg 0x7F, val 0x69
7.5200       331632       YM2151: reg 0x75, val 0x08
7.5200       331632       YM2151: reg 0x2D, val 0x32
7.5200       331632       YM2151: reg 0x35, val 0xB0
7.5200       331632       YM2151: reg 0x0F, val 0x98
7.5200       331632       YM2151: reg 0x27, val 0xFC
7.5200       331632       YM2151: reg 0x7F, val 0x40
7.5200       331632       WAIT: 882 samples (1/50s)
7.5400       332514       YM2151: reg 0x2D, val 0x2E
7.5400       332514       YM2151: reg 0x35, val 0x60
7.5400       332514       YM2151: reg 0x75, val 0x08
7.5400       332514       YM2151: reg 0x2E, val 0x58
7.5400       332514       YM2151: reg 0x36, val 0xE4
7.5400       332514       YM2151: reg 0x76, val 0x08
7.5400       332514       YM2151: reg 0x0F, val 0x9D
7.5400       332514       YM2151: reg 0x27, val 0xFC
7.5400       332514       YM2151: reg 0x7F, val 0x40
7.5400       332514       YM2151: reg 0x74, val 0x04
7.5400       332514       YM2151: reg 0x2C, val 0x55
7.5400       332514       YM2151: reg 0x34, val 0xF8
7.5400       332514       YM2151: reg 0x0F, val 0x9D
7.5400       332514       YM2151: reg 0x27, val 0xFC
7.5400       332514       YM2151: reg 0x7F, val 0x40
7.5400       332514       WAIT: 882 samples (1/50s)
7.5600       333396       YM2151: reg 0x2D, val 0x32
7.5600       333396       YM2151: reg 0x35, val 0xB0
7.5600       333396       YM2151: reg 0x75, val 0x08
7.5600       333396       YM2151: reg 0x2D, val 0x2A
7.5600       333396       YM2151: reg 0x35, val 0x98
7.5600       333396       YM2151: reg 0x75, val 0x08
7.5600       333396       YM2151: reg 0x0F, val 0x95
7.5600       333396       YM2151: reg 0x27, val 0xFC
7.5600       333396       YM2151: reg 0x7F, val 0x40
7.5600       333396       YM2151: reg 0x75, val 0x0C
7.5600       333396       YM2151: reg 0x2D, val 0x2A
7.5600       333396       YM2151: reg 0x35, val 0x98
7.5600       333396       YM2151: reg 0x0F, val 0x95
7.5600       333396       YM2151: reg 0x27, val 0xFC
7.5600       333396       YM2151: reg 0x7F, val 0x52
7.5600       333396       WAIT: 882 samples (1/50s)
7.5800       334278       YM2151: reg 0x2D, val 0x28
7.5800       334278       YM2151: reg 0x35, val 0x34
7.5800       334278       YM2151: reg 0x75, val 0x0C
7.5800       334278       YM2151: reg 0x2E, val 0x59
7.5800       334278       YM2151: reg 0x36, val 0x30
7.5800       334278       YM2151: reg 0x76, val 0x08
7.5800       334278       YM2151: reg 0x0F, val 0x96
7.5800       334278       YM2151: reg 0x27, val 0xFC
7.5800       334278       YM2151: reg 0x7F, val 0x52
7.5800       334278       YM2151: reg 0x74, val 0x08
7.5800       334278       YM2151: reg 0x2C, val 0x55
7.5800       334278       YM2151: reg 0x34, val 0xF8
7.5800       334278       YM2151: reg 0x0F, val 0x96
7.5800       334278       YM2151: reg 0x27, val 0xFC
7.5800       334278       YM2151: reg 0x7F, val 0x52
7.5800       334278       YM2151: reg 0x75, val 0x10
7.5800       334278       YM2151: reg 0x2D, val 0x28
7.5800       334278       YM2151: reg 0x35, val 0x34
7.5800       334278       YM2151: reg 0x0F, val 0x96
7.5800       334278       YM2151: reg 0x27, val 0xFC
7.5800       334278       YM2151: reg 0x7F, val 0x60
7.5800       334278       WAIT: 882 samples (1/50s)
7.6000       335160       YM2151: reg 0x2C, val 0x52
7.6000       335160       YM2151: reg 0x34, val 0xE4
7.6000       335160       YM2151: reg 0x74, val 0x08
7.6000       335160       YM2151: reg 0x2D, val 0x2A
7.6000       335160       YM2151: reg 0x35, val 0x98
7.6000       335160       YM2151: reg 0x75, val 0x10
7.6000       335160       YM2151: reg 0x2D, val 0x32
7.6000       335160       YM2151: reg 0x35, val 0xB0
7.6000       335160       YM2151: reg 0x75, val 0x10
7.6000       335160       YM2151: reg 0x2E, val 0x59
7.6000       335160       YM2151: reg 0x36, val 0x7C
7.6000       335160       YM2151: reg 0x76, val 0x08
7.6000       335160       YM2151: reg 0x0F, val 0x98
7.6000       335160       YM2151: reg 0x27, val 0xFC
7.6000       335160       YM2151: reg 0x7F, val 0x60
7.6000       335160       YM2151: reg 0x74, val 0x14
7.6000       335160       YM2151: reg 0x2C, val 0x52
7.6000       335160       YM2151: reg 0x34, val 0xE4
7.6000       335160       YM2151: reg 0x0F, val 0x98
7.6000       335160       YM2151: reg 0x27, val 0xFC
7.6000       335160       YM2151: reg 0x7F, val 0x60
7.6000       335160       YM2151: reg 0x75, val 0x04
7.6000       335160       YM2151: reg 0x2D, val 0x32
7.6000       335160       YM2151: reg 0x35, val 0xB0
7.6000       335160       YM2151: reg 0x0F, val 0x98
7.6000       335160       YM2151: reg 0x27, val 0xFC
7.6000       335160       YM2151: reg 0x7F, val 0x25
7.6000       335160       WAIT: 882 samples (1/50s)
7.6200       336042       YM2151: reg 0x2D, val 0x2E
7.6200       336042       YM2151: reg 0x35, val 0x60
7.6200       336042       YM2151: reg 0x75, val 0x04
7.6200       336042       YM2151: reg 0x2E, val 0x59
7.6200       336042       YM2151: reg 0x36, val 0x30
7.6200       336042       YM2151: reg 0x76, val 0x08
7.6200       336042       YM2151: reg 0x0F, val 0x9D
7.6200       336042       YM2151: reg 0x27, val 0xFC
7.6200       336042       YM2151: reg 0x7F, val 0x25
7.6200       336042       YM2151: reg 0x74, val 0x18
7.6200       336042       YM2151: reg 0x2C, val 0x52
7.6200       336042       YM2151: reg 0x34, val 0xE4
7.6200       336042       YM2151: reg 0x0F, val 0x9D
7.6200       336042       YM2151: reg 0x27, val 0xFC
7.6200       336042       YM2151: reg 0x7F, val 0x25
7.6200       336042       WAIT: 882 samples (1/50s)
7.6400       336924       YM2151: reg 0x2D, val 0x32
7.6400       336924       YM2151: reg 0x35, val 0xB0
7.6400       336924       YM2151: reg 0x75, val 0x04
7.6400       336924       YM2151: reg 0x2D, val 0x2A
7.6400       336924       YM2151: reg 0x35, val 0x98
7.6400       336924       YM2151: reg 0x75, val 0x04
7.6400       336924       YM2151: reg 0x2E, val 0x58
7.6400       336924       YM2151: reg 0x36, val 0xE4
7.6400       336924       YM2151: reg 0x76, val 0x08
7.6400       336924       YM2151: reg 0x0F, val 0x95
7.6400       336924       YM2151: reg 0x27, val 0xFC
7.6400       336924       YM2151: reg 0x7F, val 0x25
7.6400       336924       YM2151: reg 0x75, val 0x08
7.6400       336924       YM2151: reg 0x2D, val 0x2A
7.6400       336924       YM2151: reg 0x35, val 0x98
7.6400       336924       YM2151: reg 0x0F, val 0x95
7.6400       336924       YM2151: reg 0x27, val 0xFC
7.6400       336924       YM2151: reg 0x7F, val 0x40
7.6400       336924       WAIT: 882 samples (1/50s)
7.6600       337806       YM2151: reg 0x2D, val 0x28
7.6600       337806       YM2151: reg 0x35, val 0x34
7.6600       337806       YM2151: reg 0x75, val 0x08
7.6600       337806       YM2151: reg 0x2E, val 0x58
7.6600       337806       YM2151: reg 0x36, val 0x9C
7.6600       337806       YM2151: reg 0x76, val 0x08
7.6600       337806       YM2151: reg 0x0F, val 0x96
7.6600       337806       YM2151: reg 0x27, val 0xFC
7.6600       337806       YM2151: reg 0x7F, val 0x40
7.6600       337806       YM2151: reg 0x75, val 0x0C
7.6600       337806       YM2151: reg 0x2D, val 0x28
7.6600       337806       YM2151: reg 0x35, val 0x34
7.6600       337806       YM2151: reg 0x0F, val 0x96
7.6600       337806       YM2151: reg 0x27, val 0xFC
7.6600       337806       YM2151: reg 0x7F, val 0x52
7.6600       337806       WAIT: 882 samples (1/50s)
7.6800       338688       YM2151: reg 0x2C, val 0x58
7.6800       338688       YM2151: reg 0x34, val 0xE4
7.6800       338688       YM2151: reg 0x74, val 0x18
7.6800       338688       YM2151: reg 0x2D, val 0x2E
7.6800       338688       YM2151: reg 0x35, val 0x60
7.6800       338688       YM2151: reg 0x75, val 0x0C
7.6800       338688       YM2151: reg 0x2E, val 0x58
7.6800       338688       YM2151: reg 0x36, val 0x50
7.6800       338688       YM2151: reg 0x76, val 0x08
7.6800       338688       YM2151: reg 0x74, val 0x18
7.6800       338688       YM2151: reg 0x75, val 0x0C
7.6800       338688       YM2151: reg 0x76, val 0x08
7.6800       338688       YM2151: reg 0x0F, val 0x96
7.6800       338688       YM2151: reg 0x27, val 0xFC
7.6800       338688       YM2151: reg 0x7F, val 0x7F
7.6800       338688       YM2151: reg 0x74, val 0x00
7.6800       338688       YM2151: reg 0x2C, val 0x58
7.6800       338688       YM2151: reg 0x34, val 0xE4
7.6800       338688       YM2151: reg 0x0F, val 0x96
7.6800       338688       YM2151: reg 0x27, val 0xFC
7.6800       338688       YM2151: reg 0x7F, val 0x7F
7.6800       338688       YM2151: reg 0x75, val 0x00
7.6800       338688       YM2151: reg 0x2D, val 0x2E
7.6800       338688       YM2151: reg 0x35, val 0x60
7.6800       338688       YM2151: reg 0x0F, val 0x96
7.6800       338688       YM2151: reg 0x27, val 0xFC
7.6800       338688       YM2151: reg 0x7F, val 0x7F
7.6800       338688       WAIT: 882 samples (1/50s)
7.7000       339570       YM2151: reg 0x2D, val 0x32
7.7000       339570       YM2151: reg 0x35, val 0xB0
7.7000       339570       YM2151: reg 0x75, val 0x00
7.7000       339570       YM2151: reg 0x2D, val 0x25
7.7000       339570       YM2151: reg 0x35, val 0x18
7.7000       339570       YM2151: reg 0x75, val 0x00
7.7000       339570       YM2151: reg 0x2E, val 0x58
7.7000       339570       YM2151: reg 0x36, val 0x9C
7.7000       339570       YM2151: reg 0x76, val 0x08
7.7000       339570       YM2151: reg 0x74, val 0x04
7.7000       339570       YM2151: reg 0x2C, val 0x58
7.7000       339570       YM2151: reg 0x34, val 0xE4
7.7000       339570       YM2151: reg 0x0F, val 0x96
7.7000       339570       YM2151: reg 0x27, val 0xFC
7.7000       339570       YM2151: reg 0x7F, val 0x7F
7.7000       339570       WAIT: 882 samples (1/50s)
7.7200       340452       YM2151: reg 0x2D, val 0x20
7.7200       340452       YM2151: reg 0x35, val 0x88
7.7200       340452       YM2151: reg 0x75, val 0x00
7.7200       340452       YM2151: reg 0x2E, val 0x58
7.7200       340452       YM2151: reg 0x36, val 0xE4
7.7200       340452       YM2151: reg 0x76, val 0x08
7.7200       340452       YM2151: reg 0x75, val 0x04
7.7200       340452       YM2151: reg 0x2D, val 0x20
7.7200       340452       YM2151: reg 0x35, val 0x88
7.7200       340452       YM2151: reg 0x0F, val 0x96
7.7200       340452       YM2151: reg 0x27, val 0xFC
7.7200       340452       YM2151: reg 0x7F, val 0x7F
7.7200       340452       WAIT: 882 samples (1/50s)
7.7400       341334       YM2151: reg 0x2D, val 0x1D
7.7400       341334       YM2151: reg 0x35, val 0xFC
7.7400       341334       YM2151: reg 0x75, val 0x04
7.7400       341334       YM2151: reg 0x2D, val 0x1A
7.7400       341334       YM2151: reg 0x35, val 0x44
7.7400       341334       YM2151: reg 0x75, val 0x04
7.7400       341334       YM2151: reg 0x74, val 0x08
7.7400       341334       YM2151: reg 0x2C, val 0x58
7.7400       341334       YM2151: reg 0x34, val 0xE4
7.7400       341334       YM2151: reg 0x0F, val 0x96
7.7400       341334       YM2151: reg 0x27, val 0xFC
7.7400       341334       YM2151: reg 0x7F, val 0x7F
7.7400       341334       WAIT: 882 samples (1/50s)
7.7600       342216       YM2151: reg 0x2C, val 0x55
7.7600       342216       YM2151: reg 0x34, val 0xF8
7.7600       342216       YM2151: reg 0x74, val 0x08
7.7600       342216       YM2151: reg 0x2D, val 0x1C
7.7600       342216       YM2151: reg 0x35, val 0x94
7.7600       342216       YM2151: reg 0x75, val 0x04
7.7600       342216       YM2151: reg 0x2D, val 0x15
7.7600       342216       YM2151: reg 0x35, val 0xD8
7.7600       342216       YM2151: reg 0x75, val 0x04
7.7600       342216       YM2151: reg 0x2E, val 0x59
7.7600       342216       YM2151: reg 0x36, val 0x30
7.7600       342216       YM2151: reg 0x76, val 0x08
7.7600       342216       YM2151: reg 0x74, val 0x14
7.7600       342216       YM2151: reg 0x2C, val 0x55
7.7600       342216       YM2151: reg 0x34, val 0xF8
7.7600       342216       YM2151: reg 0x0F, val 0x96
7.7600       342216       YM2151: reg 0x27, val 0xFC
7.7600       342216       YM2151: reg 0x7F, val 0x7F
7.7600       342216       YM2151: reg 0x75, val 0x08
7.7600       342216       YM2151: reg 0x2D, val 0x15
7.7600       342216       YM2151: reg 0x35, val 0xD8
7.7600       342216       YM2151: reg 0x0F, val 0x96
7.7600       342216       YM2151: reg 0x27, val 0xFC
7.7600       342216       YM2151: reg 0x7F, val 0x7F
7.7600       342216       WAIT: 882 samples (1/50s)
7.7800       343098       YM2151: reg 0x2D, val 0x14
7.7800       343098       YM2151: reg 0x35, val 0xD8
7.7800       343098       YM2151: reg 0x75, val 0x08
7.7800       343098       YM2151: reg 0x2E, val 0x59
7.7800       343098       YM2151: reg 0x36, val 0x7C
7.7800       343098       YM2151: reg 0x76, val 0x08
7.7800       343098       YM2151: reg 0x74, val 0x18
7.7800       343098       YM2151: reg 0x2C, val 0x55
7.7800       343098       YM2151: reg 0x34, val 0xF8
7.7800       343098       YM2151: reg 0x0F, val 0x96
7.7800       343098       YM2151: reg 0x27, val 0xFC
7.7800       343098       YM2151: reg 0x7F, val 0x7F
7.7800       343098       YM2151: reg 0x75, val 0x0C
7.7800       343098       YM2151: reg 0x2D, val 0x14
7.7800       343098       YM2151: reg 0x35, val 0xD8
7.7800       343098       YM2151: reg 0x0F, val 0x96
7.7800       343098       YM2151: reg 0x27, val 0xFC
7.7800       343098       YM2151: reg 0x7F, val 0x7F
7.7800       343098       WAIT: 882 samples (1/50s)
7.8000       343980       YM2151: reg 0x2D, val 0x15
7.8000       343980       YM2151: reg 0x35, val 0xD8
7.8000       343980       YM2151: reg 0x75, val 0x0C
7.8000       343980       YM2151: reg 0x2D, val 0x12
7.8000       343980       YM2151: reg 0x35, val 0xE4
7.8000       343980       YM2151: reg 0x75, val 0x0C
7.8000       343980       YM2151: reg 0x2E, val 0x59
7.8000       343980       YM2151: reg 0x36, val 0x30
7.8000       343980       YM2151: reg 0x76, val 0x08
7.8000       343980       YM2151: reg 0x75, val 0x14
7.8000       343980       YM2151: reg 0x2D, val 0x12
7.8000       343980       YM2151: reg 0x35, val 0xE4
7.8000       343980       YM2151: reg 0x0F, val 0x96
7.8000       343980       YM2151: reg 0x27, val 0xFC
7.8000       343980       YM2151: reg 0x7F, val 0x7F
7.8000       343980       WAIT: 882 samples (1/50s)
7.8200       344862       YM2151: reg 0x2D, val 0x11
7.8200       344862       YM2151: reg 0x35, val 0xFC
7.8200       344862       YM2151: reg 0x75, val 0x14
7.8200       344862       YM2151: reg 0x2E, val 0x58
7.8200       344862       YM2151: reg 0x36, val 0xE4
7.8200       344862       YM2151: reg 0x76, val 0x08
7.8200       344862       YM2151: reg 0x75, val 0x20
7.8200       344862       YM2151: reg 0x2D, val 0x11
7.8200       344862       YM2151: reg 0x35, val 0xFC
7.8200       344862       YM2151: reg 0x0F, val 0x96
7.8200       344862       YM2151: reg 0x27, val 0xFC
7.8200       344862       YM2151: reg 0x7F, val 0x7F
7.8200       344862       WAIT: 882 samples (1/50s)
7.8400       345744       YM2151: reg 0x2C, val 0x48
7.8400       345744       YM2151: reg 0x34, val 0xD0
7.8400       345744       YM2151: reg 0x74, val 0x18
7.8400       345744       YM2151: reg 0x2D, val 0x38
7.8400       345744       YM2151: reg 0x35, val 0xC8
7.8400       345744       YM2151: reg 0x75, val 0x20
7.8400       345744       YM2151: reg 0x2E, val 0x58
7.8400       345744       YM2151: reg 0x36, val 0x9C
7.8400       345744       YM2151: reg 0x76, val 0x08
7.8400       345744       YM2151: reg 0x0F, val 0x9F
7.8400       345744       YM2151: reg 0x27, val 0xFC
7.8400       345744       YM2151: reg 0x7F, val 0x7F
7.8400       345744       YM2151: reg 0x74, val 0x18
7.8400       345744       YM2151: reg 0x75, val 0x7F
7.8400       345744       YM2151: reg 0x76, val 0x08
7.8400       345744       YM2151: reg 0x0F, val 0x9F
7.8400       345744       YM2151: reg 0x27, val 0xFC
7.8400       345744       YM2151: reg 0x7F, val 0x78
7.8400       345744       YM2151: reg 0x74, val 0x00
7.8400       345744       YM2151: reg 0x2C, val 0x48
7.8400       345744       YM2151: reg 0x34, val 0xD0
7.8400       345744       YM2151: reg 0x0F, val 0x9F
7.8400       345744       YM2151: reg 0x27, val 0xFC
7.8400       345744       YM2151: reg 0x7F, val 0x78
7.8400       345744       YM2151: reg 0x75, val 0x7F
7.8400       345744       YM2151: reg 0x2D, val 0x38
7.8400       345744       YM2151: reg 0x35, val 0xC8
7.8400       345744       YM2151: reg 0x0F, val 0x9F
7.8400       345744       YM2151: reg 0x27, val 0xFC
7.8400       345744       YM2151: reg 0x7F, val 0x52
7.8400       345744       WAIT: 882 samples (1/50s)
7.8600       346626       YM2151: reg 0x2E, val 0x58
7.8600       346626       YM2151: reg 0x36, val 0x50
7.8600       346626       YM2151: reg 0x76, val 0x08
7.8600       346626       YM2151: reg 0x74, val 0x04
7.8600       346626       YM2151: reg 0x2C, val 0x48
7.8600       346626       YM2151: reg 0x34, val 0xD0
7.8600       346626       YM2151: reg 0x0F, val 0x9F
7.8600       346626       YM2151: reg 0x27, val 0xFC
7.8600       346626       YM2151: reg 0x7F, val 0x52
7.8600       346626       YM2151: reg 0x75, val 0x7F
7.8600       346626       YM2151: reg 0x2D, val 0x38
7.8600       346626       YM2151: reg 0x35, val 0xC8
7.8600       346626       YM2151: reg 0x0F, val 0x9F
7.8600       346626       YM2151: reg 0x27, val 0xFC
7.8600       346626       YM2151: reg 0x7F, val 0x69
7.8600       346626       WAIT: 882 samples (1/50s)
7.8800       347508       YM2151: reg 0x2E, val 0x58
7.8800       347508       YM2151: reg 0x36, val 0x9C
7.8800       347508       YM2151: reg 0x76, val 0x08
7.8800       347508       YM2151: reg 0x75, val 0x7F
7.8800       347508       YM2151: reg 0x2D, val 0x38
7.8800       347508       YM2151: reg 0x35, val 0xC8
7.8800       347508       YM2151: reg 0x0F, val 0x9F
7.8800       347508       YM2151: reg 0x27, val 0xFC
7.8800       347508       YM2151: reg 0x7F, val 0x74
7.8800       347508       WAIT: 882 samples (1/50s)
7.9000       348390       YM2151: reg 0x2E, val 0x58
7.9000       348390       YM2151: reg 0x36, val 0xE4
7.9000       348390       YM2151: reg 0x76, val 0x08
7.9000       348390       YM2151: reg 0x74, val 0x08
7.9000       348390       YM2151: reg 0x2C, val 0x48
7.9000       348390       YM2151: reg 0x34, val 0xD0
7.9000       348390       YM2151: reg 0x0F, val 0x9F
7.9000       348390       YM2151: reg 0x27, val 0xFC
7.9000       348390       YM2151: reg 0x7F, val 0x74
7.9000       348390       YM2151: reg 0x75, val 0x7F
7.9000       348390       YM2151: reg 0x2D, val 0x38
7.9000       348390       YM2151: reg 0x35, val 0xC8
7.9000       348390       YM2151: reg 0x0F, val 0x9F
7.9000       348390       YM2151: reg 0x27, val 0xFC
7.9000       348390       YM2151: reg 0x7F, val 0x79
7.9000       348390       WAIT: 882 samples (1/50s)
7.9200       349272       YM2151: reg 0x2C, val 0x58
7.9200       349272       YM2151: reg 0x34, val 0xE4
7.9200       349272       YM2151: reg 0x74, val 0x08
7.9200       349272       YM2151: reg 0x74, val 0x14
7.9200       349272       YM2151: reg 0x2C, val 0x58
7.9200       349272       YM2151: reg 0x34, val 0xE4
7.9200       349272       YM2151: reg 0x0F, val 0x9F
7.9200       349272       YM2151: reg 0x27, val 0xFC
7.9200       349272       YM2151: reg 0x7F, val 0x79
7.9200       349272       YM2151: reg 0x75, val 0x7F
7.9200       349272       YM2151: reg 0x2D, val 0x38
7.9200       349272       YM2151: reg 0x35, val 0xC8
7.9200       349272       YM2151: reg 0x0F, val 0x9F
7.9200       349272       YM2151: reg 0x27, val 0xFC
7.9200       349272       YM2151: reg 0x7F, val 0x7B
7.9200       349272       WAIT: 882 samples (1/50s)
7.9400       350154       YM2151: reg 0x2E, val 0x59
7.9400       350154       YM2151: reg 0x36, val 0x30
7.9400       350154       YM2151: reg 0x76, val 0x08
7.9400       350154       YM2151: reg 0x74, val 0x18
7.9400       350154       YM2151: reg 0x2C, val 0x58
7.9400       350154       YM2151: reg 0x34, val 0xE4
7.9400       350154       YM2151: reg 0x0F, val 0x9F
7.9400       350154       YM2151: reg 0x27, val 0xFC
7.9400       350154       YM2151: reg 0x7F, val 0x7B
7.9400       350154       YM2151: reg 0x75, val 0x7F
7.9400       350154       YM2151: reg 0x2D, val 0x38
7.9400       350154       YM2151: reg 0x35, val 0xC8
7.9400       350154       YM2151: reg 0x0F, val 0x9F
