--- Parsing VGM: console_player/music/if-fmt_version_1/03_Scenario_Intro.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
----------|-----------|------------------------------------------------
10.0182   | 000047A1  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0182   | 000047A4  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0182   | 000047A7  | 61: WAIT
10.0182   | 000047AA  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.0182   | 000047AD  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.0182   | 000047B0  | 61: WAIT
10.0182   | 000047B3  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.0182   | 000047B6  | 61: WAIT
10.0182   | 000047B9  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.0182   | 000047BC  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.0182   | 000047BF  | 61: WAIT
10.0429   | 000047C2  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0429   | 000047C5  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0429   | 000047C8  | 61: WAIT
10.0678   | 000047CB  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0678   | 000047CE  | 61: WAIT
10.0678   | 000047D1  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0678   | 000047D4  | 61: WAIT
10.0679   | 000047D7  | 52: YM2612 P0 (reg: 0xB0, val: 0x3E)
10.0679   | 000047DA  | 52: YM2612 P0 (reg: 0x30, val: 0x31)
10.0679   | 000047DD  | 61: WAIT
10.0679   | 000047E0  | 52: YM2612 P0 (reg: 0x34, val: 0x71)
10.0679   | 000047E3  | 52: YM2612 P0 (reg: 0x38, val: 0x71)
10.0679   | 000047E6  | 61: WAIT
10.0679   | 000047E9  | 52: YM2612 P0 (reg: 0x3C, val: 0x71)
10.0679   | 000047EC  | 52: YM2612 P0 (reg: 0x50, val: 0x1C)
10.0679   | 000047EF  | 61: WAIT
10.0679   | 000047F2  | 52: YM2612 P0 (reg: 0x54, val: 0x17)
10.0679   | 000047F5  | 52: YM2612 P0 (reg: 0x58, val: 0x1C)
10.0679   | 000047F8  | 61: WAIT
10.0680   | 000047FB  | 52: YM2612 P0 (reg: 0x5C, val: 0x17)
10.0680   | 000047FE  | 52: YM2612 P0 (reg: 0x60, val: 0x12)
10.0680   | 00004801  | 52: YM2612 P0 (reg: 0x64, val: 0x02)
10.0680   | 00004804  | 61: WAIT
10.0680   | 00004807  | 52: YM2612 P0 (reg: 0x68, val: 0x02)
10.0680   | 0000480A  | 52: YM2612 P0 (reg: 0x6C, val: 0x02)
10.0680   | 0000480D  | 61: WAIT
10.0680   | 00004810  | 52: YM2612 P0 (reg: 0x70, val: 0x03)
10.0680   | 00004813  | 52: YM2612 P0 (reg: 0x74, val: 0x01)
10.0680   | 00004816  | 61: WAIT
10.0680   | 00004819  | 52: YM2612 P0 (reg: 0x78, val: 0x01)
10.0680   | 0000481C  | 52: YM2612 P0 (reg: 0x7C, val: 0x01)
10.0680   | 0000481F  | 61: WAIT
10.0680   | 00004822  | 52: YM2612 P0 (reg: 0x80, val: 0x1B)
10.0680   | 00004825  | 52: YM2612 P0 (reg: 0x84, val: 0x1B)
10.0680   | 00004828  | 52: YM2612 P0 (reg: 0x88, val: 0x1B)
10.0680   | 0000482B  | 61: WAIT
10.0681   | 0000482E  | 52: YM2612 P0 (reg: 0x8C, val: 0x1B)
10.0681   | 00004831  | 52: YM2612 P0 (reg: 0x40, val: 0x16)
10.0681   | 00004834  | 61: WAIT
10.0681   | 00004837  | 52: YM2612 P0 (reg: 0x44, val: 0x1C)
10.0681   | 0000483A  | 52: YM2612 P0 (reg: 0x48, val: 0x1C)
10.0681   | 0000483D  | 61: WAIT
10.0681   | 00004840  | 52: YM2612 P0 (reg: 0x4C, val: 0x1C)
10.0681   | 00004843  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.0681   | 00004846  | 61: WAIT
10.0681   | 00004849  | 52: YM2612 P0 (reg: 0xB1, val: 0x2D)
10.0681   | 0000484C  | 52: YM2612 P0 (reg: 0x31, val: 0x31)
10.0681   | 0000484F  | 61: WAIT
10.0682   | 00004852  | 52: YM2612 P0 (reg: 0x35, val: 0x30)
10.0682   | 00004855  | 52: YM2612 P0 (reg: 0x39, val: 0x30)
10.0682   | 00004858  | 61: WAIT
10.0682   | 0000485B  | 52: YM2612 P0 (reg: 0x3D, val: 0x70)
10.0682   | 0000485E  | 52: YM2612 P0 (reg: 0x51, val: 0x1F)
10.0682   | 00004861  | 61: WAIT
10.0682   | 00004864  | 52: YM2612 P0 (reg: 0x55, val: 0x1F)
10.0682   | 00004867  | 52: YM2612 P0 (reg: 0x59, val: 0x1F)
10.0682   | 0000486A  | 61: WAIT
10.0682   | 0000486D  | 52: YM2612 P0 (reg: 0x5D, val: 0x1F)
10.0682   | 00004870  | 52: YM2612 P0 (reg: 0x61, val: 0x14)
10.0682   | 00004873  | 61: WAIT
10.0683   | 00004876  | 52: YM2612 P0 (reg: 0x65, val: 0x01)
10.0683   | 00004879  | 52: YM2612 P0 (reg: 0x69, val: 0x01)
10.0683   | 0000487C  | 52: YM2612 P0 (reg: 0x6D, val: 0x01)
10.0683   | 0000487F  | 61: WAIT
10.0683   | 00004882  | 52: YM2612 P0 (reg: 0x71, val: 0x00)
10.0683   | 00004885  | 52: YM2612 P0 (reg: 0x75, val: 0x0F)
10.0683   | 00004888  | 61: WAIT
10.0683   | 0000488B  | 52: YM2612 P0 (reg: 0x79, val: 0x0F)
10.0683   | 0000488E  | 52: YM2612 P0 (reg: 0x7D, val: 0x0F)
10.0683   | 00004891  | 61: WAIT
10.0683   | 00004894  | 52: YM2612 P0 (reg: 0x81, val: 0xFF)
10.0683   | 00004897  | 52: YM2612 P0 (reg: 0x85, val: 0x0F)
10.0683   | 0000489A  | 61: WAIT
10.0683   | 0000489D  | 52: YM2612 P0 (reg: 0x89, val: 0x0F)
10.0683   | 000048A0  | 52: YM2612 P0 (reg: 0x8D, val: 0x0F)
10.0683   | 000048A3  | 61: WAIT
10.0684   | 000048A6  | 52: YM2612 P0 (reg: 0x41, val: 0x04)
10.0684   | 000048A9  | 52: YM2612 P0 (reg: 0x45, val: 0x1A)
10.0684   | 000048AC  | 61: WAIT
10.0684   | 000048AF  | 52: YM2612 P0 (reg: 0x49, val: 0x1A)
10.0684   | 000048B2  | 52: YM2612 P0 (reg: 0x4D, val: 0x1A)
10.0684   | 000048B5  | 61: WAIT
10.0684   | 000048B8  | 52: YM2612 P0 (reg: 0xA5, val: 0x04)
10.0684   | 000048BB  | 52: YM2612 P0 (reg: 0xA1, val: 0x4E)
10.0684   | 000048BE  | 61: WAIT
10.0684   | 000048C1  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.0684   | 000048C4  | 52: YM2612 P0 (reg: 0x28, val: 0xF1)
10.0684   | 000048C7  | 52: YM2612 P0 (reg: 0x45, val: 0x1E)
10.0684   | 000048CA  | 61: WAIT
10.0685   | 000048CD  | 52: YM2612 P0 (reg: 0x49, val: 0x1E)
10.0685   | 000048D0  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
10.0685   | 000048D3  | 61: WAIT
10.0685   | 000048D6  | 52: YM2612 P0 (reg: 0xA6, val: 0x13)
10.0685   | 000048D9  | 52: YM2612 P0 (reg: 0xA2, val: 0x0B)
10.0685   | 000048DC  | 61: WAIT
10.0685   | 000048DF  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.0685   | 000048E2  | 52: YM2612 P0 (reg: 0x28, val: 0xF2)
10.0685   | 000048E5  | 61: WAIT
10.0685   | 000048E8  | 52: YM2612 P0 (reg: 0x4E, val: 0x1C)
10.0685   | 000048EB  | 61: WAIT
10.0685   | 000048EE  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
10.0685   | 000048F1  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
10.0685   | 000048F4  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.0685   | 000048F7  | 61: WAIT
10.0686   | 000048FA  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
10.0686   | 000048FD  | 53: YM2612 P1 (reg: 0x41, val: 0x26)
10.0686   | 00004900  | 61: WAIT
10.0686   | 00004903  | 53: YM2612 P1 (reg: 0x45, val: 0x26)
10.0686   | 00004906  | 53: YM2612 P1 (reg: 0x49, val: 0x26)
10.0686   | 00004909  | 61: WAIT
10.0686   | 0000490C  | 53: YM2612 P1 (reg: 0x4D, val: 0x26)
10.0686   | 0000490F  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
10.0686   | 00004912  | 61: WAIT
10.0686   | 00004915  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
10.0686   | 00004918  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.0686   | 0000491B  | 61: WAIT
10.0687   | 0000491E  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
10.0687   | 00004921  | 53: YM2612 P1 (reg: 0x42, val: 0x26)
10.0687   | 00004924  | 61: WAIT
10.0687   | 00004927  | 53: YM2612 P1 (reg: 0x46, val: 0x26)
10.0687   | 0000492A  | 53: YM2612 P1 (reg: 0x4A, val: 0x26)
10.0687   | 0000492D  | 61: WAIT
10.0687   | 00004930  | 53: YM2612 P1 (reg: 0x4E, val: 0x26)
10.0687   | 00004933  | 61: WAIT
10.0925   | 00004936  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0925   | 00004939  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.0925   | 0000493C  | 61: WAIT
10.1173   | 0000493F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1173   | 00004942  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1173   | 00004945  | 61: WAIT
10.1420   | 00004948  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1420   | 0000494B  | 61: WAIT
10.1421   | 0000494E  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1421   | 00004951  | 61: WAIT
10.1668   | 00004954  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1668   | 00004957  | 61: WAIT
10.1668   | 0000495A  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1668   | 0000495D  | 61: WAIT
10.1917   | 00004960  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1917   | 00004963  | 61: WAIT
10.1918   | 00004966  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.1918   | 00004969  | 61: WAIT
10.2164   | 0000496C  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2164   | 0000496F  | 61: WAIT
10.2164   | 00004972  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2164   | 00004975  | 61: WAIT
10.2164   | 00004978  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.2164   | 0000497B  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.2164   | 0000497E  | 61: WAIT
10.2412   | 00004981  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2412   | 00004984  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2412   | 00004987  | 61: WAIT
10.2659   | 0000498A  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2659   | 0000498D  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2659   | 00004990  | 61: WAIT
10.2659   | 00004993  | 52: YM2612 P0 (reg: 0x4E, val: 0x1C)
10.2659   | 00004996  | 52: YM2612 P0 (reg: 0xA6, val: 0x13)
10.2659   | 00004999  | 61: WAIT
10.2659   | 0000499C  | 52: YM2612 P0 (reg: 0xA2, val: 0x6A)
10.2659   | 0000499F  | 53: YM2612 P1 (reg: 0x4C, val: 0x2A)
10.2659   | 000049A2  | 61: WAIT
10.2660   | 000049A5  | 53: YM2612 P1 (reg: 0xA4, val: 0x2B)
10.2660   | 000049A8  | 53: YM2612 P1 (reg: 0xA0, val: 0x0F)
10.2660   | 000049AB  | 61: WAIT
10.2660   | 000049AE  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
10.2660   | 000049B1  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
10.2660   | 000049B4  | 61: WAIT
10.2660   | 000049B7  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.2660   | 000049BA  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
10.2660   | 000049BD  | 61: WAIT
10.2660   | 000049C0  | 53: YM2612 P1 (reg: 0x41, val: 0x26)
10.2660   | 000049C3  | 53: YM2612 P1 (reg: 0x45, val: 0x26)
10.2660   | 000049C6  | 61: WAIT
10.2661   | 000049C9  | 53: YM2612 P1 (reg: 0x49, val: 0x26)
10.2661   | 000049CC  | 53: YM2612 P1 (reg: 0x4D, val: 0x26)
10.2661   | 000049CF  | 61: WAIT
10.2661   | 000049D2  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
10.2661   | 000049D5  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
10.2661   | 000049D8  | 61: WAIT
10.2661   | 000049DB  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.2661   | 000049DE  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
10.2661   | 000049E1  | 61: WAIT
10.2661   | 000049E4  | 53: YM2612 P1 (reg: 0x42, val: 0x26)
10.2661   | 000049E7  | 53: YM2612 P1 (reg: 0x46, val: 0x26)
10.2661   | 000049EA  | 61: WAIT
10.2661   | 000049ED  | 53: YM2612 P1 (reg: 0x4A, val: 0x26)
10.2661   | 000049F0  | 53: YM2612 P1 (reg: 0x4E, val: 0x26)
10.2661   | 000049F3  | 61: WAIT
10.2907   | 000049F6  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2907   | 000049F9  | 61: WAIT
10.2908   | 000049FC  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.2908   | 000049FF  | 61: WAIT
10.3154   | 00004A02  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3154   | 00004A05  | 61: WAIT
10.3154   | 00004A08  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3154   | 00004A0B  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.3154   | 00004A0E  | 61: WAIT
10.3155   | 00004A11  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.3155   | 00004A14  | 52: YM2612 P0 (reg: 0x28, val: 0x04)
10.3155   | 00004A17  | 61: WAIT
10.3155   | 00004A1A  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.3155   | 00004A1D  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.3155   | 00004A20  | 61: WAIT
10.3402   | 00004A23  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3402   | 00004A26  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3402   | 00004A29  | 61: WAIT
10.3650   | 00004A2C  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3650   | 00004A2F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3650   | 00004A32  | 61: WAIT
10.3650   | 00004A35  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.3650   | 00004A38  | 61: WAIT
10.3650   | 00004A3B  | 52: YM2612 P0 (reg: 0xA0, val: 0x0B)
10.3650   | 00004A3E  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.3650   | 00004A41  | 52: YM2612 P0 (reg: 0x28, val: 0xF0)
10.3650   | 00004A44  | 61: WAIT
10.3650   | 00004A47  | 52: YM2612 P0 (reg: 0x44, val: 0x22)
10.3650   | 00004A4A  | 52: YM2612 P0 (reg: 0x48, val: 0x22)
10.3650   | 00004A4D  | 61: WAIT
10.3651   | 00004A50  | 52: YM2612 P0 (reg: 0x4C, val: 0x22)
10.3651   | 00004A53  | 52: YM2612 P0 (reg: 0xB1, val: 0x3B)
10.3651   | 00004A56  | 61: WAIT
10.3651   | 00004A59  | 52: YM2612 P0 (reg: 0x31, val: 0x0C)
10.3651   | 00004A5C  | 52: YM2612 P0 (reg: 0x35, val: 0x09)
10.3651   | 00004A5F  | 61: WAIT
10.3651   | 00004A62  | 52: YM2612 P0 (reg: 0x39, val: 0x00)
10.3651   | 00004A65  | 52: YM2612 P0 (reg: 0x3D, val: 0x03)
10.3651   | 00004A68  | 61: WAIT
10.3651   | 00004A6B  | 52: YM2612 P0 (reg: 0x51, val: 0x1F)
10.3651   | 00004A6E  | 52: YM2612 P0 (reg: 0x55, val: 0x1F)
10.3651   | 00004A71  | 61: WAIT
10.3651   | 00004A74  | 52: YM2612 P0 (reg: 0x59, val: 0x1F)
10.3651   | 00004A77  | 52: YM2612 P0 (reg: 0x5D, val: 0x1F)
10.3651   | 00004A7A  | 52: YM2612 P0 (reg: 0x61, val: 0x00)
10.3651   | 00004A7D  | 61: WAIT
10.3652   | 00004A80  | 52: YM2612 P0 (reg: 0x65, val: 0x00)
10.3652   | 00004A83  | 52: YM2612 P0 (reg: 0x69, val: 0x13)
10.3652   | 00004A86  | 61: WAIT
10.3652   | 00004A89  | 52: YM2612 P0 (reg: 0x6D, val: 0x15)
10.3652   | 00004A8C  | 52: YM2612 P0 (reg: 0x71, val: 0x00)
10.3652   | 00004A8F  | 61: WAIT
10.3652   | 00004A92  | 52: YM2612 P0 (reg: 0x75, val: 0x00)
10.3652   | 00004A95  | 52: YM2612 P0 (reg: 0x79, val: 0x04)
10.3652   | 00004A98  | 61: WAIT
10.3652   | 00004A9B  | 52: YM2612 P0 (reg: 0x7D, val: 0x10)
10.3652   | 00004A9E  | 52: YM2612 P0 (reg: 0x81, val: 0x0F)
10.3652   | 00004AA1  | 61: WAIT
10.3653   | 00004AA4  | 52: YM2612 P0 (reg: 0x85, val: 0x0F)
10.3653   | 00004AA7  | 52: YM2612 P0 (reg: 0x89, val: 0x3F)
10.3653   | 00004AAA  | 52: YM2612 P0 (reg: 0x8D, val: 0x3F)
10.3653   | 00004AAD  | 61: WAIT
10.3653   | 00004AB0  | 52: YM2612 P0 (reg: 0x41, val: 0x0A)
10.3653   | 00004AB3  | 52: YM2612 P0 (reg: 0x45, val: 0x05)
10.3653   | 00004AB6  | 61: WAIT
10.3653   | 00004AB9  | 52: YM2612 P0 (reg: 0x49, val: 0x19)
10.3653   | 00004ABC  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
10.3653   | 00004ABF  | 61: WAIT
10.3653   | 00004AC2  | 52: YM2612 P0 (reg: 0xA5, val: 0x24)
10.3653   | 00004AC5  | 52: YM2612 P0 (reg: 0xA1, val: 0x4E)
10.3653   | 00004AC8  | 61: WAIT
10.3654   | 00004ACB  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.3654   | 00004ACE  | 52: YM2612 P0 (reg: 0x28, val: 0xF1)
10.3654   | 00004AD1  | 61: WAIT
10.3654   | 00004AD4  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
10.3654   | 00004AD7  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.3654   | 00004ADA  | 61: WAIT
10.3654   | 00004ADD  | 53: YM2612 P1 (reg: 0xB0, val: 0x3E)
10.3654   | 00004AE0  | 61: WAIT
10.3654   | 00004AE3  | 53: YM2612 P1 (reg: 0x30, val: 0x31)
10.3654   | 00004AE6  | 53: YM2612 P1 (reg: 0x34, val: 0x71)
10.3654   | 00004AE9  | 53: YM2612 P1 (reg: 0x38, val: 0x71)
10.3654   | 00004AEC  | 61: WAIT
10.3654   | 00004AEF  | 53: YM2612 P1 (reg: 0x3C, val: 0x71)
10.3654   | 00004AF2  | 53: YM2612 P1 (reg: 0x50, val: 0x1C)
10.3654   | 00004AF5  | 61: WAIT
10.3655   | 00004AF8  | 53: YM2612 P1 (reg: 0x54, val: 0x17)
10.3655   | 00004AFB  | 53: YM2612 P1 (reg: 0x58, val: 0x1C)
10.3655   | 00004AFE  | 61: WAIT
10.3655   | 00004B01  | 53: YM2612 P1 (reg: 0x5C, val: 0x17)
10.3655   | 00004B04  | 53: YM2612 P1 (reg: 0x60, val: 0x12)
10.3655   | 00004B07  | 61: WAIT
10.3655   | 00004B0A  | 53: YM2612 P1 (reg: 0x64, val: 0x02)
10.3655   | 00004B0D  | 53: YM2612 P1 (reg: 0x68, val: 0x02)
10.3655   | 00004B10  | 61: WAIT
10.3655   | 00004B13  | 53: YM2612 P1 (reg: 0x6C, val: 0x02)
10.3655   | 00004B16  | 53: YM2612 P1 (reg: 0x70, val: 0x03)
10.3655   | 00004B19  | 53: YM2612 P1 (reg: 0x74, val: 0x01)
10.3655   | 00004B1C  | 61: WAIT
10.3656   | 00004B1F  | 53: YM2612 P1 (reg: 0x78, val: 0x01)
10.3656   | 00004B22  | 53: YM2612 P1 (reg: 0x7C, val: 0x01)
10.3656   | 00004B25  | 61: WAIT
10.3656   | 00004B28  | 53: YM2612 P1 (reg: 0x80, val: 0x1B)
10.3656   | 00004B2B  | 53: YM2612 P1 (reg: 0x84, val: 0x1B)
10.3656   | 00004B2E  | 61: WAIT
10.3656   | 00004B31  | 53: YM2612 P1 (reg: 0x88, val: 0x1B)
10.3656   | 00004B34  | 53: YM2612 P1 (reg: 0x8C, val: 0x1B)
10.3656   | 00004B37  | 61: WAIT
10.3656   | 00004B3A  | 53: YM2612 P1 (reg: 0x40, val: 0x16)
10.3656   | 00004B3D  | 53: YM2612 P1 (reg: 0x44, val: 0x26)
10.3656   | 00004B40  | 61: WAIT
10.3656   | 00004B43  | 53: YM2612 P1 (reg: 0x48, val: 0x26)
10.3656   | 00004B46  | 53: YM2612 P1 (reg: 0x4C, val: 0x26)
10.3656   | 00004B49  | 61: WAIT
10.3657   | 00004B4C  | 52: YM2612 P0 (reg: 0x28, val: 0x04)
10.3657   | 00004B4F  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
10.3657   | 00004B52  | 61: WAIT
10.3657   | 00004B55  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
10.3657   | 00004B58  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.3657   | 00004B5B  | 61: WAIT
10.3657   | 00004B5E  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
10.3657   | 00004B61  | 53: YM2612 P1 (reg: 0x41, val: 0x2E)
10.3657   | 00004B64  | 61: WAIT
10.3657   | 00004B67  | 53: YM2612 P1 (reg: 0x45, val: 0x2E)
10.3657   | 00004B6A  | 53: YM2612 P1 (reg: 0x49, val: 0x2E)
10.3657   | 00004B6D  | 61: WAIT
10.3658   | 00004B70  | 53: YM2612 P1 (reg: 0x4D, val: 0x2E)
10.3658   | 00004B73  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
10.3658   | 00004B76  | 61: WAIT
10.3658   | 00004B79  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
10.3658   | 00004B7C  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.3658   | 00004B7F  | 61: WAIT
10.3658   | 00004B82  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
10.3658   | 00004B85  | 53: YM2612 P1 (reg: 0x42, val: 0x2E)
10.3658   | 00004B88  | 61: WAIT
10.3658   | 00004B8B  | 53: YM2612 P1 (reg: 0x46, val: 0x2E)
10.3658   | 00004B8E  | 53: YM2612 P1 (reg: 0x4A, val: 0x2E)
10.3658   | 00004B91  | 53: YM2612 P1 (reg: 0x4E, val: 0x2E)
10.3658   | 00004B94  | 61: WAIT
10.3898   | 00004B97  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3898   | 00004B9A  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.3898   | 00004B9D  | 61: WAIT
10.4145   | 00004BA0  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4145   | 00004BA3  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4145   | 00004BA6  | 61: WAIT
10.4145   | 00004BA9  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.4145   | 00004BAC  | 52: YM2612 P0 (reg: 0xA0, val: 0x13)
10.4145   | 00004BAF  | 61: WAIT
10.4393   | 00004BB2  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4393   | 00004BB5  | 61: WAIT
10.4393   | 00004BB8  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4393   | 00004BBB  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.4393   | 00004BBE  | 61: WAIT
10.4393   | 00004BC1  | 52: YM2612 P0 (reg: 0xA0, val: 0x1B)
10.4393   | 00004BC4  | 61: WAIT
10.4641   | 00004BC7  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4641   | 00004BCA  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4641   | 00004BCD  | 61: WAIT
10.4641   | 00004BD0  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.4641   | 00004BD3  | 52: YM2612 P0 (reg: 0xA0, val: 0x23)
10.4641   | 00004BD6  | 61: WAIT
10.4888   | 00004BD9  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4888   | 00004BDC  | 61: WAIT
10.4888   | 00004BDF  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.4888   | 00004BE2  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.4888   | 00004BE5  | 61: WAIT
10.4889   | 00004BE8  | 52: YM2612 P0 (reg: 0xA0, val: 0x2B)
10.4889   | 00004BEB  | 61: WAIT
10.5136   | 00004BEE  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5136   | 00004BF1  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5136   | 00004BF4  | 61: WAIT
10.5136   | 00004BF7  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.5136   | 00004BFA  | 52: YM2612 P0 (reg: 0xA0, val: 0x33)
10.5136   | 00004BFD  | 61: WAIT
10.5137   | 00004C00  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.5137   | 00004C03  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.5137   | 00004C06  | 61: WAIT
10.5137   | 00004C09  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.5137   | 00004C0C  | 61: WAIT
10.5384   | 00004C0F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5384   | 00004C12  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5384   | 00004C15  | 61: WAIT
10.5384   | 00004C18  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.5384   | 00004C1B  | 52: YM2612 P0 (reg: 0xA0, val: 0x3B)
10.5384   | 00004C1E  | 61: WAIT
10.5632   | 00004C21  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5632   | 00004C24  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5632   | 00004C27  | 61: WAIT
10.5632   | 00004C2A  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.5632   | 00004C2D  | 52: YM2612 P0 (reg: 0xA0, val: 0x43)
10.5632   | 00004C30  | 61: WAIT
10.5632   | 00004C33  | 52: YM2612 P0 (reg: 0xB1, val: 0x3B)
10.5632   | 00004C36  | 52: YM2612 P0 (reg: 0x31, val: 0x09)
10.5632   | 00004C39  | 61: WAIT
10.5632   | 00004C3C  | 52: YM2612 P0 (reg: 0x35, val: 0x09)
10.5632   | 00004C3F  | 52: YM2612 P0 (reg: 0x39, val: 0x00)
10.5632   | 00004C42  | 61: WAIT
10.5633   | 00004C45  | 52: YM2612 P0 (reg: 0x3D, val: 0x03)
10.5633   | 00004C48  | 52: YM2612 P0 (reg: 0x51, val: 0x1F)
10.5633   | 00004C4B  | 61: WAIT
