--- Parsing VGM: console_player/music/ws_vgm_ff1/25_Fanfare.vgm ---
VGM Version: 0x171
Data Start Offset: 0xE0

Offset(h) | Command
0000176C  | BC: WonderSwan (reg: 0x09, val: 0x4A)
0000176F  | 75: WAIT n+1 (val: 6)
00001770  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001773  | 71: WAIT n+1 (val: 2)
00001774  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001777  | 61: WAIT (val: 571)
0000177A  | BC: WonderSwan (reg: 0x08, val: 0x94)
0000177D  | 73: WAIT n+1 (val: 4)
0000177E  | BC: WonderSwan (reg: 0x09, val: 0x49)
00001781  | 74: WAIT n+1 (val: 5)
00001782  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00001785  | 71: WAIT n+1 (val: 2)
00001786  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001789  | 61: WAIT (val: 573)
0000178C  | BC: WonderSwan (reg: 0x08, val: 0x94)
0000178F  | 74: WAIT n+1 (val: 5)
00001790  | BC: WonderSwan (reg: 0x09, val: 0x49)
00001793  | 75: WAIT n+1 (val: 6)
00001794  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00001797  | 71: WAIT n+1 (val: 2)
00001798  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000179B  | 61: WAIT (val: 571)
0000179E  | BC: WonderSwan (reg: 0x08, val: 0x94)
000017A1  | 74: WAIT n+1 (val: 5)
000017A2  | BC: WonderSwan (reg: 0x09, val: 0x49)
000017A5  | 74: WAIT n+1 (val: 5)
000017A6  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000017A9  | 71: WAIT n+1 (val: 2)
000017AA  | BC: WonderSwan (reg: 0x10, val: 0x47)
000017AD  | 61: WAIT (val: 573)
000017B0  | BC: WonderSwan (reg: 0x08, val: 0x94)
000017B3  | 74: WAIT n+1 (val: 5)
000017B4  | BC: WonderSwan (reg: 0x09, val: 0x49)
000017B7  | 75: WAIT n+1 (val: 6)
000017B8  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000017BB  | 71: WAIT n+1 (val: 2)
000017BC  | BC: WonderSwan (reg: 0x10, val: 0x47)
000017BF  | 61: WAIT (val: 571)
000017C2  | BC: WonderSwan (reg: 0x08, val: 0x94)
000017C5  | 74: WAIT n+1 (val: 5)
000017C6  | BC: WonderSwan (reg: 0x09, val: 0x49)
000017C9  | 74: WAIT n+1 (val: 5)
000017CA  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000017CD  | 70: WAIT n+1 (val: 1)
000017CE  | BC: WonderSwan (reg: 0x10, val: 0x47)
000017D1  | 61: WAIT (val: 573)
000017D4  | BC: WonderSwan (reg: 0x08, val: 0x94)
000017D7  | 75: WAIT n+1 (val: 6)
000017D8  | BC: WonderSwan (reg: 0x09, val: 0x49)
000017DB  | 74: WAIT n+1 (val: 5)
000017DC  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000017DF  | 72: WAIT n+1 (val: 3)
000017E0  | BC: WonderSwan (reg: 0x10, val: 0x47)
000017E3  | 61: WAIT (val: 571)
000017E6  | BC: WonderSwan (reg: 0x08, val: 0x94)
000017E9  | 73: WAIT n+1 (val: 4)
000017EA  | BC: WonderSwan (reg: 0x09, val: 0x49)
000017ED  | 74: WAIT n+1 (val: 5)
000017EE  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000017F1  | 71: WAIT n+1 (val: 2)
000017F2  | BC: WonderSwan (reg: 0x10, val: 0x47)
000017F5  | 61: WAIT (val: 573)
000017F8  | BC: WonderSwan (reg: 0x08, val: 0x84)
000017FB  | 74: WAIT n+1 (val: 5)
000017FC  | BC: WonderSwan (reg: 0x09, val: 0x49)
000017FF  | 75: WAIT n+1 (val: 6)
00001800  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00001803  | 71: WAIT n+1 (val: 2)
00001804  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001807  | 61: WAIT (val: 571)
0000180A  | BC: WonderSwan (reg: 0x08, val: 0x84)
0000180D  | 74: WAIT n+1 (val: 5)
0000180E  | BC: WonderSwan (reg: 0x09, val: 0x48)
00001811  | 75: WAIT n+1 (val: 6)
00001812  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001815  | 71: WAIT n+1 (val: 2)
00001816  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001819  | 61: WAIT (val: 571)
0000181C  | BC: WonderSwan (reg: 0x08, val: 0x84)
0000181F  | 74: WAIT n+1 (val: 5)
00001820  | BC: WonderSwan (reg: 0x09, val: 0x48)
00001823  | 74: WAIT n+1 (val: 5)
00001824  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001827  | 71: WAIT n+1 (val: 2)
00001828  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000182B  | 61: WAIT (val: 573)
0000182E  | BC: WonderSwan (reg: 0x08, val: 0x74)
00001831  | 74: WAIT n+1 (val: 5)
00001832  | BC: WonderSwan (reg: 0x09, val: 0x48)
00001835  | 75: WAIT n+1 (val: 6)
00001836  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001839  | 71: WAIT n+1 (val: 2)
0000183A  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000183D  | 61: WAIT (val: 571)
00001840  | BC: WonderSwan (reg: 0x08, val: 0x74)
00001843  | 74: WAIT n+1 (val: 5)
00001844  | BC: WonderSwan (reg: 0x09, val: 0x48)
00001847  | 74: WAIT n+1 (val: 5)
00001848  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000184B  | 70: WAIT n+1 (val: 1)
0000184C  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000184F  | 61: WAIT (val: 573)
00001852  | BC: WonderSwan (reg: 0x08, val: 0x74)
00001855  | 75: WAIT n+1 (val: 6)
00001856  | BC: WonderSwan (reg: 0x09, val: 0x47)
00001859  | 74: WAIT n+1 (val: 5)
0000185A  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000185D  | 72: WAIT n+1 (val: 3)
0000185E  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001861  | 61: WAIT (val: 571)
00001864  | BC: WonderSwan (reg: 0x08, val: 0x74)
00001867  | 74: WAIT n+1 (val: 5)
00001868  | BC: WonderSwan (reg: 0x09, val: 0x47)
0000186B  | 74: WAIT n+1 (val: 5)
0000186C  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000186F  | 70: WAIT n+1 (val: 1)
00001870  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001873  | 61: WAIT (val: 573)
00001876  | BC: WonderSwan (reg: 0x08, val: 0x74)
00001879  | 74: WAIT n+1 (val: 5)
0000187A  | BC: WonderSwan (reg: 0x09, val: 0x47)
0000187D  | 75: WAIT n+1 (val: 6)
0000187E  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001881  | 71: WAIT n+1 (val: 2)
00001882  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001885  | 61: WAIT (val: 571)
00001888  | BC: WonderSwan (reg: 0x08, val: 0x74)
0000188B  | 74: WAIT n+1 (val: 5)
0000188C  | BC: WonderSwan (reg: 0x09, val: 0x47)
0000188F  | 74: WAIT n+1 (val: 5)
00001890  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001893  | 71: WAIT n+1 (val: 2)
00001894  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001897  | 61: WAIT (val: 573)
0000189A  | BC: WonderSwan (reg: 0x08, val: 0x74)
0000189D  | 74: WAIT n+1 (val: 5)
0000189E  | BC: WonderSwan (reg: 0x09, val: 0x47)
000018A1  | 74: WAIT n+1 (val: 5)
000018A2  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000018A5  | 72: WAIT n+1 (val: 3)
000018A6  | BC: WonderSwan (reg: 0x10, val: 0x47)
000018A9  | 61: WAIT (val: 571)
000018AC  | BC: WonderSwan (reg: 0x08, val: 0x64)
000018AF  | 74: WAIT n+1 (val: 5)
000018B0  | BC: WonderSwan (reg: 0x09, val: 0x47)
000018B3  | 74: WAIT n+1 (val: 5)
000018B4  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000018B7  | 70: WAIT n+1 (val: 1)
000018B8  | BC: WonderSwan (reg: 0x10, val: 0x47)
000018BB  | 61: WAIT (val: 573)
000018BE  | BC: WonderSwan (reg: 0x08, val: 0x64)
000018C1  | 75: WAIT n+1 (val: 6)
000018C2  | BC: WonderSwan (reg: 0x09, val: 0x47)
000018C5  | 74: WAIT n+1 (val: 5)
000018C6  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000018C9  | 71: WAIT n+1 (val: 2)
000018CA  | BC: WonderSwan (reg: 0x10, val: 0x47)
000018CD  | 61: WAIT (val: 572)
000018D0  | BC: WonderSwan (reg: 0x08, val: 0x64)
000018D3  | 73: WAIT n+1 (val: 4)
000018D4  | BC: WonderSwan (reg: 0x09, val: 0x47)
000018D7  | 74: WAIT n+1 (val: 5)
000018D8  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000018DB  | 71: WAIT n+1 (val: 2)
000018DC  | BC: WonderSwan (reg: 0x10, val: 0x47)
000018DF  | 61: WAIT (val: 573)
000018E2  | BC: WonderSwan (reg: 0x08, val: 0x64)
000018E5  | 74: WAIT n+1 (val: 5)
000018E6  | BC: WonderSwan (reg: 0x09, val: 0x46)
000018E9  | 75: WAIT n+1 (val: 6)
000018EA  | BC: WonderSwan (reg: 0x0A, val: 0x55)
000018ED  | 71: WAIT n+1 (val: 2)
000018EE  | BC: WonderSwan (reg: 0x10, val: 0x47)
000018F1  | 61: WAIT (val: 571)
000018F4  | BC: WonderSwan (reg: 0x08, val: 0x54)
000018F7  | 74: WAIT n+1 (val: 5)
000018F8  | BC: WonderSwan (reg: 0x09, val: 0x46)
000018FB  | 74: WAIT n+1 (val: 5)
000018FC  | BC: WonderSwan (reg: 0x0A, val: 0x55)
000018FF  | 70: WAIT n+1 (val: 1)
00001900  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001903  | 61: WAIT (val: 573)
00001906  | BC: WonderSwan (reg: 0x08, val: 0x54)
00001909  | 75: WAIT n+1 (val: 6)
0000190A  | BC: WonderSwan (reg: 0x09, val: 0x46)
0000190D  | 74: WAIT n+1 (val: 5)
0000190E  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00001911  | 72: WAIT n+1 (val: 3)
00001912  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001915  | 61: WAIT (val: 568)
00001918  | BC: WonderSwan (reg: 0x00, val: 0xB2)
0000191B  | BC: WonderSwan (reg: 0x01, val: 0x07)
0000191E  | 72: WAIT n+1 (val: 3)
0000191F  | BC: WonderSwan (reg: 0x08, val: 0x54)
00001922  | 74: WAIT n+1 (val: 5)
00001923  | BC: WonderSwan (reg: 0x09, val: 0x46)
00001926  | 74: WAIT n+1 (val: 5)
00001927  | BC: WonderSwan (reg: 0x0A, val: 0x55)
0000192A  | 70: WAIT n+1 (val: 1)
0000192B  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000192E  | 61: WAIT (val: 571)
00001931  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001934  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001937  | 72: WAIT n+1 (val: 3)
00001938  | BC: WonderSwan (reg: 0x08, val: 0x54)
0000193B  | 74: WAIT n+1 (val: 5)
0000193C  | BC: WonderSwan (reg: 0x09, val: 0x45)
0000193F  | 74: WAIT n+1 (val: 5)
00001940  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00001943  | 72: WAIT n+1 (val: 3)
00001944  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001947  | 61: WAIT (val: 568)
0000194A  | BC: WonderSwan (reg: 0x00, val: 0xB3)
0000194D  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001950  | 72: WAIT n+1 (val: 3)
00001951  | BC: WonderSwan (reg: 0x08, val: 0x54)
00001954  | 74: WAIT n+1 (val: 5)
00001955  | BC: WonderSwan (reg: 0x09, val: 0x45)
00001958  | 75: WAIT n+1 (val: 6)
00001959  | BC: WonderSwan (reg: 0x0A, val: 0x55)
0000195C  | 71: WAIT n+1 (val: 2)
0000195D  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001960  | 61: WAIT (val: 568)
00001963  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001966  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001969  | 72: WAIT n+1 (val: 3)
0000196A  | BC: WonderSwan (reg: 0x08, val: 0x54)
0000196D  | 74: WAIT n+1 (val: 5)
0000196E  | BC: WonderSwan (reg: 0x09, val: 0x45)
00001971  | 74: WAIT n+1 (val: 5)
00001972  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00001975  | 70: WAIT n+1 (val: 1)
00001976  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001979  | 61: WAIT (val: 571)
0000197C  | BC: WonderSwan (reg: 0x00, val: 0xB4)
0000197F  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001982  | 72: WAIT n+1 (val: 3)
00001983  | BC: WonderSwan (reg: 0x08, val: 0x54)
00001986  | 74: WAIT n+1 (val: 5)
00001987  | BC: WonderSwan (reg: 0x09, val: 0x45)
0000198A  | 74: WAIT n+1 (val: 5)
0000198B  | BC: WonderSwan (reg: 0x0A, val: 0x55)
0000198E  | 72: WAIT n+1 (val: 3)
0000198F  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001992  | 61: WAIT (val: 568)
00001995  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001998  | BC: WonderSwan (reg: 0x01, val: 0x07)
0000199B  | 72: WAIT n+1 (val: 3)
0000199C  | BC: WonderSwan (reg: 0x08, val: 0x44)
0000199F  | 74: WAIT n+1 (val: 5)
000019A0  | BC: WonderSwan (reg: 0x09, val: 0x45)
000019A3  | 74: WAIT n+1 (val: 5)
000019A4  | BC: WonderSwan (reg: 0x0A, val: 0x44)
000019A7  | 70: WAIT n+1 (val: 1)
000019A8  | BC: WonderSwan (reg: 0x10, val: 0x47)
000019AB  | 61: WAIT (val: 570)
000019AE  | BC: WonderSwan (reg: 0x00, val: 0xB3)
000019B1  | BC: WonderSwan (reg: 0x01, val: 0x07)
000019B4  | 72: WAIT n+1 (val: 3)
000019B5  | BC: WonderSwan (reg: 0x08, val: 0x44)
000019B8  | 75: WAIT n+1 (val: 6)
000019B9  | BC: WonderSwan (reg: 0x09, val: 0x45)
000019BC  | 74: WAIT n+1 (val: 5)
000019BD  | BC: WonderSwan (reg: 0x0A, val: 0x44)
000019C0  | 72: WAIT n+1 (val: 3)
000019C1  | BC: WonderSwan (reg: 0x10, val: 0x47)
000019C4  | 61: WAIT (val: 568)
000019C7  | BC: WonderSwan (reg: 0x00, val: 0xB2)
000019CA  | BC: WonderSwan (reg: 0x01, val: 0x07)
000019CD  | 71: WAIT n+1 (val: 2)
000019CE  | BC: WonderSwan (reg: 0x08, val: 0x44)
000019D1  | 74: WAIT n+1 (val: 5)
000019D2  | BC: WonderSwan (reg: 0x09, val: 0x45)
000019D5  | 74: WAIT n+1 (val: 5)
000019D6  | BC: WonderSwan (reg: 0x0A, val: 0x44)
000019D9  | 71: WAIT n+1 (val: 2)
000019DA  | BC: WonderSwan (reg: 0x10, val: 0x47)
000019DD  | 61: WAIT (val: 570)
000019E0  | BC: WonderSwan (reg: 0x00, val: 0xB2)
000019E3  | BC: WonderSwan (reg: 0x01, val: 0x07)
000019E6  | 72: WAIT n+1 (val: 3)
000019E7  | BC: WonderSwan (reg: 0x08, val: 0x33)
000019EA  | 74: WAIT n+1 (val: 5)
000019EB  | BC: WonderSwan (reg: 0x09, val: 0x45)
000019EE  | 75: WAIT n+1 (val: 6)
000019EF  | BC: WonderSwan (reg: 0x0A, val: 0x44)
000019F2  | 71: WAIT n+1 (val: 2)
000019F3  | BC: WonderSwan (reg: 0x10, val: 0x47)
000019F6  | 61: WAIT (val: 568)
000019F9  | BC: WonderSwan (reg: 0x00, val: 0xB3)
000019FC  | BC: WonderSwan (reg: 0x01, val: 0x07)
000019FF  | 72: WAIT n+1 (val: 3)
00001A00  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001A03  | 74: WAIT n+1 (val: 5)
00001A04  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001A07  | 74: WAIT n+1 (val: 5)
00001A08  | BC: WonderSwan (reg: 0x0A, val: 0x44)
00001A0B  | 70: WAIT n+1 (val: 1)
00001A0C  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001A0F  | 61: WAIT (val: 571)
00001A12  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001A15  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001A18  | 72: WAIT n+1 (val: 3)
00001A19  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001A1C  | 74: WAIT n+1 (val: 5)
00001A1D  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001A20  | 74: WAIT n+1 (val: 5)
00001A21  | BC: WonderSwan (reg: 0x0A, val: 0x44)
00001A24  | 72: WAIT n+1 (val: 3)
00001A25  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001A28  | 61: WAIT (val: 568)
00001A2B  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001A2E  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001A31  | 72: WAIT n+1 (val: 3)
00001A32  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001A35  | 74: WAIT n+1 (val: 5)
00001A36  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001A39  | 73: WAIT n+1 (val: 4)
00001A3A  | BC: WonderSwan (reg: 0x0A, val: 0x44)
00001A3D  | 71: WAIT n+1 (val: 2)
00001A3E  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001A41  | 61: WAIT (val: 570)
00001A44  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001A47  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001A4A  | 72: WAIT n+1 (val: 3)
00001A4B  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001A4E  | 74: WAIT n+1 (val: 5)
00001A4F  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001A52  | 75: WAIT n+1 (val: 6)
00001A53  | BC: WonderSwan (reg: 0x0A, val: 0x44)
00001A56  | 71: WAIT n+1 (val: 2)
00001A57  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001A5A  | 61: WAIT (val: 568)
00001A5D  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001A60  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001A63  | 72: WAIT n+1 (val: 3)
00001A64  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001A67  | 74: WAIT n+1 (val: 5)
00001A68  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001A6B  | 74: WAIT n+1 (val: 5)
00001A6C  | BC: WonderSwan (reg: 0x0A, val: 0x33)
00001A6F  | 71: WAIT n+1 (val: 2)
00001A70  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001A73  | 61: WAIT (val: 570)
00001A76  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001A79  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001A7C  | 72: WAIT n+1 (val: 3)
00001A7D  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001A80  | 74: WAIT n+1 (val: 5)
00001A81  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001A84  | 75: WAIT n+1 (val: 6)
00001A85  | BC: WonderSwan (reg: 0x0A, val: 0x33)
00001A88  | 71: WAIT n+1 (val: 2)
00001A89  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001A8C  | 61: WAIT (val: 568)
00001A8F  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00001A92  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001A95  | 72: WAIT n+1 (val: 3)
00001A96  | BC: WonderSwan (reg: 0x08, val: 0x22)
00001A99  | 74: WAIT n+1 (val: 5)
00001A9A  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001A9D  | 74: WAIT n+1 (val: 5)
00001A9E  | BC: WonderSwan (reg: 0x0A, val: 0x33)
00001AA1  | 70: WAIT n+1 (val: 1)
00001AA2  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001AA5  | 61: WAIT (val: 570)
00001AA8  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00001AAB  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001AAE  | 72: WAIT n+1 (val: 3)
00001AAF  | BC: WonderSwan (reg: 0x08, val: 0x22)
00001AB2  | 75: WAIT n+1 (val: 6)
00001AB3  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001AB6  | 75: WAIT n+1 (val: 6)
00001AB7  | BC: WonderSwan (reg: 0x0A, val: 0x33)
00001ABA  | 71: WAIT n+1 (val: 2)
00001ABB  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001ABE  | 61: WAIT (val: 568)
00001AC1  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001AC4  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001AC7  | 72: WAIT n+1 (val: 3)
00001AC8  | BC: WonderSwan (reg: 0x08, val: 0x22)
00001ACB  | 74: WAIT n+1 (val: 5)
00001ACC  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001ACF  | 73: WAIT n+1 (val: 4)
00001AD0  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001AD3  | 71: WAIT n+1 (val: 2)
00001AD4  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001AD7  | 61: WAIT (val: 570)
00001ADA  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001ADD  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001AE0  | 72: WAIT n+1 (val: 3)
00001AE1  | BC: WonderSwan (reg: 0x08, val: 0x22)
00001AE4  | 74: WAIT n+1 (val: 5)
00001AE5  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001AE8  | 75: WAIT n+1 (val: 6)
00001AE9  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001AEC  | 71: WAIT n+1 (val: 2)
00001AED  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001AF0  | 61: WAIT (val: 568)
00001AF3  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001AF6  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001AF9  | 72: WAIT n+1 (val: 3)
00001AFA  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001AFD  | 74: WAIT n+1 (val: 5)
00001AFE  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001B01  | 74: WAIT n+1 (val: 5)
00001B02  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001B05  | 70: WAIT n+1 (val: 1)
00001B06  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B09  | 61: WAIT (val: 571)
00001B0C  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001B0F  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001B12  | 72: WAIT n+1 (val: 3)
00001B13  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001B16  | 74: WAIT n+1 (val: 5)
00001B17  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001B1A  | 74: WAIT n+1 (val: 5)
00001B1B  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001B1E  | 72: WAIT n+1 (val: 3)
00001B1F  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B22  | 61: WAIT (val: 568)
00001B25  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001B28  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001B2B  | 72: WAIT n+1 (val: 3)
00001B2C  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001B2F  | 74: WAIT n+1 (val: 5)
00001B30  | BC: WonderSwan (reg: 0x09, val: 0x22)
00001B33  | 75: WAIT n+1 (val: 6)
00001B34  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001B37  | 71: WAIT n+1 (val: 2)
00001B38  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B3B  | 61: WAIT (val: 568)
00001B3E  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001B41  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001B44  | 72: WAIT n+1 (val: 3)
00001B45  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001B48  | 74: WAIT n+1 (val: 5)
00001B49  | BC: WonderSwan (reg: 0x09, val: 0x22)
00001B4C  | 74: WAIT n+1 (val: 5)
00001B4D  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001B50  | 71: WAIT n+1 (val: 2)
00001B51  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B54  | 61: WAIT (val: 570)
00001B57  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00001B5A  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001B5D  | 72: WAIT n+1 (val: 3)
00001B5E  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001B61  | 74: WAIT n+1 (val: 5)
00001B62  | BC: WonderSwan (reg: 0x09, val: 0x22)
00001B65  | 75: WAIT n+1 (val: 6)
00001B66  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001B69  | 71: WAIT n+1 (val: 2)
00001B6A  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B6D  | 61: WAIT (val: 568)
00001B70  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00001B73  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001B76  | 72: WAIT n+1 (val: 3)
00001B77  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001B7A  | 74: WAIT n+1 (val: 5)
00001B7B  | BC: WonderSwan (reg: 0x09, val: 0x22)
00001B7E  | 74: WAIT n+1 (val: 5)
00001B7F  | BC: WonderSwan (reg: 0x0A, val: 0x22)
00001B82  | 70: WAIT n+1 (val: 1)
00001B83  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B86  | 61: WAIT (val: 570)
00001B89  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001B8C  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001B8F  | 72: WAIT n+1 (val: 3)
00001B90  | BC: WonderSwan (reg: 0x08, val: 0x11)
00001B93  | 75: WAIT n+1 (val: 6)
00001B94  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001B97  | 74: WAIT n+1 (val: 5)
00001B98  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001B9B  | 71: WAIT n+1 (val: 2)
00001B9C  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001B9F  | 61: WAIT (val: 569)
00001BA2  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001BA5  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001BA8  | 72: WAIT n+1 (val: 3)
00001BA9  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001BAC  | 73: WAIT n+1 (val: 4)
00001BAD  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001BB0  | 74: WAIT n+1 (val: 5)
00001BB1  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001BB4  | 71: WAIT n+1 (val: 2)
00001BB5  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001BB8  | 61: WAIT (val: 570)
00001BBB  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001BBE  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001BC1  | 72: WAIT n+1 (val: 3)
00001BC2  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001BC5  | 74: WAIT n+1 (val: 5)
00001BC6  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001BC9  | 75: WAIT n+1 (val: 6)
00001BCA  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001BCD  | 71: WAIT n+1 (val: 2)
00001BCE  | BC: WonderSwan (reg: 0x10, val: 0x47)
