--- Parsing VGM: console_player/cache/03_Scenario_Intro.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
10.8606   | 00004A89  | 54: YM2151 (reg: 0x7A, val: 0x1C)
10.8606   | 00004A8C  | 61: WAIT
10.8606   | 00004A8F  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.8606   | 00004A92  | 54: YM2151 (reg: 0x34, val: 0x28)
10.8606   | 00004A95  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.8606   | 00004A98  | 54: YM2151 (reg: 0x34, val: 0x50)
10.8606   | 00004A9B  | 61: WAIT
10.8606   | 00004A9E  | 54: YM2151 (reg: 0x2D, val: 0x31)
10.8606   | 00004AA1  | 54: YM2151 (reg: 0x35, val: 0x08)
10.8606   | 00004AA4  | 54: YM2151 (reg: 0x2D, val: 0x31)
10.8606   | 00004AA7  | 54: YM2151 (reg: 0x35, val: 0x08)
10.8606   | 00004AAA  | 61: WAIT
10.8606   | 00004AAD  | 54: YM2151 (reg: 0x08, val: 0x05)
10.8606   | 00004AB0  | 54: YM2151 (reg: 0x08, val: 0x7D)
10.8606   | 00004AB3  | 61: WAIT
10.8607   | 00004AB6  | 54: YM2151 (reg: 0x65, val: 0x7F)
10.8607   | 00004AB9  | 54: YM2151 (reg: 0x6D, val: 0x7F)
10.8607   | 00004ABC  | 61: WAIT
10.8607   | 00004ABF  | 54: YM2151 (reg: 0x75, val: 0x7F)
10.8607   | 00004AC2  | 54: YM2151 (reg: 0x7D, val: 0x7F)
10.8607   | 00004AC5  | 61: WAIT
10.8607   | 00004AC8  | 54: YM2151 (reg: 0x2E, val: 0x2A)
10.8607   | 00004ACB  | 54: YM2151 (reg: 0x36, val: 0x0C)
10.8607   | 00004ACE  | 61: WAIT
10.8607   | 00004AD1  | 54: YM2151 (reg: 0x08, val: 0x06)
10.8607   | 00004AD4  | 54: YM2151 (reg: 0x08, val: 0x7E)
10.8607   | 00004AD7  | 61: WAIT
10.8607   | 00004ADA  | 54: YM2151 (reg: 0x66, val: 0x7F)
10.8607   | 00004ADD  | 54: YM2151 (reg: 0x6E, val: 0x7F)
10.8607   | 00004AE0  | 61: WAIT
10.8608   | 00004AE3  | 54: YM2151 (reg: 0x76, val: 0x7F)
10.8608   | 00004AE6  | 54: YM2151 (reg: 0x7E, val: 0x7F)
10.8608   | 00004AE9  | 61: WAIT
10.8852   | 00004AEC  | 61: WAIT
10.8852   | 00004AEF  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.8852   | 00004AF2  | 54: YM2151 (reg: 0x34, val: 0x50)
10.8852   | 00004AF5  | 61: WAIT
10.8853   | 00004AF8  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.8853   | 00004AFB  | 54: YM2151 (reg: 0x34, val: 0x7C)
10.8853   | 00004AFE  | 61: WAIT
10.9100   | 00004B01  | 61: WAIT
10.9100   | 00004B04  | 54: YM2151 (reg: 0x08, val: 0x00)
10.9100   | 00004B07  | 61: WAIT
10.9100   | 00004B0A  | 54: YM2151 (reg: 0x08, val: 0x01)
10.9100   | 00004B0D  | 54: YM2151 (reg: 0x08, val: 0x02)
10.9100   | 00004B10  | 61: WAIT
10.9101   | 00004B13  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.9101   | 00004B16  | 54: YM2151 (reg: 0x34, val: 0x7C)
10.9101   | 00004B19  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.9101   | 00004B1C  | 54: YM2151 (reg: 0x34, val: 0xA4)
10.9101   | 00004B1F  | 61: WAIT
10.9101   | 00004B22  | 54: YM2151 (reg: 0x08, val: 0x05)
10.9101   | 00004B25  | 54: YM2151 (reg: 0x08, val: 0x06)
10.9101   | 00004B28  | 61: WAIT
10.9348   | 00004B2B  | 61: WAIT
10.9348   | 00004B2E  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.9348   | 00004B31  | 54: YM2151 (reg: 0x34, val: 0xA4)
10.9348   | 00004B34  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.9348   | 00004B37  | 54: YM2151 (reg: 0x34, val: 0xD0)
10.9348   | 00004B3A  | 61: WAIT
10.9595   | 00004B3D  | 61: WAIT
10.9595   | 00004B40  | 54: YM2151 (reg: 0x28, val: 0x4C)
10.9595   | 00004B43  | 54: YM2151 (reg: 0x30, val: 0x18)
10.9595   | 00004B46  | 61: WAIT
10.9596   | 00004B49  | 54: YM2151 (reg: 0x28, val: 0x48)
10.9596   | 00004B4C  | 54: YM2151 (reg: 0x30, val: 0x18)
10.9596   | 00004B4F  | 54: YM2151 (reg: 0x08, val: 0x00)
10.9596   | 00004B52  | 61: WAIT
10.9596   | 00004B55  | 54: YM2151 (reg: 0x08, val: 0x78)
10.9596   | 00004B58  | 54: YM2151 (reg: 0x68, val: 0x22)
10.9596   | 00004B5B  | 61: WAIT
10.9596   | 00004B5E  | 54: YM2151 (reg: 0x70, val: 0x22)
10.9596   | 00004B61  | 54: YM2151 (reg: 0x78, val: 0x22)
10.9596   | 00004B64  | 61: WAIT
10.9596   | 00004B67  | 54: YM2151 (reg: 0x08, val: 0x01)
10.9596   | 00004B6A  | 61: WAIT
10.9597   | 00004B6D  | 54: YM2151 (reg: 0x2A, val: 0x24)
10.9597   | 00004B70  | 54: YM2151 (reg: 0x32, val: 0x0C)
10.9597   | 00004B73  | 54: YM2151 (reg: 0x08, val: 0x02)
10.9597   | 00004B76  | 61: WAIT
10.9597   | 00004B79  | 54: YM2151 (reg: 0x08, val: 0x7A)
10.9597   | 00004B7C  | 54: YM2151 (reg: 0x7A, val: 0x1C)
10.9597   | 00004B7F  | 61: WAIT
10.9597   | 00004B82  | 54: YM2151 (reg: 0x6C, val: 0x2C)
10.9597   | 00004B85  | 54: YM2151 (reg: 0x74, val: 0x2C)
10.9597   | 00004B88  | 61: WAIT
10.9597   | 00004B8B  | 54: YM2151 (reg: 0x7C, val: 0x2C)
10.9597   | 00004B8E  | 54: YM2151 (reg: 0x2C, val: 0x42)
10.9597   | 00004B91  | 54: YM2151 (reg: 0x34, val: 0xD0)
10.9597   | 00004B94  | 61: WAIT
10.9598   | 00004B97  | 54: YM2151 (reg: 0x2C, val: 0x44)
10.9598   | 00004B9A  | 54: YM2151 (reg: 0x34, val: 0x20)
10.9598   | 00004B9D  | 54: YM2151 (reg: 0x08, val: 0x05)
10.9598   | 00004BA0  | 61: WAIT
10.9598   | 00004BA3  | 54: YM2151 (reg: 0x08, val: 0x06)
10.9598   | 00004BA6  | 61: WAIT
10.9843   | 00004BA9  | 61: WAIT
11.0091   | 00004BAC  | 61: WAIT
11.0091   | 00004BAF  | 61: WAIT
11.0339   | 00004BB2  | 61: WAIT
11.0586   | 00004BB5  | 61: WAIT
11.0834   | 00004BB8  | 61: WAIT
11.0834   | 00004BBB  | 61: WAIT
11.1082   | 00004BBE  | 61: WAIT
11.1082   | 00004BC1  | 54: YM2151 (reg: 0x08, val: 0x00)
11.1082   | 00004BC4  | 61: WAIT
11.1082   | 00004BC7  | 54: YM2151 (reg: 0x08, val: 0x04)
11.1082   | 00004BCA  | 61: WAIT
11.1329   | 00004BCD  | 61: WAIT
11.1577   | 00004BD0  | 61: WAIT
11.1577   | 00004BD3  | 54: YM2151 (reg: 0x28, val: 0x41)
11.1577   | 00004BD6  | 54: YM2151 (reg: 0x30, val: 0x34)
11.1577   | 00004BD9  | 54: YM2151 (reg: 0x28, val: 0x44)
11.1577   | 00004BDC  | 54: YM2151 (reg: 0x30, val: 0x0C)
11.1577   | 00004BDF  | 61: WAIT
11.1578   | 00004BE2  | 54: YM2151 (reg: 0x08, val: 0x00)
11.1578   | 00004BE5  | 54: YM2151 (reg: 0x08, val: 0x78)
11.1578   | 00004BE8  | 61: WAIT
11.1578   | 00004BEB  | 54: YM2151 (reg: 0x68, val: 0x22)
11.1578   | 00004BEE  | 54: YM2151 (reg: 0x70, val: 0x22)
11.1578   | 00004BF1  | 61: WAIT
11.1578   | 00004BF4  | 54: YM2151 (reg: 0x78, val: 0x22)
11.1578   | 00004BF7  | 54: YM2151 (reg: 0x21, val: 0xED)
11.1578   | 00004BFA  | 61: WAIT
11.1578   | 00004BFD  | 54: YM2151 (reg: 0x41, val: 0x31)
11.1578   | 00004C00  | 54: YM2151 (reg: 0x49, val: 0x30)
11.1578   | 00004C03  | 61: WAIT
11.1578   | 00004C06  | 54: YM2151 (reg: 0x51, val: 0x30)
11.1578   | 00004C09  | 54: YM2151 (reg: 0x59, val: 0x70)
11.1578   | 00004C0C  | 54: YM2151 (reg: 0x81, val: 0x1F)
11.1578   | 00004C0F  | 61: WAIT
11.1579   | 00004C12  | 54: YM2151 (reg: 0x89, val: 0x1F)
11.1579   | 00004C15  | 54: YM2151 (reg: 0x91, val: 0x1F)
11.1579   | 00004C18  | 61: WAIT
11.1579   | 00004C1B  | 54: YM2151 (reg: 0x99, val: 0x1F)
11.1579   | 00004C1E  | 54: YM2151 (reg: 0xA1, val: 0x14)
11.1579   | 00004C21  | 61: WAIT
11.1579   | 00004C24  | 54: YM2151 (reg: 0xA9, val: 0x01)
11.1579   | 00004C27  | 54: YM2151 (reg: 0xB1, val: 0x01)
11.1579   | 00004C2A  | 61: WAIT
11.1579   | 00004C2D  | 54: YM2151 (reg: 0xB9, val: 0x01)
11.1579   | 00004C30  | 54: YM2151 (reg: 0xC1, val: 0x00)
11.1579   | 00004C33  | 54: YM2151 (reg: 0xC9, val: 0x0F)
11.1579   | 00004C36  | 61: WAIT
11.1580   | 00004C39  | 54: YM2151 (reg: 0xD1, val: 0x0F)
11.1580   | 00004C3C  | 54: YM2151 (reg: 0xD9, val: 0x0F)
11.1580   | 00004C3F  | 61: WAIT
11.1580   | 00004C42  | 54: YM2151 (reg: 0xE1, val: 0xFF)
11.1580   | 00004C45  | 54: YM2151 (reg: 0xE9, val: 0x0F)
11.1580   | 00004C48  | 61: WAIT
11.1580   | 00004C4B  | 54: YM2151 (reg: 0xF1, val: 0x0F)
11.1580   | 00004C4E  | 54: YM2151 (reg: 0xF9, val: 0x0F)
11.1580   | 00004C51  | 61: WAIT
11.1580   | 00004C54  | 54: YM2151 (reg: 0x61, val: 0x04)
11.1580   | 00004C57  | 54: YM2151 (reg: 0x69, val: 0x1A)
11.1580   | 00004C5A  | 61: WAIT
11.1580   | 00004C5D  | 54: YM2151 (reg: 0x71, val: 0x1A)
11.1580   | 00004C60  | 54: YM2151 (reg: 0x79, val: 0x1A)
11.1580   | 00004C63  | 61: WAIT
11.1581   | 00004C66  | 54: YM2151 (reg: 0x29, val: 0x0C)
11.1581   | 00004C69  | 54: YM2151 (reg: 0x31, val: 0x34)
11.1581   | 00004C6C  | 54: YM2151 (reg: 0x29, val: 0x09)
11.1581   | 00004C6F  | 54: YM2151 (reg: 0x31, val: 0x14)
11.1581   | 00004C72  | 61: WAIT
11.1581   | 00004C75  | 54: YM2151 (reg: 0x08, val: 0x01)
11.1581   | 00004C78  | 54: YM2151 (reg: 0x08, val: 0x79)
11.1581   | 00004C7B  | 61: WAIT
11.1581   | 00004C7E  | 54: YM2151 (reg: 0x69, val: 0x1E)
11.1581   | 00004C81  | 54: YM2151 (reg: 0x71, val: 0x1E)
11.1581   | 00004C84  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.1581   | 00004C87  | 61: WAIT
11.1581   | 00004C8A  | 54: YM2151 (reg: 0x7A, val: 0x1C)
11.1581   | 00004C8D  | 61: WAIT
11.1582   | 00004C90  | 54: YM2151 (reg: 0x2A, val: 0x26)
11.1582   | 00004C93  | 54: YM2151 (reg: 0x32, val: 0x14)
11.1582   | 00004C96  | 61: WAIT
11.1582   | 00004C99  | 54: YM2151 (reg: 0x2C, val: 0x44)
11.1582   | 00004C9C  | 54: YM2151 (reg: 0x34, val: 0x20)
11.1582   | 00004C9F  | 54: YM2151 (reg: 0x2C, val: 0x46)
11.1582   | 00004CA2  | 54: YM2151 (reg: 0x34, val: 0x24)
11.1582   | 00004CA5  | 61: WAIT
11.1582   | 00004CA8  | 54: YM2151 (reg: 0x08, val: 0x04)
11.1582   | 00004CAB  | 54: YM2151 (reg: 0x08, val: 0x7C)
11.1582   | 00004CAE  | 54: YM2151 (reg: 0x6C, val: 0x2C)
11.1582   | 00004CB1  | 61: WAIT
11.1582   | 00004CB4  | 54: YM2151 (reg: 0x74, val: 0x2C)
11.1582   | 00004CB7  | 54: YM2151 (reg: 0x7C, val: 0x2C)
11.1582   | 00004CBA  | 61: WAIT
11.1825   | 00004CBD  | 61: WAIT
11.2072   | 00004CC0  | 61: WAIT
11.2073   | 00004CC3  | 54: YM2151 (reg: 0x08, val: 0x01)
11.2073   | 00004CC6  | 61: WAIT
11.2073   | 00004CC9  | 54: YM2151 (reg: 0x08, val: 0x02)
11.2073   | 00004CCC  | 54: YM2151 (reg: 0x08, val: 0x04)
11.2073   | 00004CCF  | 61: WAIT
11.2321   | 00004CD2  | 61: WAIT
11.2568   | 00004CD5  | 61: WAIT
11.2568   | 00004CD8  | 54: YM2151 (reg: 0x68, val: 0x22)
11.2568   | 00004CDB  | 54: YM2151 (reg: 0x70, val: 0x22)
11.2568   | 00004CDE  | 61: WAIT
11.2568   | 00004CE1  | 54: YM2151 (reg: 0x78, val: 0x22)
11.2568   | 00004CE4  | 54: YM2151 (reg: 0x28, val: 0x44)
11.2568   | 00004CE7  | 54: YM2151 (reg: 0x30, val: 0x0C)
11.2568   | 00004CEA  | 61: WAIT
11.2569   | 00004CED  | 54: YM2151 (reg: 0x28, val: 0x44)
11.2569   | 00004CF0  | 54: YM2151 (reg: 0x30, val: 0x0C)
11.2569   | 00004CF3  | 54: YM2151 (reg: 0x21, val: 0xED)
11.2569   | 00004CF6  | 61: WAIT
11.2569   | 00004CF9  | 54: YM2151 (reg: 0x41, val: 0x31)
11.2569   | 00004CFC  | 54: YM2151 (reg: 0x49, val: 0x30)
11.2569   | 00004CFF  | 61: WAIT
11.2569   | 00004D02  | 54: YM2151 (reg: 0x51, val: 0x30)
11.2569   | 00004D05  | 54: YM2151 (reg: 0x59, val: 0x70)
11.2569   | 00004D08  | 54: YM2151 (reg: 0x81, val: 0x1F)
11.2569   | 00004D0B  | 61: WAIT
11.2569   | 00004D0E  | 54: YM2151 (reg: 0x89, val: 0x1F)
11.2569   | 00004D11  | 54: YM2151 (reg: 0x91, val: 0x1F)
11.2569   | 00004D14  | 61: WAIT
11.2570   | 00004D17  | 54: YM2151 (reg: 0x99, val: 0x1F)
11.2570   | 00004D1A  | 54: YM2151 (reg: 0xA1, val: 0x14)
11.2570   | 00004D1D  | 61: WAIT
11.2570   | 00004D20  | 54: YM2151 (reg: 0xA9, val: 0x01)
11.2570   | 00004D23  | 54: YM2151 (reg: 0xB1, val: 0x01)
11.2570   | 00004D26  | 61: WAIT
11.2570   | 00004D29  | 54: YM2151 (reg: 0xB9, val: 0x01)
11.2570   | 00004D2C  | 54: YM2151 (reg: 0xC1, val: 0x00)
11.2570   | 00004D2F  | 61: WAIT
11.2570   | 00004D32  | 54: YM2151 (reg: 0xC9, val: 0x0F)
11.2570   | 00004D35  | 54: YM2151 (reg: 0xD1, val: 0x0F)
11.2570   | 00004D38  | 54: YM2151 (reg: 0xD9, val: 0x0F)
11.2570   | 00004D3B  | 61: WAIT
11.2571   | 00004D3E  | 54: YM2151 (reg: 0xE1, val: 0xFF)
11.2571   | 00004D41  | 54: YM2151 (reg: 0xE9, val: 0x0F)
11.2571   | 00004D44  | 61: WAIT
11.2571   | 00004D47  | 54: YM2151 (reg: 0xF1, val: 0x0F)
11.2571   | 00004D4A  | 54: YM2151 (reg: 0xF9, val: 0x0F)
11.2571   | 00004D4D  | 61: WAIT
11.2571   | 00004D50  | 54: YM2151 (reg: 0x61, val: 0x04)
11.2571   | 00004D53  | 54: YM2151 (reg: 0x69, val: 0x1E)
11.2571   | 00004D56  | 61: WAIT
11.2571   | 00004D59  | 54: YM2151 (reg: 0x71, val: 0x1E)
11.2571   | 00004D5C  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.2571   | 00004D5F  | 61: WAIT
11.2571   | 00004D62  | 54: YM2151 (reg: 0x29, val: 0x09)
11.2571   | 00004D65  | 54: YM2151 (reg: 0x31, val: 0x14)
11.2571   | 00004D68  | 54: YM2151 (reg: 0x29, val: 0x09)
11.2571   | 00004D6B  | 54: YM2151 (reg: 0x31, val: 0x14)
11.2571   | 00004D6E  | 61: WAIT
11.2572   | 00004D71  | 54: YM2151 (reg: 0x08, val: 0x01)
11.2572   | 00004D74  | 54: YM2151 (reg: 0x08, val: 0x79)
11.2572   | 00004D77  | 61: WAIT
11.2572   | 00004D7A  | 54: YM2151 (reg: 0x69, val: 0x1E)
11.2572   | 00004D7D  | 54: YM2151 (reg: 0x71, val: 0x1E)
11.2572   | 00004D80  | 61: WAIT
11.2572   | 00004D83  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.2572   | 00004D86  | 54: YM2151 (reg: 0x08, val: 0x02)
11.2572   | 00004D89  | 61: WAIT
11.2572   | 00004D8C  | 54: YM2151 (reg: 0x2C, val: 0x4C)
11.2572   | 00004D8F  | 54: YM2151 (reg: 0x34, val: 0x24)
11.2572   | 00004D92  | 54: YM2151 (reg: 0x2C, val: 0x48)
11.2572   | 00004D95  | 54: YM2151 (reg: 0x34, val: 0x2C)
11.2572   | 00004D98  | 61: WAIT
11.2573   | 00004D9B  | 54: YM2151 (reg: 0x08, val: 0x04)
11.2573   | 00004D9E  | 54: YM2151 (reg: 0x08, val: 0x7C)
11.2573   | 00004DA1  | 61: WAIT
11.2573   | 00004DA4  | 54: YM2151 (reg: 0x6C, val: 0x2C)
11.2573   | 00004DA7  | 54: YM2151 (reg: 0x74, val: 0x2C)
11.2573   | 00004DAA  | 54: YM2151 (reg: 0x7C, val: 0x2C)
11.2573   | 00004DAD  | 61: WAIT
11.2573   | 00004DB0  | 54: YM2151 (reg: 0x08, val: 0x05)
11.2573   | 00004DB3  | 61: WAIT
11.2573   | 00004DB6  | 54: YM2151 (reg: 0x08, val: 0x06)
11.2573   | 00004DB9  | 61: WAIT
11.2816   | 00004DBC  | 61: WAIT
11.3063   | 00004DBF  | 61: WAIT
11.3064   | 00004DC2  | 61: WAIT
11.3311   | 00004DC5  | 61: WAIT
11.3559   | 00004DC8  | 61: WAIT
11.3806   | 00004DCB  | 61: WAIT
11.3807   | 00004DCE  | 61: WAIT
11.4054   | 00004DD1  | 61: WAIT
11.4054   | 00004DD4  | 54: YM2151 (reg: 0x08, val: 0x00)
11.4054   | 00004DD7  | 54: YM2151 (reg: 0x08, val: 0x01)
11.4054   | 00004DDA  | 61: WAIT
11.4055   | 00004DDD  | 54: YM2151 (reg: 0x08, val: 0x04)
11.4055   | 00004DE0  | 61: WAIT
11.4302   | 00004DE3  | 61: WAIT
11.4302   | 00004DE6  | 61: WAIT
11.4553   | 00004DE9  | 61: WAIT
11.4553   | 00004DEC  | 54: YM2151 (reg: 0x28, val: 0x44)
11.4553   | 00004DEF  | 54: YM2151 (reg: 0x30, val: 0x0C)
11.4553   | 00004DF2  | 61: WAIT
11.4553   | 00004DF5  | 54: YM2151 (reg: 0x28, val: 0x46)
11.4553   | 00004DF8  | 54: YM2151 (reg: 0x30, val: 0x14)
11.4553   | 00004DFB  | 54: YM2151 (reg: 0x08, val: 0x00)
11.4553   | 00004DFE  | 61: WAIT
11.4553   | 00004E01  | 54: YM2151 (reg: 0x08, val: 0x78)
11.4553   | 00004E04  | 54: YM2151 (reg: 0x68, val: 0x22)
11.4553   | 00004E07  | 61: WAIT
11.4554   | 00004E0A  | 54: YM2151 (reg: 0x70, val: 0x22)
11.4554   | 00004E0D  | 54: YM2151 (reg: 0x78, val: 0x22)
11.4554   | 00004E10  | 61: WAIT
11.4554   | 00004E13  | 54: YM2151 (reg: 0x21, val: 0xFB)
11.4554   | 00004E16  | 54: YM2151 (reg: 0x41, val: 0x0C)
11.4554   | 00004E19  | 61: WAIT
11.4554   | 00004E1C  | 54: YM2151 (reg: 0x49, val: 0x09)
11.4554   | 00004E1F  | 54: YM2151 (reg: 0x51, val: 0x00)
11.4554   | 00004E22  | 61: WAIT
11.4554   | 00004E25  | 54: YM2151 (reg: 0x59, val: 0x03)
11.4554   | 00004E28  | 54: YM2151 (reg: 0x81, val: 0x1F)
11.4554   | 00004E2B  | 54: YM2151 (reg: 0x89, val: 0x1F)
11.4554   | 00004E2E  | 61: WAIT
11.4554   | 00004E31  | 54: YM2151 (reg: 0x91, val: 0x1F)
11.4554   | 00004E34  | 54: YM2151 (reg: 0x99, val: 0x1F)
11.4554   | 00004E37  | 61: WAIT
11.4555   | 00004E3A  | 54: YM2151 (reg: 0xA1, val: 0x00)
11.4555   | 00004E3D  | 54: YM2151 (reg: 0xA9, val: 0x00)
11.4555   | 00004E40  | 61: WAIT
11.4555   | 00004E43  | 54: YM2151 (reg: 0xB1, val: 0x13)
11.4555   | 00004E46  | 54: YM2151 (reg: 0xB9, val: 0x15)
11.4555   | 00004E49  | 61: WAIT
11.4555   | 00004E4C  | 54: YM2151 (reg: 0xC1, val: 0x00)
11.4555   | 00004E4F  | 54: YM2151 (reg: 0xC9, val: 0x00)
11.4555   | 00004E52  | 61: WAIT
11.4555   | 00004E55  | 54: YM2151 (reg: 0xD1, val: 0x04)
11.4555   | 00004E58  | 54: YM2151 (reg: 0xD9, val: 0x10)
11.4555   | 00004E5B  | 54: YM2151 (reg: 0xE1, val: 0x0F)
11.4555   | 00004E5E  | 61: WAIT
11.4556   | 00004E61  | 54: YM2151 (reg: 0xE9, val: 0x0F)
11.4556   | 00004E64  | 54: YM2151 (reg: 0xF1, val: 0x3F)
11.4556   | 00004E67  | 61: WAIT
11.4556   | 00004E6A  | 54: YM2151 (reg: 0xF9, val: 0x3F)
11.4556   | 00004E6D  | 54: YM2151 (reg: 0x61, val: 0x0A)
11.4556   | 00004E70  | 61: WAIT
11.4556   | 00004E73  | 54: YM2151 (reg: 0x69, val: 0x05)
11.4556   | 00004E76  | 54: YM2151 (reg: 0x71, val: 0x19)
11.4556   | 00004E79  | 61: WAIT
11.4556   | 00004E7C  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.4556   | 00004E7F  | 54: YM2151 (reg: 0x29, val: 0x49)
11.4556   | 00004E82  | 54: YM2151 (reg: 0x31, val: 0x14)
11.4556   | 00004E85  | 61: WAIT
11.4556   | 00004E88  | 54: YM2151 (reg: 0x29, val: 0x49)
11.4556   | 00004E8B  | 54: YM2151 (reg: 0x31, val: 0x14)
11.4556   | 00004E8E  | 54: YM2151 (reg: 0x08, val: 0x01)
11.4556   | 00004E91  | 61: WAIT
11.4557   | 00004E94  | 54: YM2151 (reg: 0x08, val: 0x79)
11.4557   | 00004E97  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.4557   | 00004E9A  | 61: WAIT
11.4557   | 00004E9D  | 54: YM2151 (reg: 0x2C, val: 0x41)
11.4557   | 00004EA0  | 54: YM2151 (reg: 0x34, val: 0x4C)
11.4557   | 00004EA3  | 54: YM2151 (reg: 0x2C, val: 0x44)
11.4557   | 00004EA6  | 54: YM2151 (reg: 0x34, val: 0x20)
11.4557   | 00004EA9  | 61: WAIT
11.4557   | 00004EAC  | 54: YM2151 (reg: 0x08, val: 0x04)
11.4557   | 00004EAF  | 54: YM2151 (reg: 0x08, val: 0x7C)
11.4557   | 00004EB2  | 61: WAIT
11.4557   | 00004EB5  | 54: YM2151 (reg: 0x6C, val: 0x2C)
11.4557   | 00004EB8  | 54: YM2151 (reg: 0x74, val: 0x2C)
11.4557   | 00004EBB  | 61: WAIT
11.4558   | 00004EBE  | 54: YM2151 (reg: 0x7C, val: 0x2C)
11.4558   | 00004EC1  | 61: WAIT
11.4798   | 00004EC4  | 61: WAIT
11.5045   | 00004EC7  | 61: WAIT
11.5045   | 00004ECA  | 54: YM2151 (reg: 0x08, val: 0x00)
11.5045   | 00004ECD  | 61: WAIT
11.5046   | 00004ED0  | 54: YM2151 (reg: 0x08, val: 0x01)
11.5046   | 00004ED3  | 61: WAIT
11.5293   | 00004ED6  | 61: WAIT
11.5541   | 00004ED9  | 61: WAIT
11.5541   | 00004EDC  | 54: YM2151 (reg: 0x08, val: 0x00)
11.5541   | 00004EDF  | 61: WAIT
11.5541   | 00004EE2  | 54: YM2151 (reg: 0x21, val: 0xFB)
11.5541   | 00004EE5  | 54: YM2151 (reg: 0x41, val: 0x09)
11.5541   | 00004EE8  | 61: WAIT
11.5541   | 00004EEB  | 54: YM2151 (reg: 0x49, val: 0x09)
11.5541   | 00004EEE  | 54: YM2151 (reg: 0x51, val: 0x00)
11.5541   | 00004EF1  | 54: YM2151 (reg: 0x59, val: 0x03)
11.5541   | 00004EF4  | 61: WAIT
11.5541   | 00004EF7  | 54: YM2151 (reg: 0x81, val: 0x1F)
11.5541   | 00004EFA  | 54: YM2151 (reg: 0x89, val: 0x1F)
11.5541   | 00004EFD  | 61: WAIT
11.5542   | 00004F00  | 54: YM2151 (reg: 0x91, val: 0x1F)
11.5542   | 00004F03  | 54: YM2151 (reg: 0x99, val: 0x1F)
11.5542   | 00004F06  | 61: WAIT
11.5543   | 00004F09  | 54: YM2151 (reg: 0xA1, val: 0x00)
11.5543   | 00004F0C  | 54: YM2151 (reg: 0xA9, val: 0x00)
11.5543   | 00004F0F  | 61: WAIT
11.5543   | 00004F12  | 54: YM2151 (reg: 0xB1, val: 0x13)
11.5543   | 00004F15  | 54: YM2151 (reg: 0xB9, val: 0x15)
11.5543   | 00004F18  | 54: YM2151 (reg: 0xC1, val: 0x00)
11.5543   | 00004F1B  | 61: WAIT
11.5543   | 00004F1E  | 54: YM2151 (reg: 0xC9, val: 0x00)
11.5543   | 00004F21  | 54: YM2151 (reg: 0xD1, val: 0x04)
11.5543   | 00004F24  | 61: WAIT
11.5543   | 00004F27  | 54: YM2151 (reg: 0xD9, val: 0x0A)
11.5543   | 00004F2A  | 54: YM2151 (reg: 0xE1, val: 0x0F)
11.5543   | 00004F2D  | 61: WAIT
11.5544   | 00004F30  | 54: YM2151 (reg: 0xE9, val: 0x0F)
11.5544   | 00004F33  | 54: YM2151 (reg: 0xF1, val: 0x3F)
11.5544   | 00004F36  | 61: WAIT
11.5544   | 00004F39  | 54: YM2151 (reg: 0xF9, val: 0x3F)
11.5544   | 00004F3C  | 54: YM2151 (reg: 0x61, val: 0x00)
11.5544   | 00004F3F  | 61: WAIT
11.5544   | 00004F42  | 54: YM2151 (reg: 0x69, val: 0x05)
11.5544   | 00004F45  | 54: YM2151 (reg: 0x71, val: 0x19)
11.5544   | 00004F48  | 61: WAIT
11.5544   | 00004F4B  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.5544   | 00004F4E  | 54: YM2151 (reg: 0x29, val: 0x49)
11.5544   | 00004F51  | 54: YM2151 (reg: 0x31, val: 0x14)
11.5544   | 00004F54  | 61: WAIT
11.5544   | 00004F57  | 54: YM2151 (reg: 0x29, val: 0x49)
11.5544   | 00004F5A  | 54: YM2151 (reg: 0x31, val: 0x14)
11.5544   | 00004F5D  | 54: YM2151 (reg: 0x08, val: 0x01)
11.5544   | 00004F60  | 54: YM2151 (reg: 0x08, val: 0x79)
11.5544   | 00004F63  | 61: WAIT
11.5545   | 00004F66  | 54: YM2151 (reg: 0x79, val: 0x1E)
11.5545   | 00004F69  | 61: WAIT
11.5545   | 00004F6C  | 54: YM2151 (reg: 0x6C, val: 0x2C)
11.5545   | 00004F6F  | 54: YM2151 (reg: 0x74, val: 0x2C)
11.5545   | 00004F72  | 61: WAIT
11.5545   | 00004F75  | 54: YM2151 (reg: 0x7C, val: 0x2C)
11.5545   | 00004F78  | 54: YM2151 (reg: 0x2C, val: 0x44)
