--- Parsing VGM: console_player/cache/03_Scenario_Intro.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
12.3470   | 000054A0  | 54: YM2151 (reg: 0xD9, val: 0x10)
12.3470   | 000054A3  | 61: WAIT
12.3470   | 000054A6  | 54: YM2151 (reg: 0xE1, val: 0x0F)
12.3470   | 000054A9  | 54: YM2151 (reg: 0xE9, val: 0x0F)
12.3470   | 000054AC  | 61: WAIT
12.3470   | 000054AF  | 54: YM2151 (reg: 0xF1, val: 0xAF)
12.3470   | 000054B2  | 54: YM2151 (reg: 0xF9, val: 0x1F)
12.3470   | 000054B5  | 61: WAIT
12.3470   | 000054B8  | 54: YM2151 (reg: 0x61, val: 0x07)
12.3470   | 000054BB  | 54: YM2151 (reg: 0x69, val: 0x06)
12.3470   | 000054BE  | 61: WAIT
12.3471   | 000054C1  | 54: YM2151 (reg: 0x71, val: 0x1E)
12.3471   | 000054C4  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.3471   | 000054C7  | 61: WAIT
12.3471   | 000054CA  | 54: YM2151 (reg: 0x29, val: 0x1A)
12.3471   | 000054CD  | 54: YM2151 (reg: 0x31, val: 0x3C)
12.3471   | 000054D0  | 54: YM2151 (reg: 0x29, val: 0x20)
12.3471   | 000054D3  | 54: YM2151 (reg: 0x31, val: 0x04)
12.3471   | 000054D6  | 61: WAIT
12.3471   | 000054D9  | 54: YM2151 (reg: 0x08, val: 0x01)
12.3471   | 000054DC  | 54: YM2151 (reg: 0x08, val: 0x79)
12.3471   | 000054DF  | 61: WAIT
12.3471   | 000054E2  | 54: YM2151 (reg: 0x71, val: 0x1A)
12.3471   | 000054E5  | 54: YM2151 (reg: 0x79, val: 0x1A)
12.3471   | 000054E8  | 61: WAIT
12.3471   | 000054EB  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.3471   | 000054EE  | 54: YM2151 (reg: 0x35, val: 0x08)
12.3471   | 000054F1  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.3471   | 000054F4  | 54: YM2151 (reg: 0x35, val: 0x08)
12.3471   | 000054F7  | 61: WAIT
12.3472   | 000054FA  | 54: YM2151 (reg: 0x08, val: 0x05)
12.3472   | 000054FD  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.3472   | 00005500  | 61: WAIT
12.3472   | 00005503  | 54: YM2151 (reg: 0x65, val: 0x2A)
12.3472   | 00005506  | 54: YM2151 (reg: 0x6D, val: 0x2A)
12.3472   | 00005509  | 61: WAIT
12.3472   | 0000550C  | 54: YM2151 (reg: 0x75, val: 0x2A)
12.3472   | 0000550F  | 54: YM2151 (reg: 0x7D, val: 0x2A)
12.3472   | 00005512  | 61: WAIT
12.3472   | 00005515  | 54: YM2151 (reg: 0x2E, val: 0x2D)
12.3472   | 00005518  | 54: YM2151 (reg: 0x36, val: 0x04)
12.3472   | 0000551B  | 61: WAIT
12.3473   | 0000551E  | 54: YM2151 (reg: 0x08, val: 0x06)
12.3473   | 00005521  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.3473   | 00005524  | 61: WAIT
12.3473   | 00005527  | 54: YM2151 (reg: 0x66, val: 0x2A)
12.3473   | 0000552A  | 54: YM2151 (reg: 0x6E, val: 0x2A)
12.3473   | 0000552D  | 54: YM2151 (reg: 0x76, val: 0x2A)
12.3473   | 00005530  | 61: WAIT
12.3473   | 00005533  | 54: YM2151 (reg: 0x7E, val: 0x2A)
12.3473   | 00005536  | 61: WAIT
12.3715   | 00005539  | 61: WAIT
12.3963   | 0000553C  | 61: WAIT
12.3963   | 0000553F  | 54: YM2151 (reg: 0x08, val: 0x00)
12.3963   | 00005542  | 61: WAIT
12.3963   | 00005545  | 54: YM2151 (reg: 0x08, val: 0x01)
12.3963   | 00005548  | 54: YM2151 (reg: 0x08, val: 0x02)
12.3963   | 0000554B  | 61: WAIT
12.3964   | 0000554E  | 54: YM2151 (reg: 0x08, val: 0x05)
12.3964   | 00005551  | 54: YM2151 (reg: 0x08, val: 0x06)
12.3964   | 00005554  | 61: WAIT
12.4211   | 00005557  | 61: WAIT
12.4459   | 0000555A  | 61: WAIT
12.4459   | 0000555D  | 54: YM2151 (reg: 0x08, val: 0x00)
12.4459   | 00005560  | 54: YM2151 (reg: 0x21, val: 0xED)
12.4459   | 00005563  | 61: WAIT
12.4459   | 00005566  | 54: YM2151 (reg: 0x41, val: 0x31)
12.4459   | 00005569  | 54: YM2151 (reg: 0x49, val: 0x30)
12.4459   | 0000556C  | 61: WAIT
12.4459   | 0000556F  | 54: YM2151 (reg: 0x51, val: 0x30)
12.4459   | 00005572  | 54: YM2151 (reg: 0x59, val: 0x70)
12.4459   | 00005575  | 61: WAIT
12.4460   | 00005578  | 54: YM2151 (reg: 0x81, val: 0x1F)
12.4460   | 0000557B  | 54: YM2151 (reg: 0x89, val: 0x1F)
12.4460   | 0000557E  | 54: YM2151 (reg: 0x91, val: 0x1F)
12.4460   | 00005581  | 61: WAIT
12.4460   | 00005584  | 54: YM2151 (reg: 0x99, val: 0x1F)
12.4460   | 00005587  | 54: YM2151 (reg: 0xA1, val: 0x14)
12.4460   | 0000558A  | 61: WAIT
12.4460   | 0000558D  | 54: YM2151 (reg: 0xA9, val: 0x01)
12.4460   | 00005590  | 54: YM2151 (reg: 0xB1, val: 0x01)
12.4460   | 00005593  | 61: WAIT
12.4460   | 00005596  | 54: YM2151 (reg: 0xB9, val: 0x01)
12.4460   | 00005599  | 54: YM2151 (reg: 0xC1, val: 0x00)
12.4460   | 0000559C  | 61: WAIT
12.4461   | 0000559F  | 54: YM2151 (reg: 0xC9, val: 0x0F)
12.4461   | 000055A2  | 54: YM2151 (reg: 0xD1, val: 0x0F)
12.4461   | 000055A5  | 54: YM2151 (reg: 0xD9, val: 0x0F)
12.4461   | 000055A8  | 61: WAIT
12.4461   | 000055AB  | 54: YM2151 (reg: 0xE1, val: 0xFF)
12.4461   | 000055AE  | 54: YM2151 (reg: 0xE9, val: 0x0F)
12.4461   | 000055B1  | 61: WAIT
12.4461   | 000055B4  | 54: YM2151 (reg: 0xF1, val: 0x0F)
12.4461   | 000055B7  | 54: YM2151 (reg: 0xF9, val: 0x0F)
12.4461   | 000055BA  | 61: WAIT
12.4461   | 000055BD  | 54: YM2151 (reg: 0x61, val: 0x04)
12.4461   | 000055C0  | 54: YM2151 (reg: 0x69, val: 0x1A)
12.4461   | 000055C3  | 61: WAIT
12.4461   | 000055C6  | 54: YM2151 (reg: 0x71, val: 0x1A)
12.4461   | 000055C9  | 54: YM2151 (reg: 0x79, val: 0x1A)
12.4461   | 000055CC  | 61: WAIT
12.4462   | 000055CF  | 54: YM2151 (reg: 0x29, val: 0x0C)
12.4462   | 000055D2  | 54: YM2151 (reg: 0x31, val: 0x34)
12.4462   | 000055D5  | 54: YM2151 (reg: 0x29, val: 0x09)
12.4462   | 000055D8  | 54: YM2151 (reg: 0x31, val: 0x14)
12.4462   | 000055DB  | 61: WAIT
12.4462   | 000055DE  | 54: YM2151 (reg: 0x08, val: 0x01)
12.4462   | 000055E1  | 54: YM2151 (reg: 0x08, val: 0x79)
12.4462   | 000055E4  | 61: WAIT
12.4462   | 000055E7  | 54: YM2151 (reg: 0x69, val: 0x1E)
12.4462   | 000055EA  | 54: YM2151 (reg: 0x71, val: 0x1E)
12.4462   | 000055ED  | 61: WAIT
12.4462   | 000055F0  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.4462   | 000055F3  | 61: WAIT
12.4463   | 000055F6  | 54: YM2151 (reg: 0x2A, val: 0x21)
12.4463   | 000055F9  | 54: YM2151 (reg: 0x32, val: 0x08)
12.4463   | 000055FC  | 54: YM2151 (reg: 0x08, val: 0x02)
12.4463   | 000055FF  | 54: YM2151 (reg: 0x08, val: 0x7A)
12.4463   | 00005602  | 61: WAIT
12.4463   | 00005605  | 54: YM2151 (reg: 0x7A, val: 0x1C)
12.4463   | 00005608  | 61: WAIT
12.4463   | 0000560B  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.4463   | 0000560E  | 54: YM2151 (reg: 0x35, val: 0x08)
12.4463   | 00005611  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.4463   | 00005614  | 54: YM2151 (reg: 0x35, val: 0x08)
12.4463   | 00005617  | 61: WAIT
12.4463   | 0000561A  | 54: YM2151 (reg: 0x08, val: 0x05)
12.4463   | 0000561D  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.4463   | 00005620  | 61: WAIT
12.4463   | 00005623  | 54: YM2151 (reg: 0x65, val: 0x22)
12.4463   | 00005626  | 54: YM2151 (reg: 0x6D, val: 0x22)
12.4463   | 00005629  | 54: YM2151 (reg: 0x75, val: 0x22)
12.4463   | 0000562C  | 61: WAIT
12.4464   | 0000562F  | 54: YM2151 (reg: 0x7D, val: 0x22)
12.4464   | 00005632  | 61: WAIT
12.4464   | 00005635  | 54: YM2151 (reg: 0x2E, val: 0x2A)
12.4464   | 00005638  | 54: YM2151 (reg: 0x36, val: 0x0C)
12.4464   | 0000563B  | 54: YM2151 (reg: 0x08, val: 0x06)
12.4464   | 0000563E  | 61: WAIT
12.4464   | 00005641  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.4464   | 00005644  | 54: YM2151 (reg: 0x66, val: 0x22)
12.4464   | 00005647  | 61: WAIT
12.4464   | 0000564A  | 54: YM2151 (reg: 0x6E, val: 0x22)
12.4464   | 0000564D  | 54: YM2151 (reg: 0x76, val: 0x22)
12.4464   | 00005650  | 61: WAIT
12.4465   | 00005653  | 54: YM2151 (reg: 0x7E, val: 0x22)
12.4465   | 00005656  | 61: WAIT
12.4706   | 00005659  | 61: WAIT
12.4954   | 0000565C  | 61: WAIT
12.5202   | 0000565F  | 61: WAIT
12.5449   | 00005662  | 61: WAIT
12.5697   | 00005665  | 61: WAIT
12.5697   | 00005668  | 61: WAIT
12.5945   | 0000566B  | 61: WAIT
12.5946   | 0000566E  | 54: YM2151 (reg: 0x6C, val: 0x2C)
12.5946   | 00005671  | 61: WAIT
12.5946   | 00005674  | 54: YM2151 (reg: 0x74, val: 0x2C)
12.5946   | 00005677  | 54: YM2151 (reg: 0x7C, val: 0x2C)
12.5946   | 0000567A  | 61: WAIT
12.5946   | 0000567D  | 54: YM2151 (reg: 0x2C, val: 0x4A)
12.5946   | 00005680  | 54: YM2151 (reg: 0x34, val: 0x1C)
12.5946   | 00005683  | 54: YM2151 (reg: 0x2C, val: 0x4A)
12.5946   | 00005686  | 54: YM2151 (reg: 0x34, val: 0x1C)
12.5946   | 00005689  | 61: WAIT
12.5946   | 0000568C  | 54: YM2151 (reg: 0x08, val: 0x05)
12.5946   | 0000568F  | 54: YM2151 (reg: 0x08, val: 0x06)
12.5946   | 00005692  | 61: WAIT
12.6193   | 00005695  | 61: WAIT
12.6441   | 00005698  | 61: WAIT
12.6441   | 0000569B  | 54: YM2151 (reg: 0x7A, val: 0x1C)
12.6441   | 0000569E  | 61: WAIT
12.6441   | 000056A1  | 54: YM2151 (reg: 0x2A, val: 0x24)
12.6441   | 000056A4  | 54: YM2151 (reg: 0x32, val: 0x0C)
12.6441   | 000056A7  | 61: WAIT
12.6441   | 000056AA  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.6441   | 000056AD  | 54: YM2151 (reg: 0x35, val: 0x08)
12.6441   | 000056B0  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.6441   | 000056B3  | 54: YM2151 (reg: 0x35, val: 0x08)
12.6441   | 000056B6  | 61: WAIT
12.6441   | 000056B9  | 54: YM2151 (reg: 0x08, val: 0x05)
12.6441   | 000056BC  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.6441   | 000056BF  | 61: WAIT
12.6442   | 000056C2  | 54: YM2151 (reg: 0x65, val: 0x22)
12.6442   | 000056C5  | 54: YM2151 (reg: 0x6D, val: 0x22)
12.6442   | 000056C8  | 61: WAIT
12.6442   | 000056CB  | 54: YM2151 (reg: 0x75, val: 0x22)
12.6442   | 000056CE  | 54: YM2151 (reg: 0x7D, val: 0x22)
12.6442   | 000056D1  | 61: WAIT
12.6442   | 000056D4  | 54: YM2151 (reg: 0x2E, val: 0x2A)
12.6442   | 000056D7  | 54: YM2151 (reg: 0x36, val: 0x0C)
12.6442   | 000056DA  | 54: YM2151 (reg: 0x08, val: 0x06)
12.6442   | 000056DD  | 61: WAIT
12.6442   | 000056E0  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.6442   | 000056E3  | 54: YM2151 (reg: 0x66, val: 0x22)
12.6442   | 000056E6  | 61: WAIT
12.6443   | 000056E9  | 54: YM2151 (reg: 0x6E, val: 0x22)
12.6443   | 000056EC  | 54: YM2151 (reg: 0x76, val: 0x22)
12.6443   | 000056EF  | 61: WAIT
12.6443   | 000056F2  | 54: YM2151 (reg: 0x7E, val: 0x22)
12.6443   | 000056F5  | 61: WAIT
12.6688   | 000056F8  | 61: WAIT
12.6688   | 000056FB  | 61: WAIT
12.6936   | 000056FE  | 61: WAIT
12.6936   | 00005701  | 54: YM2151 (reg: 0x08, val: 0x01)
12.6936   | 00005704  | 61: WAIT
12.6937   | 00005707  | 54: YM2151 (reg: 0x08, val: 0x02)
12.6937   | 0000570A  | 54: YM2151 (reg: 0x08, val: 0x04)
12.6937   | 0000570D  | 61: WAIT
12.6937   | 00005710  | 54: YM2151 (reg: 0x08, val: 0x05)
12.6937   | 00005713  | 54: YM2151 (reg: 0x08, val: 0x06)
12.6937   | 00005716  | 61: WAIT
12.7184   | 00005719  | 61: WAIT
12.7432   | 0000571C  | 61: WAIT
12.7432   | 0000571F  | 54: YM2151 (reg: 0x21, val: 0xFB)
12.7432   | 00005722  | 54: YM2151 (reg: 0x41, val: 0x0C)
12.7432   | 00005725  | 61: WAIT
12.7432   | 00005728  | 54: YM2151 (reg: 0x49, val: 0x09)
12.7432   | 0000572B  | 54: YM2151 (reg: 0x51, val: 0x00)
12.7432   | 0000572E  | 61: WAIT
12.7432   | 00005731  | 54: YM2151 (reg: 0x59, val: 0x03)
12.7432   | 00005734  | 54: YM2151 (reg: 0x81, val: 0x1F)
12.7432   | 00005737  | 61: WAIT
12.7432   | 0000573A  | 54: YM2151 (reg: 0x89, val: 0x1F)
12.7432   | 0000573D  | 54: YM2151 (reg: 0x91, val: 0x1F)
12.7432   | 00005740  | 61: WAIT
12.7433   | 00005743  | 54: YM2151 (reg: 0x99, val: 0x1F)
12.7433   | 00005746  | 54: YM2151 (reg: 0xA1, val: 0x00)
12.7433   | 00005749  | 54: YM2151 (reg: 0xA9, val: 0x00)
12.7433   | 0000574C  | 61: WAIT
12.7433   | 0000574F  | 54: YM2151 (reg: 0xB1, val: 0x13)
12.7433   | 00005752  | 54: YM2151 (reg: 0xB9, val: 0x15)
12.7433   | 00005755  | 61: WAIT
12.7433   | 00005758  | 54: YM2151 (reg: 0xC1, val: 0x00)
12.7433   | 0000575B  | 54: YM2151 (reg: 0xC9, val: 0x00)
12.7433   | 0000575E  | 61: WAIT
12.7433   | 00005761  | 54: YM2151 (reg: 0xD1, val: 0x04)
12.7433   | 00005764  | 54: YM2151 (reg: 0xD9, val: 0x10)
12.7433   | 00005767  | 61: WAIT
12.7434   | 0000576A  | 54: YM2151 (reg: 0xE1, val: 0x0F)
12.7434   | 0000576D  | 54: YM2151 (reg: 0xE9, val: 0x0F)
12.7434   | 00005770  | 54: YM2151 (reg: 0xF1, val: 0x3F)
12.7434   | 00005773  | 61: WAIT
12.7434   | 00005776  | 54: YM2151 (reg: 0xF9, val: 0x3F)
12.7434   | 00005779  | 54: YM2151 (reg: 0x61, val: 0x0A)
12.7434   | 0000577C  | 61: WAIT
12.7434   | 0000577F  | 54: YM2151 (reg: 0x69, val: 0x05)
12.7434   | 00005782  | 54: YM2151 (reg: 0x71, val: 0x19)
12.7434   | 00005785  | 61: WAIT
12.7434   | 00005788  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.7434   | 0000578B  | 54: YM2151 (reg: 0x29, val: 0x49)
12.7434   | 0000578E  | 54: YM2151 (reg: 0x31, val: 0x14)
12.7434   | 00005791  | 61: WAIT
12.7434   | 00005794  | 54: YM2151 (reg: 0x29, val: 0x49)
12.7434   | 00005797  | 54: YM2151 (reg: 0x31, val: 0x14)
12.7434   | 0000579A  | 54: YM2151 (reg: 0x08, val: 0x01)
12.7434   | 0000579D  | 61: WAIT
12.7435   | 000057A0  | 54: YM2151 (reg: 0x08, val: 0x79)
12.7435   | 000057A3  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.7435   | 000057A6  | 61: WAIT
12.7435   | 000057A9  | 54: YM2151 (reg: 0x08, val: 0x02)
12.7435   | 000057AC  | 61: WAIT
12.7435   | 000057AF  | 54: YM2151 (reg: 0x08, val: 0x04)
12.7435   | 000057B2  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.7435   | 000057B5  | 54: YM2151 (reg: 0x35, val: 0x08)
12.7435   | 000057B8  | 61: WAIT
12.7435   | 000057BB  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.7435   | 000057BE  | 54: YM2151 (reg: 0x35, val: 0x08)
12.7435   | 000057C1  | 54: YM2151 (reg: 0x08, val: 0x05)
12.7435   | 000057C4  | 61: WAIT
12.7436   | 000057C7  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.7436   | 000057CA  | 54: YM2151 (reg: 0x65, val: 0x2A)
12.7436   | 000057CD  | 54: YM2151 (reg: 0x6D, val: 0x2A)
12.7436   | 000057D0  | 61: WAIT
12.7436   | 000057D3  | 54: YM2151 (reg: 0x75, val: 0x2A)
12.7436   | 000057D6  | 54: YM2151 (reg: 0x7D, val: 0x2A)
12.7436   | 000057D9  | 61: WAIT
12.7436   | 000057DC  | 54: YM2151 (reg: 0x2E, val: 0x2A)
12.7436   | 000057DF  | 54: YM2151 (reg: 0x36, val: 0x0C)
12.7436   | 000057E2  | 61: WAIT
12.7436   | 000057E5  | 54: YM2151 (reg: 0x08, val: 0x06)
12.7436   | 000057E8  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.7436   | 000057EB  | 61: WAIT
12.7437   | 000057EE  | 54: YM2151 (reg: 0x66, val: 0x2A)
12.7437   | 000057F1  | 54: YM2151 (reg: 0x6E, val: 0x2A)
12.7437   | 000057F4  | 61: WAIT
12.7437   | 000057F7  | 54: YM2151 (reg: 0x76, val: 0x2A)
12.7437   | 000057FA  | 54: YM2151 (reg: 0x7E, val: 0x2A)
12.7437   | 000057FD  | 61: WAIT
12.7682   | 00005800  | 61: WAIT
12.7682   | 00005803  | 61: WAIT
12.7927   | 00005806  | 61: WAIT
12.8175   | 00005809  | 61: WAIT
12.8422   | 0000580C  | 61: WAIT
12.8422   | 0000580F  | 61: WAIT
12.8670   | 00005812  | 61: WAIT
12.8670   | 00005815  | 61: WAIT
12.8918   | 00005818  | 61: WAIT
12.8918   | 0000581B  | 54: YM2151 (reg: 0x08, val: 0x01)
12.8918   | 0000581E  | 61: WAIT
12.8918   | 00005821  | 54: YM2151 (reg: 0x08, val: 0x05)
12.8918   | 00005824  | 61: WAIT
12.8919   | 00005827  | 54: YM2151 (reg: 0x08, val: 0x06)
12.8919   | 0000582A  | 61: WAIT
12.9165   | 0000582D  | 61: WAIT
12.9166   | 00005830  | 61: WAIT
12.9413   | 00005833  | 61: WAIT
12.9413   | 00005836  | 54: YM2151 (reg: 0x21, val: 0xFB)
12.9413   | 00005839  | 54: YM2151 (reg: 0x41, val: 0x09)
12.9413   | 0000583C  | 61: WAIT
12.9414   | 0000583F  | 54: YM2151 (reg: 0x49, val: 0x09)
12.9414   | 00005842  | 54: YM2151 (reg: 0x51, val: 0x00)
12.9414   | 00005845  | 61: WAIT
12.9414   | 00005848  | 54: YM2151 (reg: 0x59, val: 0x03)
12.9414   | 0000584B  | 54: YM2151 (reg: 0x81, val: 0x1F)
12.9414   | 0000584E  | 61: WAIT
12.9414   | 00005851  | 54: YM2151 (reg: 0x89, val: 0x1F)
12.9414   | 00005854  | 54: YM2151 (reg: 0x91, val: 0x1F)
12.9414   | 00005857  | 61: WAIT
12.9414   | 0000585A  | 54: YM2151 (reg: 0x99, val: 0x1F)
12.9414   | 0000585D  | 54: YM2151 (reg: 0xA1, val: 0x00)
12.9414   | 00005860  | 54: YM2151 (reg: 0xA9, val: 0x00)
12.9414   | 00005863  | 61: WAIT
12.9415   | 00005866  | 54: YM2151 (reg: 0xB1, val: 0x13)
12.9415   | 00005869  | 54: YM2151 (reg: 0xB9, val: 0x15)
12.9415   | 0000586C  | 61: WAIT
12.9415   | 0000586F  | 54: YM2151 (reg: 0xC1, val: 0x00)
12.9415   | 00005872  | 54: YM2151 (reg: 0xC9, val: 0x00)
12.9415   | 00005875  | 61: WAIT
12.9415   | 00005878  | 54: YM2151 (reg: 0xD1, val: 0x04)
12.9415   | 0000587B  | 54: YM2151 (reg: 0xD9, val: 0x0A)
12.9415   | 0000587E  | 61: WAIT
12.9415   | 00005881  | 54: YM2151 (reg: 0xE1, val: 0x0F)
12.9415   | 00005884  | 54: YM2151 (reg: 0xE9, val: 0x0F)
12.9415   | 00005887  | 61: WAIT
12.9415   | 0000588A  | 54: YM2151 (reg: 0xF1, val: 0x3F)
12.9415   | 0000588D  | 54: YM2151 (reg: 0xF9, val: 0x3F)
12.9415   | 00005890  | 61: WAIT
12.9416   | 00005893  | 54: YM2151 (reg: 0x61, val: 0x00)
12.9416   | 00005896  | 54: YM2151 (reg: 0x69, val: 0x05)
12.9416   | 00005899  | 54: YM2151 (reg: 0x71, val: 0x19)
12.9416   | 0000589C  | 61: WAIT
12.9416   | 0000589F  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.9416   | 000058A2  | 61: WAIT
12.9416   | 000058A5  | 54: YM2151 (reg: 0x29, val: 0x49)
12.9416   | 000058A8  | 54: YM2151 (reg: 0x31, val: 0x14)
12.9416   | 000058AB  | 54: YM2151 (reg: 0x29, val: 0x49)
12.9416   | 000058AE  | 54: YM2151 (reg: 0x31, val: 0x14)
12.9416   | 000058B1  | 54: YM2151 (reg: 0x08, val: 0x01)
12.9416   | 000058B4  | 61: WAIT
12.9416   | 000058B7  | 54: YM2151 (reg: 0x08, val: 0x79)
12.9416   | 000058BA  | 54: YM2151 (reg: 0x79, val: 0x1E)
12.9416   | 000058BD  | 61: WAIT
12.9417   | 000058C0  | 54: YM2151 (reg: 0x2A, val: 0x34)
12.9417   | 000058C3  | 54: YM2151 (reg: 0x32, val: 0x0C)
12.9417   | 000058C6  | 61: WAIT
12.9417   | 000058C9  | 54: YM2151 (reg: 0x08, val: 0x02)
12.9417   | 000058CC  | 54: YM2151 (reg: 0x08, val: 0x7A)
12.9417   | 000058CF  | 61: WAIT
12.9417   | 000058D2  | 54: YM2151 (reg: 0x7A, val: 0x1C)
12.9417   | 000058D5  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.9417   | 000058D8  | 54: YM2151 (reg: 0x35, val: 0x08)
12.9417   | 000058DB  | 61: WAIT
12.9417   | 000058DE  | 54: YM2151 (reg: 0x2D, val: 0x31)
12.9417   | 000058E1  | 54: YM2151 (reg: 0x35, val: 0x08)
12.9417   | 000058E4  | 54: YM2151 (reg: 0x08, val: 0x05)
12.9417   | 000058E7  | 61: WAIT
12.9417   | 000058EA  | 54: YM2151 (reg: 0x08, val: 0x7D)
12.9417   | 000058ED  | 54: YM2151 (reg: 0x65, val: 0x2A)
12.9417   | 000058F0  | 61: WAIT
12.9418   | 000058F3  | 54: YM2151 (reg: 0x6D, val: 0x2A)
12.9418   | 000058F6  | 54: YM2151 (reg: 0x75, val: 0x2A)
12.9418   | 000058F9  | 61: WAIT
12.9418   | 000058FC  | 54: YM2151 (reg: 0x7D, val: 0x2A)
12.9418   | 000058FF  | 61: WAIT
12.9418   | 00005902  | 54: YM2151 (reg: 0x2E, val: 0x2A)
12.9418   | 00005905  | 54: YM2151 (reg: 0x36, val: 0x0C)
12.9418   | 00005908  | 61: WAIT
12.9418   | 0000590B  | 54: YM2151 (reg: 0x08, val: 0x06)
12.9418   | 0000590E  | 54: YM2151 (reg: 0x08, val: 0x7E)
12.9418   | 00005911  | 61: WAIT
12.9419   | 00005914  | 54: YM2151 (reg: 0x66, val: 0x2A)
12.9419   | 00005917  | 54: YM2151 (reg: 0x6E, val: 0x2A)
12.9419   | 0000591A  | 61: WAIT
12.9419   | 0000591D  | 54: YM2151 (reg: 0x76, val: 0x2A)
12.9419   | 00005920  | 54: YM2151 (reg: 0x7E, val: 0x2A)
12.9419   | 00005923  | 61: WAIT
12.9661   | 00005926  | 61: WAIT
12.9909   | 00005929  | 61: WAIT
12.9909   | 0000592C  | 54: YM2151 (reg: 0x08, val: 0x01)
12.9909   | 0000592F  | 54: YM2151 (reg: 0x08, val: 0x02)
12.9909   | 00005932  | 61: WAIT
12.9909   | 00005935  | 54: YM2151 (reg: 0x08, val: 0x05)
12.9909   | 00005938  | 54: YM2151 (reg: 0x08, val: 0x06)
12.9909   | 0000593B  | 61: WAIT
13.0156   | 0000593E  | 61: WAIT
13.0404   | 00005941  | 61: WAIT
13.0404   | 00005944  | 54: YM2151 (reg: 0x08, val: 0x00)
13.0404   | 00005947  | 61: WAIT
13.0404   | 0000594A  | 54: YM2151 (reg: 0x21, val: 0xFC)
13.0404   | 0000594D  | 54: YM2151 (reg: 0x41, val: 0x0C)
13.0404   | 00005950  | 61: WAIT
13.0405   | 00005953  | 54: YM2151 (reg: 0x49, val: 0x01)
13.0405   | 00005956  | 54: YM2151 (reg: 0x51, val: 0x00)
13.0405   | 00005959  | 61: WAIT
13.0405   | 0000595C  | 54: YM2151 (reg: 0x59, val: 0x00)
13.0405   | 0000595F  | 54: YM2151 (reg: 0x81, val: 0x1F)
13.0405   | 00005962  | 61: WAIT
13.0405   | 00005965  | 54: YM2151 (reg: 0x89, val: 0x5F)
13.0405   | 00005968  | 54: YM2151 (reg: 0x91, val: 0x1F)
13.0405   | 0000596B  | 61: WAIT
13.0405   | 0000596E  | 54: YM2151 (reg: 0x99, val: 0x5F)
13.0405   | 00005971  | 54: YM2151 (reg: 0xA1, val: 0x00)
13.0405   | 00005974  | 54: YM2151 (reg: 0xA9, val: 0x00)
13.0405   | 00005977  | 61: WAIT
13.0405   | 0000597A  | 54: YM2151 (reg: 0xB1, val: 0x0F)
13.0405   | 0000597D  | 54: YM2151 (reg: 0xB9, val: 0x15)
13.0405   | 00005980  | 61: WAIT
13.0406   | 00005983  | 54: YM2151 (reg: 0xC1, val: 0x00)
13.0406   | 00005986  | 54: YM2151 (reg: 0xC9, val: 0x1B)
13.0406   | 00005989  | 61: WAIT
13.0406   | 0000598C  | 54: YM2151 (reg: 0xD1, val: 0x15)
13.0406   | 0000598F  | 54: YM2151 (reg: 0xD9, val: 0x10)
13.0406   | 00005992  | 61: WAIT
13.0406   | 00005995  | 54: YM2151 (reg: 0xE1, val: 0x0F)
13.0406   | 00005998  | 54: YM2151 (reg: 0xE9, val: 0x0F)
13.0406   | 0000599B  | 61: WAIT
13.0406   | 0000599E  | 54: YM2151 (reg: 0xF1, val: 0xAF)
13.0406   | 000059A1  | 54: YM2151 (reg: 0xF9, val: 0x1F)
13.0406   | 000059A4  | 61: WAIT
13.0407   | 000059A7  | 54: YM2151 (reg: 0x61, val: 0x07)
13.0407   | 000059AA  | 54: YM2151 (reg: 0x69, val: 0x06)
13.0407   | 000059AD  | 54: YM2151 (reg: 0x71, val: 0x1E)
13.0407   | 000059B0  | 61: WAIT
13.0407   | 000059B3  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.0407   | 000059B6  | 61: WAIT
13.0407   | 000059B9  | 54: YM2151 (reg: 0x29, val: 0x1A)
13.0407   | 000059BC  | 54: YM2151 (reg: 0x31, val: 0x3C)
