--- Parsing VGM: console_player/cache/25_Fanfare.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Offset(h) | Command
000019F7  | 61: WAIT (val: 566)
000019FA  | 54: YM2151 (reg: 0x24, val: 0xFC)
000019FD  | 54: YM2151 (reg: 0x74, val: 0x2A)
00001A00  | 73: WAIT n+1 (val: 4)
00001A01  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A04  | 54: YM2151 (reg: 0x75, val: 0x24)
00001A07  | 74: WAIT n+1 (val: 5)
00001A08  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A0B  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A0E  | 74: WAIT n+1 (val: 5)
00001A0F  | 71: WAIT n+1 (val: 2)
00001A10  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A13  | 54: YM2151 (reg: 0x74, val: 0x2A)
00001A16  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A19  | 54: YM2151 (reg: 0x75, val: 0x24)
00001A1C  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A1F  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A22  | 61: WAIT (val: 568)
00001A25  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A28  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001A2B  | 74: WAIT n+1 (val: 5)
00001A2C  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A2F  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001A32  | 75: WAIT n+1 (val: 6)
00001A33  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A36  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A39  | 74: WAIT n+1 (val: 5)
00001A3A  | 71: WAIT n+1 (val: 2)
00001A3B  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A3E  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001A41  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A44  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001A47  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A4A  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A4D  | 61: WAIT (val: 566)
00001A50  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A53  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001A56  | 74: WAIT n+1 (val: 5)
00001A57  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A5A  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001A5D  | 74: WAIT n+1 (val: 5)
00001A5E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A61  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A64  | 74: WAIT n+1 (val: 5)
00001A65  | 70: WAIT n+1 (val: 1)
00001A66  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A69  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001A6C  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A6F  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001A72  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A75  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A78  | 61: WAIT (val: 569)
00001A7B  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A7E  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001A81  | 74: WAIT n+1 (val: 5)
00001A82  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A85  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001A88  | 75: WAIT n+1 (val: 6)
00001A89  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001A8C  | 54: YM2151 (reg: 0x76, val: 0x20)
00001A8F  | 75: WAIT n+1 (val: 6)
00001A90  | 70: WAIT n+1 (val: 1)
00001A91  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001A94  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001A97  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001A9A  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001A9D  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001AA0  | 54: YM2151 (reg: 0x76, val: 0x20)
00001AA3  | 61: WAIT (val: 566)
00001AA6  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001AA9  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001AAC  | 74: WAIT n+1 (val: 5)
00001AAD  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001AB0  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001AB3  | 74: WAIT n+1 (val: 5)
00001AB4  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001AB7  | 54: YM2151 (reg: 0x76, val: 0x20)
00001ABA  | 74: WAIT n+1 (val: 5)
00001ABB  | 70: WAIT n+1 (val: 1)
00001ABC  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001ABF  | 54: YM2151 (reg: 0x74, val: 0x2E)
00001AC2  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001AC5  | 54: YM2151 (reg: 0x75, val: 0x2A)
00001AC8  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001ACB  | 54: YM2151 (reg: 0x76, val: 0x20)
00001ACE  | 61: WAIT (val: 569)
00001AD1  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001AD4  | 54: YM2151 (reg: 0x74, val: 0x34)
00001AD7  | 74: WAIT n+1 (val: 5)
00001AD8  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001ADB  | 54: YM2151 (reg: 0x75, val: 0x2E)
00001ADE  | 74: WAIT n+1 (val: 5)
00001ADF  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001AE2  | 54: YM2151 (reg: 0x76, val: 0x20)
00001AE5  | 75: WAIT n+1 (val: 6)
00001AE6  | 71: WAIT n+1 (val: 2)
00001AE7  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001AEA  | 54: YM2151 (reg: 0x74, val: 0x34)
00001AED  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001AF0  | 54: YM2151 (reg: 0x75, val: 0x2E)
00001AF3  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001AF6  | 54: YM2151 (reg: 0x76, val: 0x20)
00001AF9  | 61: WAIT (val: 566)
00001AFC  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001AFF  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B02  | 74: WAIT n+1 (val: 5)
00001B03  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B06  | 54: YM2151 (reg: 0x75, val: 0x2E)
00001B09  | 74: WAIT n+1 (val: 5)
00001B0A  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B0D  | 54: YM2151 (reg: 0x76, val: 0x20)
00001B10  | 73: WAIT n+1 (val: 4)
00001B11  | 71: WAIT n+1 (val: 2)
00001B12  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B15  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B18  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B1B  | 54: YM2151 (reg: 0x75, val: 0x2E)
00001B1E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B21  | 54: YM2151 (reg: 0x76, val: 0x20)
00001B24  | 61: WAIT (val: 568)
00001B27  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B2A  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B2D  | 74: WAIT n+1 (val: 5)
00001B2E  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B31  | 54: YM2151 (reg: 0x75, val: 0x2E)
00001B34  | 75: WAIT n+1 (val: 6)
00001B35  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B38  | 54: YM2151 (reg: 0x76, val: 0x24)
00001B3B  | 75: WAIT n+1 (val: 6)
00001B3C  | 70: WAIT n+1 (val: 1)
00001B3D  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B40  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B43  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B46  | 54: YM2151 (reg: 0x75, val: 0x2E)
00001B49  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B4C  | 54: YM2151 (reg: 0x76, val: 0x24)
00001B4F  | 61: WAIT (val: 566)
00001B52  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B55  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B58  | 74: WAIT n+1 (val: 5)
00001B59  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B5C  | 54: YM2151 (reg: 0x75, val: 0x34)
00001B5F  | 74: WAIT n+1 (val: 5)
00001B60  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B63  | 54: YM2151 (reg: 0x76, val: 0x24)
00001B66  | 74: WAIT n+1 (val: 5)
00001B67  | 70: WAIT n+1 (val: 1)
00001B68  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B6B  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B6E  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B71  | 54: YM2151 (reg: 0x75, val: 0x34)
00001B74  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B77  | 54: YM2151 (reg: 0x76, val: 0x24)
00001B7A  | 61: WAIT (val: 569)
00001B7D  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B80  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B83  | 74: WAIT n+1 (val: 5)
00001B84  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B87  | 54: YM2151 (reg: 0x75, val: 0x34)
00001B8A  | 75: WAIT n+1 (val: 6)
00001B8B  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001B8E  | 54: YM2151 (reg: 0x76, val: 0x24)
00001B91  | 74: WAIT n+1 (val: 5)
00001B92  | 71: WAIT n+1 (val: 2)
00001B93  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001B96  | 54: YM2151 (reg: 0x74, val: 0x34)
00001B99  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001B9C  | 54: YM2151 (reg: 0x75, val: 0x34)
00001B9F  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001BA2  | 54: YM2151 (reg: 0x76, val: 0x24)
00001BA5  | 61: WAIT (val: 563)
00001BA8  | 54: YM2151 (reg: 0x2C, val: 0x66)
00001BAB  | 54: YM2151 (reg: 0x34, val: 0x48)
00001BAE  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BB1  | 54: YM2151 (reg: 0x74, val: 0x34)
00001BB4  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BB7  | 54: YM2151 (reg: 0x74, val: 0x34)
00001BBA  | 72: WAIT n+1 (val: 3)
00001BBB  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BBE  | 54: YM2151 (reg: 0x74, val: 0x38)
00001BC1  | 75: WAIT n+1 (val: 6)
00001BC2  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001BC5  | 54: YM2151 (reg: 0x75, val: 0x34)
00001BC8  | 74: WAIT n+1 (val: 5)
00001BC9  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001BCC  | 54: YM2151 (reg: 0x76, val: 0x24)
00001BCF  | 75: WAIT n+1 (val: 6)
00001BD0  | 71: WAIT n+1 (val: 2)
00001BD1  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BD4  | 54: YM2151 (reg: 0x74, val: 0x38)
00001BD7  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001BDA  | 54: YM2151 (reg: 0x75, val: 0x34)
00001BDD  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001BE0  | 54: YM2151 (reg: 0x76, val: 0x24)
00001BE3  | 61: WAIT (val: 563)
00001BE6  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BE9  | 54: YM2151 (reg: 0x74, val: 0x38)
00001BEC  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BEF  | 54: YM2151 (reg: 0x74, val: 0x38)
00001BF2  | 72: WAIT n+1 (val: 3)
00001BF3  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001BF6  | 54: YM2151 (reg: 0x74, val: 0x38)
00001BF9  | 73: WAIT n+1 (val: 4)
00001BFA  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001BFD  | 54: YM2151 (reg: 0x75, val: 0x34)
00001C00  | 74: WAIT n+1 (val: 5)
00001C01  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001C04  | 54: YM2151 (reg: 0x76, val: 0x2A)
00001C07  | 74: WAIT n+1 (val: 5)
00001C08  | 70: WAIT n+1 (val: 1)
00001C09  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C0C  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C0F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001C12  | 54: YM2151 (reg: 0x75, val: 0x34)
00001C15  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001C18  | 54: YM2151 (reg: 0x76, val: 0x2A)
00001C1B  | 61: WAIT (val: 566)
00001C1E  | 54: YM2151 (reg: 0x2C, val: 0x66)
00001C21  | 54: YM2151 (reg: 0x34, val: 0x74)
00001C24  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C27  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C2A  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C2D  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C30  | 72: WAIT n+1 (val: 3)
00001C31  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C34  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C37  | 76: WAIT n+1 (val: 7)
00001C38  | 54: YM2151 (reg: 0x2C, val: 0x69)
00001C3B  | 54: YM2151 (reg: 0x34, val: 0x88)
00001C3E  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C41  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C44  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C47  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C4A  | 73: WAIT n+1 (val: 4)
00001C4B  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001C4E  | 54: YM2151 (reg: 0x75, val: 0x34)
00001C51  | 76: WAIT n+1 (val: 7)
00001C52  | 54: YM2151 (reg: 0x2D, val: 0x5E)
00001C55  | 54: YM2151 (reg: 0x35, val: 0x7C)
00001C58  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001C5B  | 54: YM2151 (reg: 0x75, val: 0x34)
00001C5E  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001C61  | 54: YM2151 (reg: 0x75, val: 0x34)
00001C64  | 73: WAIT n+1 (val: 4)
00001C65  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001C68  | 54: YM2151 (reg: 0x76, val: 0x2A)
00001C6B  | 75: WAIT n+1 (val: 6)
00001C6C  | 54: YM2151 (reg: 0x2E, val: 0x38)
00001C6F  | 54: YM2151 (reg: 0x36, val: 0xCC)
00001C72  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001C75  | 54: YM2151 (reg: 0x76, val: 0x2A)
00001C78  | 54: YM2151 (reg: 0x2E, val: 0x42)
00001C7B  | 54: YM2151 (reg: 0x36, val: 0x70)
00001C7E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001C81  | 54: YM2151 (reg: 0x76, val: 0x2A)
00001C84  | 70: WAIT n+1 (val: 1)
00001C85  | 73: WAIT n+1 (val: 4)
00001C86  | 71: WAIT n+1 (val: 2)
00001C87  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C8A  | 54: YM2151 (reg: 0x74, val: 0x38)
00001C8D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001C90  | 54: YM2151 (reg: 0x75, val: 0x34)
00001C93  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001C96  | 54: YM2151 (reg: 0x76, val: 0x2A)
00001C99  | 61: WAIT (val: 549)
00001C9C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001C9F  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001CA2  | 74: WAIT n+1 (val: 5)
00001CA3  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001CA6  | 54: YM2151 (reg: 0x75, val: 0x14)
00001CA9  | 74: WAIT n+1 (val: 5)
00001CAA  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001CAD  | 54: YM2151 (reg: 0x76, val: 0x14)
00001CB0  | 71: WAIT n+1 (val: 2)
00001CB1  | 72: WAIT n+1 (val: 3)
00001CB2  | 71: WAIT n+1 (val: 2)
00001CB3  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001CB6  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001CB9  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001CBC  | 54: YM2151 (reg: 0x75, val: 0x14)
00001CBF  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001CC2  | 54: YM2151 (reg: 0x76, val: 0x14)
00001CC5  | 61: WAIT (val: 568)
00001CC8  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001CCB  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001CCE  | 74: WAIT n+1 (val: 5)
00001CCF  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001CD2  | 54: YM2151 (reg: 0x75, val: 0x14)
00001CD5  | 75: WAIT n+1 (val: 6)
00001CD6  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001CD9  | 54: YM2151 (reg: 0x76, val: 0x14)
00001CDC  | 72: WAIT n+1 (val: 3)
00001CDD  | 72: WAIT n+1 (val: 3)
00001CDE  | 71: WAIT n+1 (val: 2)
00001CDF  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001CE2  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001CE5  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001CE8  | 54: YM2151 (reg: 0x75, val: 0x14)
00001CEB  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001CEE  | 54: YM2151 (reg: 0x76, val: 0x14)
00001CF1  | 61: WAIT (val: 565)
00001CF4  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001CF7  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001CFA  | 74: WAIT n+1 (val: 5)
00001CFB  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001CFE  | 54: YM2151 (reg: 0x75, val: 0x14)
00001D01  | 74: WAIT n+1 (val: 5)
00001D02  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D05  | 54: YM2151 (reg: 0x76, val: 0x14)
00001D08  | 71: WAIT n+1 (val: 2)
00001D09  | 72: WAIT n+1 (val: 3)
00001D0A  | 70: WAIT n+1 (val: 1)
00001D0B  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D0E  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001D11  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D14  | 54: YM2151 (reg: 0x75, val: 0x14)
00001D17  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D1A  | 54: YM2151 (reg: 0x76, val: 0x14)
00001D1D  | 61: WAIT (val: 568)
00001D20  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D23  | 54: YM2151 (reg: 0x74, val: 0x20)
00001D26  | 74: WAIT n+1 (val: 5)
00001D27  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D2A  | 54: YM2151 (reg: 0x75, val: 0x18)
00001D2D  | 75: WAIT n+1 (val: 6)
00001D2E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D31  | 54: YM2151 (reg: 0x76, val: 0x14)
00001D34  | 72: WAIT n+1 (val: 3)
00001D35  | 72: WAIT n+1 (val: 3)
00001D36  | 76: WAIT n+1 (val: 7)
00001D37  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D3A  | 54: YM2151 (reg: 0x74, val: 0x20)
00001D3D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D40  | 54: YM2151 (reg: 0x75, val: 0x18)
00001D43  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D46  | 54: YM2151 (reg: 0x76, val: 0x14)
00001D49  | 70: WAIT n+1 (val: 1)
00001D4A  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D4D  | 54: YM2151 (reg: 0x74, val: 0x20)
00001D50  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D53  | 54: YM2151 (reg: 0x75, val: 0x18)
00001D56  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D59  | 54: YM2151 (reg: 0x76, val: 0x14)
00001D5C  | 61: WAIT (val: 559)
00001D5F  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D62  | 54: YM2151 (reg: 0x74, val: 0x20)
00001D65  | 74: WAIT n+1 (val: 5)
00001D66  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D69  | 54: YM2151 (reg: 0x75, val: 0x18)
00001D6C  | 74: WAIT n+1 (val: 5)
00001D6D  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D70  | 54: YM2151 (reg: 0x76, val: 0x18)
00001D73  | 74: WAIT n+1 (val: 5)
00001D74  | 71: WAIT n+1 (val: 2)
00001D75  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D78  | 54: YM2151 (reg: 0x74, val: 0x20)
00001D7B  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D7E  | 54: YM2151 (reg: 0x75, val: 0x18)
00001D81  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D84  | 54: YM2151 (reg: 0x76, val: 0x18)
00001D87  | 61: WAIT (val: 568)
00001D8A  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001D8D  | 54: YM2151 (reg: 0x74, val: 0x20)
00001D90  | 74: WAIT n+1 (val: 5)
00001D91  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001D94  | 54: YM2151 (reg: 0x75, val: 0x18)
00001D97  | 75: WAIT n+1 (val: 6)
00001D98  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001D9B  | 54: YM2151 (reg: 0x76, val: 0x18)
00001D9E  | 74: WAIT n+1 (val: 5)
00001D9F  | 71: WAIT n+1 (val: 2)
00001DA0  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001DA3  | 54: YM2151 (reg: 0x74, val: 0x20)
00001DA6  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001DA9  | 54: YM2151 (reg: 0x75, val: 0x18)
00001DAC  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001DAF  | 54: YM2151 (reg: 0x76, val: 0x18)
00001DB2  | 61: WAIT (val: 566)
00001DB5  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001DB8  | 54: YM2151 (reg: 0x74, val: 0x20)
00001DBB  | 74: WAIT n+1 (val: 5)
00001DBC  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001DBF  | 54: YM2151 (reg: 0x75, val: 0x18)
00001DC2  | 74: WAIT n+1 (val: 5)
00001DC3  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001DC6  | 54: YM2151 (reg: 0x76, val: 0x18)
00001DC9  | 74: WAIT n+1 (val: 5)
00001DCA  | 70: WAIT n+1 (val: 1)
00001DCB  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001DCE  | 54: YM2151 (reg: 0x74, val: 0x20)
00001DD1  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001DD4  | 54: YM2151 (reg: 0x75, val: 0x18)
00001DD7  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001DDA  | 54: YM2151 (reg: 0x76, val: 0x18)
00001DDD  | 61: WAIT (val: 568)
00001DE0  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001DE3  | 54: YM2151 (reg: 0x74, val: 0x20)
00001DE6  | 75: WAIT n+1 (val: 6)
00001DE7  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001DEA  | 54: YM2151 (reg: 0x75, val: 0x18)
00001DED  | 74: WAIT n+1 (val: 5)
00001DEE  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001DF1  | 54: YM2151 (reg: 0x76, val: 0x18)
00001DF4  | 75: WAIT n+1 (val: 6)
00001DF5  | 71: WAIT n+1 (val: 2)
00001DF6  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001DF9  | 54: YM2151 (reg: 0x74, val: 0x20)
00001DFC  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001DFF  | 54: YM2151 (reg: 0x75, val: 0x18)
00001E02  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E05  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E08  | 61: WAIT (val: 566)
00001E0B  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E0E  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E11  | 73: WAIT n+1 (val: 4)
00001E12  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001E15  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001E18  | 74: WAIT n+1 (val: 5)
00001E19  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E1C  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E1F  | 74: WAIT n+1 (val: 5)
00001E20  | 70: WAIT n+1 (val: 1)
00001E21  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E24  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E27  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001E2A  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001E2D  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E30  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E33  | 61: WAIT (val: 569)
00001E36  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E39  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E3C  | 74: WAIT n+1 (val: 5)
00001E3D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001E40  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001E43  | 75: WAIT n+1 (val: 6)
00001E44  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E47  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E4A  | 74: WAIT n+1 (val: 5)
00001E4B  | 71: WAIT n+1 (val: 2)
00001E4C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E4F  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E52  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001E55  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001E58  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E5B  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E5E  | 61: WAIT (val: 566)
00001E61  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E64  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E67  | 74: WAIT n+1 (val: 5)
00001E68  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001E6B  | 54: YM2151 (reg: 0x75, val: 0x20)
00001E6E  | 74: WAIT n+1 (val: 5)
00001E6F  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E72  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E75  | 74: WAIT n+1 (val: 5)
00001E76  | 70: WAIT n+1 (val: 1)
00001E77  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E7A  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E7D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001E80  | 54: YM2151 (reg: 0x75, val: 0x20)
00001E83  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001E86  | 54: YM2151 (reg: 0x76, val: 0x18)
00001E89  | 61: WAIT (val: 569)
00001E8C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001E8F  | 54: YM2151 (reg: 0x74, val: 0x24)
00001E92  | 74: WAIT n+1 (val: 5)
00001E93  | 54: YM2151 (reg: 0x25, val: 0xFC)
