--- Parsing VGM: console_player/cache/25_Fanfare.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Offset(h) | Command
00000BC9  | 54: YM2151 (reg: 0x36, val: 0xEC)
00000BCC  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000BCF  | 54: YM2151 (reg: 0x76, val: 0x38)
00000BD2  | 54: YM2151 (reg: 0x2E, val: 0x4C)
00000BD5  | 54: YM2151 (reg: 0x36, val: 0x64)
00000BD8  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000BDB  | 54: YM2151 (reg: 0x76, val: 0x38)
00000BDE  | 74: WAIT n+1 (val: 5)
00000BDF  | 77: WAIT n+1 (val: 8)
00000BE0  | 70: WAIT n+1 (val: 1)
00000BE1  | 54: YM2151 (reg: 0x24, val: 0x7C)
00000BE4  | 54: YM2151 (reg: 0x74, val: 0x14)
00000BE7  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000BEA  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000BED  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000BF0  | 54: YM2151 (reg: 0x76, val: 0x38)
00000BF3  | 54: YM2151 (reg: 0x24, val: 0x7C)
00000BF6  | 54: YM2151 (reg: 0x74, val: 0x14)
00000BF9  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000BFC  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000BFF  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C02  | 54: YM2151 (reg: 0x76, val: 0x38)
00000C05  | 61: WAIT (val: 536)
00000C08  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C0B  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C0E  | 74: WAIT n+1 (val: 5)
00000C0F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000C12  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000C15  | 74: WAIT n+1 (val: 5)
00000C16  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C19  | 54: YM2151 (reg: 0x76, val: 0x14)
00000C1C  | 74: WAIT n+1 (val: 5)
00000C1D  | 71: WAIT n+1 (val: 2)
00000C1E  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C21  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C24  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000C27  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000C2A  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C2D  | 54: YM2151 (reg: 0x76, val: 0x14)
00000C30  | 61: WAIT (val: 568)
00000C33  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C36  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C39  | 74: WAIT n+1 (val: 5)
00000C3A  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000C3D  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000C40  | 75: WAIT n+1 (val: 6)
00000C41  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C44  | 54: YM2151 (reg: 0x76, val: 0x14)
00000C47  | 75: WAIT n+1 (val: 6)
00000C48  | 71: WAIT n+1 (val: 2)
00000C49  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C4C  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C4F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000C52  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000C55  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C58  | 54: YM2151 (reg: 0x76, val: 0x14)
00000C5B  | 61: WAIT (val: 565)
00000C5E  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C61  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C64  | 74: WAIT n+1 (val: 5)
00000C65  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000C68  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000C6B  | 74: WAIT n+1 (val: 5)
00000C6C  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C6F  | 54: YM2151 (reg: 0x76, val: 0x14)
00000C72  | 74: WAIT n+1 (val: 5)
00000C73  | 70: WAIT n+1 (val: 1)
00000C74  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C77  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C7A  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000C7D  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000C80  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000C83  | 54: YM2151 (reg: 0x76, val: 0x14)
00000C86  | 61: WAIT (val: 568)
00000C89  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C8C  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C8F  | 76: WAIT n+1 (val: 7)
00000C90  | 54: YM2151 (reg: 0x2C, val: 0x61)
00000C93  | 54: YM2151 (reg: 0x34, val: 0x7C)
00000C96  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C99  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000C9C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000C9F  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000CA2  | 74: WAIT n+1 (val: 5)
00000CA3  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000CA6  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000CA9  | 76: WAIT n+1 (val: 7)
00000CAA  | 54: YM2151 (reg: 0x2D, val: 0x5C)
00000CAD  | 54: YM2151 (reg: 0x35, val: 0x74)
00000CB0  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000CB3  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000CB6  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000CB9  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000CBC  | 74: WAIT n+1 (val: 5)
00000CBD  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000CC0  | 54: YM2151 (reg: 0x76, val: 0x14)
00000CC3  | 77: WAIT n+1 (val: 8)
00000CC4  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000CC7  | 54: YM2151 (reg: 0x76, val: 0x14)
00000CCA  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000CCD  | 54: YM2151 (reg: 0x76, val: 0x14)
00000CD0  | 74: WAIT n+1 (val: 5)
00000CD1  | 76: WAIT n+1 (val: 7)
00000CD2  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000CD5  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000CD8  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000CDB  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000CDE  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000CE1  | 54: YM2151 (reg: 0x76, val: 0x14)
00000CE4  | 70: WAIT n+1 (val: 1)
00000CE5  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000CE8  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000CEB  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000CEE  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000CF1  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000CF4  | 54: YM2151 (reg: 0x76, val: 0x14)
00000CF7  | 61: WAIT (val: 540)
00000CFA  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000CFD  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D00  | 74: WAIT n+1 (val: 5)
00000D01  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D04  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D07  | 74: WAIT n+1 (val: 5)
00000D08  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D0B  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D0E  | 74: WAIT n+1 (val: 5)
00000D0F  | 70: WAIT n+1 (val: 1)
00000D10  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000D13  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D16  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D19  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D1C  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D1F  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D22  | 61: WAIT (val: 568)
00000D25  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000D28  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D2B  | 74: WAIT n+1 (val: 5)
00000D2C  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D2F  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D32  | 75: WAIT n+1 (val: 6)
00000D33  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D36  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D39  | 75: WAIT n+1 (val: 6)
00000D3A  | 71: WAIT n+1 (val: 2)
00000D3B  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000D3E  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D41  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D44  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D47  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D4A  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D4D  | 61: WAIT (val: 565)
00000D50  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000D53  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D56  | 76: WAIT n+1 (val: 7)
00000D57  | 54: YM2151 (reg: 0x2C, val: 0x6C)
00000D5A  | 54: YM2151 (reg: 0x34, val: 0x74)
00000D5D  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000D60  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D63  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000D66  | 54: YM2151 (reg: 0x74, val: 0x34)
00000D69  | 74: WAIT n+1 (val: 5)
00000D6A  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D6D  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D70  | 76: WAIT n+1 (val: 7)
00000D71  | 54: YM2151 (reg: 0x2D, val: 0x61)
00000D74  | 54: YM2151 (reg: 0x35, val: 0x7C)
00000D77  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D7A  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D7D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000D80  | 54: YM2151 (reg: 0x75, val: 0x34)
00000D83  | 74: WAIT n+1 (val: 5)
00000D84  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D87  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D8A  | 76: WAIT n+1 (val: 7)
00000D8B  | 54: YM2151 (reg: 0x2E, val: 0x45)
00000D8E  | 54: YM2151 (reg: 0x36, val: 0x6C)
00000D91  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D94  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D97  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000D9A  | 54: YM2151 (reg: 0x76, val: 0x20)
00000D9D  | 70: WAIT n+1 (val: 1)
00000D9E  | 74: WAIT n+1 (val: 5)
00000D9F  | 76: WAIT n+1 (val: 7)
00000DA0  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000DA3  | 54: YM2151 (reg: 0x74, val: 0x34)
00000DA6  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000DA9  | 54: YM2151 (reg: 0x75, val: 0x34)
00000DAC  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000DAF  | 54: YM2151 (reg: 0x76, val: 0x20)
00000DB2  | 70: WAIT n+1 (val: 1)
00000DB3  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000DB6  | 54: YM2151 (reg: 0x74, val: 0x34)
00000DB9  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000DBC  | 54: YM2151 (reg: 0x75, val: 0x34)
00000DBF  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000DC2  | 54: YM2151 (reg: 0x76, val: 0x20)
00000DC5  | 61: WAIT (val: 540)
00000DC8  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000DCB  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000DCE  | 74: WAIT n+1 (val: 5)
00000DCF  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000DD2  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000DD5  | 74: WAIT n+1 (val: 5)
00000DD6  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000DD9  | 54: YM2151 (reg: 0x76, val: 0x14)
00000DDC  | 74: WAIT n+1 (val: 5)
00000DDD  | 70: WAIT n+1 (val: 1)
00000DDE  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000DE1  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000DE4  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000DE7  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000DEA  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000DED  | 54: YM2151 (reg: 0x76, val: 0x14)
00000DF0  | 61: WAIT (val: 568)
00000DF3  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000DF6  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000DF9  | 74: WAIT n+1 (val: 5)
00000DFA  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000DFD  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E00  | 75: WAIT n+1 (val: 6)
00000E01  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E04  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E07  | 75: WAIT n+1 (val: 6)
00000E08  | 71: WAIT n+1 (val: 2)
00000E09  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E0C  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E0F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E12  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E15  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E18  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E1B  | 61: WAIT (val: 565)
00000E1E  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E21  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E24  | 74: WAIT n+1 (val: 5)
00000E25  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E28  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E2B  | 74: WAIT n+1 (val: 5)
00000E2C  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E2F  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E32  | 74: WAIT n+1 (val: 5)
00000E33  | 71: WAIT n+1 (val: 2)
00000E34  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E37  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E3A  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E3D  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E40  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E43  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E46  | 61: WAIT (val: 568)
00000E49  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E4C  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E4F  | 75: WAIT n+1 (val: 6)
00000E50  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E53  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E56  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E59  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E5C  | 74: WAIT n+1 (val: 5)
00000E5D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E60  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E63  | 76: WAIT n+1 (val: 7)
00000E64  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E67  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E6A  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E6D  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E70  | 74: WAIT n+1 (val: 5)
00000E71  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E74  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E77  | 77: WAIT n+1 (val: 8)
00000E78  | 54: YM2151 (reg: 0x2E, val: 0x4C)
00000E7B  | 54: YM2151 (reg: 0x36, val: 0x64)
00000E7E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E81  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E84  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E87  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E8A  | 74: WAIT n+1 (val: 5)
00000E8B  | 73: WAIT n+1 (val: 4)
00000E8C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000E8F  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000E92  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000E95  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000E98  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000E9B  | 54: YM2151 (reg: 0x76, val: 0x14)
00000E9E  | 61: WAIT (val: 544)
00000EA1  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000EA4  | 54: YM2151 (reg: 0x74, val: 0x34)
00000EA7  | 74: WAIT n+1 (val: 5)
00000EA8  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000EAB  | 54: YM2151 (reg: 0x75, val: 0x34)
00000EAE  | 74: WAIT n+1 (val: 5)
00000EAF  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000EB2  | 54: YM2151 (reg: 0x76, val: 0x20)
00000EB5  | 74: WAIT n+1 (val: 5)
00000EB6  | 54: YM2151 (reg: 0x08, val: 0x03)
00000EB9  | 70: WAIT n+1 (val: 1)
00000EBA  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000EBD  | 54: YM2151 (reg: 0x74, val: 0x34)
00000EC0  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000EC3  | 54: YM2151 (reg: 0x75, val: 0x34)
00000EC6  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000EC9  | 54: YM2151 (reg: 0x76, val: 0x20)
00000ECC  | 61: WAIT (val: 568)
00000ECF  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000ED2  | 54: YM2151 (reg: 0x74, val: 0x34)
00000ED5  | 75: WAIT n+1 (val: 6)
00000ED6  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000ED9  | 54: YM2151 (reg: 0x75, val: 0x34)
00000EDC  | 74: WAIT n+1 (val: 5)
00000EDD  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000EE0  | 54: YM2151 (reg: 0x76, val: 0x20)
00000EE3  | 75: WAIT n+1 (val: 6)
00000EE4  | 71: WAIT n+1 (val: 2)
00000EE5  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000EE8  | 54: YM2151 (reg: 0x74, val: 0x34)
00000EEB  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000EEE  | 54: YM2151 (reg: 0x75, val: 0x34)
00000EF1  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000EF4  | 54: YM2151 (reg: 0x76, val: 0x20)
00000EF7  | 61: WAIT (val: 566)
00000EFA  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000EFD  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F00  | 74: WAIT n+1 (val: 5)
00000F01  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F04  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F07  | 74: WAIT n+1 (val: 5)
00000F08  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F0B  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F0E  | 73: WAIT n+1 (val: 4)
00000F0F  | 71: WAIT n+1 (val: 2)
00000F10  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F13  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F16  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F19  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F1C  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F1F  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F22  | 61: WAIT (val: 568)
00000F25  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F28  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F2B  | 76: WAIT n+1 (val: 7)
00000F2C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F2F  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F32  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F35  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F38  | 73: WAIT n+1 (val: 4)
00000F39  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F3C  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F3F  | 76: WAIT n+1 (val: 7)
00000F40  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F43  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F46  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F49  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F4C  | 74: WAIT n+1 (val: 5)
00000F4D  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F50  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F53  | 77: WAIT n+1 (val: 8)
00000F54  | 54: YM2151 (reg: 0x2E, val: 0x41)
00000F57  | 54: YM2151 (reg: 0x36, val: 0x6C)
00000F5A  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F5D  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F60  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F63  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F66  | 70: WAIT n+1 (val: 1)
00000F67  | 73: WAIT n+1 (val: 4)
00000F68  | 76: WAIT n+1 (val: 7)
00000F69  | 70: WAIT n+1 (val: 1)
00000F6A  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F6D  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F70  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F73  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F76  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F79  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F7C  | 70: WAIT n+1 (val: 1)
00000F7D  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F80  | 54: YM2151 (reg: 0x74, val: 0x34)
00000F83  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F86  | 54: YM2151 (reg: 0x75, val: 0x34)
00000F89  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000F8C  | 54: YM2151 (reg: 0x76, val: 0x20)
00000F8F  | 61: WAIT (val: 539)
00000F92  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000F95  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000F98  | 74: WAIT n+1 (val: 5)
00000F99  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000F9C  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000F9F  | 74: WAIT n+1 (val: 5)
00000FA0  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000FA3  | 54: YM2151 (reg: 0x76, val: 0x14)
00000FA6  | 74: WAIT n+1 (val: 5)
00000FA7  | 54: YM2151 (reg: 0x0F, val: 0x9F)
00000FAA  | 54: YM2151 (reg: 0x7B, val: 0x7A)
00000FAD  | 54: YM2151 (reg: 0x08, val: 0x43)
00000FB0  | 71: WAIT n+1 (val: 2)
00000FB1  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000FB4  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000FB7  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000FBA  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000FBD  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000FC0  | 54: YM2151 (reg: 0x76, val: 0x14)
00000FC3  | 61: WAIT (val: 568)
00000FC6  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000FC9  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000FCC  | 74: WAIT n+1 (val: 5)
00000FCD  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000FD0  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000FD3  | 75: WAIT n+1 (val: 6)
00000FD4  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000FD7  | 54: YM2151 (reg: 0x76, val: 0x14)
00000FDA  | 74: WAIT n+1 (val: 5)
00000FDB  | 71: WAIT n+1 (val: 2)
00000FDC  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000FDF  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000FE2  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000FE5  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000FE8  | 54: YM2151 (reg: 0x26, val: 0xFC)
00000FEB  | 54: YM2151 (reg: 0x76, val: 0x14)
00000FEE  | 61: WAIT (val: 566)
00000FF1  | 54: YM2151 (reg: 0x24, val: 0xFC)
00000FF4  | 54: YM2151 (reg: 0x74, val: 0x1C)
00000FF7  | 74: WAIT n+1 (val: 5)
00000FF8  | 54: YM2151 (reg: 0x25, val: 0xFC)
00000FFB  | 54: YM2151 (reg: 0x75, val: 0x1C)
00000FFE  | 74: WAIT n+1 (val: 5)
00000FFF  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001002  | 54: YM2151 (reg: 0x76, val: 0x14)
00001005  | 74: WAIT n+1 (val: 5)
00001006  | 70: WAIT n+1 (val: 1)
00001007  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000100A  | 54: YM2151 (reg: 0x74, val: 0x1C)
0000100D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001010  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001013  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001016  | 54: YM2151 (reg: 0x76, val: 0x14)
00001019  | 61: WAIT (val: 568)
0000101C  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000101F  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001022  | 76: WAIT n+1 (val: 7)
00001023  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001026  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001029  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000102C  | 54: YM2151 (reg: 0x74, val: 0x1C)
0000102F  | 74: WAIT n+1 (val: 5)
00001030  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001033  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001036  | 76: WAIT n+1 (val: 7)
00001037  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000103A  | 54: YM2151 (reg: 0x75, val: 0x1C)
0000103D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001040  | 54: YM2151 (reg: 0x75, val: 0x1C)
00001043  | 74: WAIT n+1 (val: 5)
00001044  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001047  | 54: YM2151 (reg: 0x76, val: 0x14)
0000104A  | 76: WAIT n+1 (val: 7)
0000104B  | 54: YM2151 (reg: 0x2E, val: 0x45)
0000104E  | 54: YM2151 (reg: 0x36, val: 0x6C)
00001051  | 54: YM2151 (reg: 0x26, val: 0xFC)
00001054  | 54: YM2151 (reg: 0x76, val: 0x14)
00001057  | 54: YM2151 (reg: 0x26, val: 0xFC)
0000105A  | 54: YM2151 (reg: 0x76, val: 0x14)
0000105D  | 70: WAIT n+1 (val: 1)
0000105E  | 74: WAIT n+1 (val: 5)
0000105F  | 73: WAIT n+1 (val: 4)
00001060  | 54: YM2151 (reg: 0x24, val: 0xFC)
00001063  | 54: YM2151 (reg: 0x74, val: 0x1C)
00001066  | 54: YM2151 (reg: 0x25, val: 0xFC)
00001069  | 54: YM2151 (reg: 0x75, val: 0x1C)
