--- Parsing VGM from 5.00s to 15.00s ---
Sample range: 220500 to 661500

Time (s)     Samples      Command             
9.6800       426888       AY8910: reg 0x08, val 0x0A
9.6800       426888       AY8910: reg 0x09, val 0x04
9.6800       426888       AY8910: reg 0x0A, val 0x0C
9.6800       426888       WAIT: 882 samples (1/50s)
9.7000       427770       AY8910: reg 0x08, val 0x09
9.7000       427770       AY8910: reg 0x09, val 0x02
9.7000       427770       WAIT: 882 samples (1/50s)
9.7200       428652       AY8910: reg 0x07, val 0x3A
9.7200       428652       AY8910: reg 0x09, val 0x00
9.7200       428652       WAIT: 882 samples (1/50s)
9.7400       429534       WAIT: 882 samples (1/50s)
9.7600       430416       AY8910: reg 0x00, val 0xB2
9.7600       430416       AY8910: reg 0x04, val 0xCA
9.7600       430416       AY8910: reg 0x05, val 0x02
9.7600       430416       AY8910: reg 0x07, val 0x0E
9.7600       430416       AY8910: reg 0x08, val 0x0F
9.7600       430416       AY8910: reg 0x09, val 0x0C
9.7600       430416       AY8910: reg 0x0D, val 0x0C
9.7600       430416       WAIT: 882 samples (1/50s)
9.7800       431298       AY8910: reg 0x07, val 0x2E
9.7800       431298       AY8910: reg 0x08, val 0x0E
9.7800       431298       AY8910: reg 0x09, val 0x0A
9.7800       431298       AY8910: reg 0x0A, val 0x1F
9.7800       431298       AY8910: reg 0x0B, val 0x59
9.7800       431298       WAIT: 882 samples (1/50s)
9.8000       432180       AY8910: reg 0x09, val 0x08
9.8000       432180       WAIT: 882 samples (1/50s)
9.8200       433062       AY8910: reg 0x08, val 0x0D
9.8200       433062       AY8910: reg 0x09, val 0x06
9.8200       433062       WAIT: 882 samples (1/50s)
9.8400       433944       AY8910: reg 0x00, val 0xC8
9.8400       433944       AY8910: reg 0x04, val 0x40
9.8400       433944       AY8910: reg 0x05, val 0x06
9.8400       433944       AY8910: reg 0x07, val 0x2A
9.8400       433944       AY8910: reg 0x08, val 0x0A
9.8400       433944       AY8910: reg 0x09, val 0x04
9.8400       433944       AY8910: reg 0x0A, val 0x0C
9.8400       433944       WAIT: 882 samples (1/50s)
9.8600       434826       AY8910: reg 0x08, val 0x09
9.8600       434826       AY8910: reg 0x09, val 0x02
9.8600       434826       WAIT: 882 samples (1/50s)
9.8800       435708       AY8910: reg 0x07, val 0x3A
9.8800       435708       AY8910: reg 0x09, val 0x00
9.8800       435708       WAIT: 882 samples (1/50s)
9.9000       436590       WAIT: 882 samples (1/50s)
9.9200       437472       AY8910: reg 0x00, val 0x9F
9.9200       437472       AY8910: reg 0x02, val 0x5F
9.9200       437472       AY8910: reg 0x03, val 0x02
9.9200       437472       AY8910: reg 0x04, val 0x7C
9.9200       437472       AY8910: reg 0x05, val 0x02
9.9200       437472       AY8910: reg 0x07, val 0x0C
9.9200       437472       AY8910: reg 0x08, val 0x0F
9.9200       437472       AY8910: reg 0x09, val 0x0F
9.9200       437472       AY8910: reg 0x0D, val 0x0C
9.9200       437472       WAIT: 882 samples (1/50s)
9.9400       438354       AY8910: reg 0x02, val 0xDF
9.9400       438354       AY8910: reg 0x06, val 0x02
9.9400       438354       AY8910: reg 0x07, val 0x2C
9.9400       438354       AY8910: reg 0x08, val 0x0E
9.9400       438354       AY8910: reg 0x0A, val 0x1F
9.9400       438354       AY8910: reg 0x0B, val 0x50
9.9400       438354       WAIT: 882 samples (1/50s)
9.9600       439236       AY8910: reg 0x02, val 0x5F
9.9600       439236       AY8910: reg 0x03, val 0x03
9.9600       439236       AY8910: reg 0x06, val 0x0A
9.9600       439236       AY8910: reg 0x09, val 0x0E
9.9600       439236       WAIT: 882 samples (1/50s)
9.9800       440118       AY8910: reg 0x02, val 0xDF
9.9800       440118       AY8910: reg 0x06, val 0x09
9.9800       440118       AY8910: reg 0x08, val 0x0D
9.9800       440118       AY8910: reg 0x09, val 0x0D
9.9800       440118       WAIT: 882 samples (1/50s)
10.0000      441000       AY8910: reg 0x00, val 0xB2
10.0000      441000       AY8910: reg 0x02, val 0x6F
10.0000      441000       AY8910: reg 0x03, val 0x01
10.0000      441000       AY8910: reg 0x04, val 0x94
10.0000      441000       AY8910: reg 0x05, val 0x05
10.0000      441000       AY8910: reg 0x06, val 0x07
10.0000      441000       AY8910: reg 0x07, val 0x28
10.0000      441000       AY8910: reg 0x08, val 0x0A
10.0000      441000       AY8910: reg 0x09, val 0x0F
10.0000      441000       AY8910: reg 0x0A, val 0x0C
10.0000      441000       WAIT: 882 samples (1/50s)
10.0200      441882       AY8910: reg 0x02, val 0xEF
10.0200      441882       AY8910: reg 0x06, val 0x02
10.0200      441882       AY8910: reg 0x08, val 0x09
10.0200      441882       WAIT: 882 samples (1/50s)
10.0400      442764       AY8910: reg 0x02, val 0x6F
10.0400      442764       AY8910: reg 0x03, val 0x02
10.0400      442764       AY8910: reg 0x06, val 0x0A
10.0400      442764       AY8910: reg 0x09, val 0x0E
10.0400      442764       WAIT: 882 samples (1/50s)
10.0600      443646       AY8910: reg 0x02, val 0xEF
10.0600      443646       AY8910: reg 0x06, val 0x09
10.0600      443646       AY8910: reg 0x09, val 0x0D
10.0600      443646       WAIT: 882 samples (1/50s)
10.0800      444528       AY8910: reg 0x00, val 0x96
10.0800      444528       AY8910: reg 0x02, val 0x5F
10.0800      444528       AY8910: reg 0x04, val 0x58
10.0800      444528       AY8910: reg 0x05, val 0x02
10.0800      444528       AY8910: reg 0x06, val 0x00
10.0800      444528       AY8910: reg 0x07, val 0x0C
10.0800      444528       AY8910: reg 0x08, val 0x0F
10.0800      444528       AY8910: reg 0x09, val 0x0F
10.0800      444528       AY8910: reg 0x0D, val 0x0C
10.0800      444528       WAIT: 882 samples (1/50s)
10.1000      445410       AY8910: reg 0x02, val 0xDF
10.1000      445410       AY8910: reg 0x06, val 0x02
10.1000      445410       AY8910: reg 0x07, val 0x2C
10.1000      445410       AY8910: reg 0x08, val 0x0E
10.1000      445410       AY8910: reg 0x0A, val 0x1F
10.1000      445410       AY8910: reg 0x0B, val 0x4B
10.1000      445410       WAIT: 882 samples (1/50s)
10.1200      446292       AY8910: reg 0x02, val 0x5F
10.1200      446292       AY8910: reg 0x03, val 0x03
10.1200      446292       AY8910: reg 0x06, val 0x0A
10.1200      446292       AY8910: reg 0x09, val 0x0E
10.1200      446292       WAIT: 882 samples (1/50s)
10.1400      447174       AY8910: reg 0x02, val 0xDF
10.1400      447174       AY8910: reg 0x06, val 0x09
10.1400      447174       AY8910: reg 0x08, val 0x0D
10.1400      447174       AY8910: reg 0x09, val 0x0D
10.1400      447174       WAIT: 882 samples (1/50s)
10.1600      448056       AY8910: reg 0x00, val 0x9F
10.1600      448056       AY8910: reg 0x02, val 0x5F
10.1600      448056       AY8910: reg 0x03, val 0x02
10.1600      448056       AY8910: reg 0x04, val 0xF8
10.1600      448056       AY8910: reg 0x05, val 0x04
10.1600      448056       AY8910: reg 0x06, val 0x07
10.1600      448056       AY8910: reg 0x07, val 0x28
10.1600      448056       AY8910: reg 0x08, val 0x0A
10.1600      448056       AY8910: reg 0x09, val 0x0F
10.1600      448056       AY8910: reg 0x0A, val 0x0C
10.1600      448056       WAIT: 882 samples (1/50s)
10.1800      448938       AY8910: reg 0x02, val 0xDF
10.1800      448938       AY8910: reg 0x06, val 0x02
10.1800      448938       AY8910: reg 0x08, val 0x09
10.1800      448938       WAIT: 882 samples (1/50s)
10.2000      449820       AY8910: reg 0x02, val 0x5F
10.2000      449820       AY8910: reg 0x03, val 0x03
10.2000      449820       AY8910: reg 0x06, val 0x0A
10.2000      449820       AY8910: reg 0x09, val 0x0E
10.2000      449820       WAIT: 882 samples (1/50s)
10.2200      450702       AY8910: reg 0x02, val 0xDF
10.2200      450702       AY8910: reg 0x06, val 0x09
10.2200      450702       AY8910: reg 0x09, val 0x0D
10.2200      450702       WAIT: 882 samples (1/50s)
10.2400      451584       AY8910: reg 0x00, val 0xB2
10.2400      451584       AY8910: reg 0x02, val 0x65
10.2400      451584       AY8910: reg 0x03, val 0x01
10.2400      451584       AY8910: reg 0x04, val 0xB2
10.2400      451584       AY8910: reg 0x05, val 0x00
10.2400      451584       AY8910: reg 0x06, val 0x00
10.2400      451584       AY8910: reg 0x07, val 0x2A
10.2400      451584       AY8910: reg 0x08, val 0x0F
10.2400      451584       AY8910: reg 0x09, val 0x0C
10.2400      451584       AY8910: reg 0x0A, val 0x0E
10.2400      451584       AY8910: reg 0x0D, val 0x0E
10.2400      451584       WAIT: 882 samples (1/50s)
10.2600      452466       AY8910: reg 0x04, val 0x96
10.2600      452466       AY8910: reg 0x07, val 0x3A
10.2600      452466       AY8910: reg 0x08, val 0x0E
10.2600      452466       AY8910: reg 0x09, val 0x1F
10.2600      452466       AY8910: reg 0x0B, val 0x2D
10.2600      452466       WAIT: 882 samples (1/50s)
10.2800      453348       AY8910: reg 0x04, val 0x77
10.2800      453348       WAIT: 882 samples (1/50s)
10.3000      454230       AY8910: reg 0x04, val 0xB2
10.3000      454230       AY8910: reg 0x08, val 0x0D
10.3000      454230       WAIT: 882 samples (1/50s)
10.3200      455112       AY8910: reg 0x00, val 0x96
10.3200      455112       AY8910: reg 0x08, val 0x0A
10.3200      455112       AY8910: reg 0x0A, val 0x09
10.3200      455112       WAIT: 882 samples (1/50s)
10.3400      455994       AY8910: reg 0x04, val 0x96
10.3400      455994       AY8910: reg 0x08, val 0x09
10.3400      455994       WAIT: 882 samples (1/50s)
10.3600      456876       AY8910: reg 0x04, val 0x77
10.3600      456876       WAIT: 882 samples (1/50s)
10.3800      457758       AY8910: reg 0x04, val 0xB2
10.3800      457758       WAIT: 882 samples (1/50s)
10.4000      458640       AY8910: reg 0x00, val 0xEF
10.4000      458640       AY8910: reg 0x02, val 0xCA
10.4000      458640       AY8910: reg 0x03, val 0x02
10.4000      458640       AY8910: reg 0x07, val 0x2A
10.4000      458640       AY8910: reg 0x08, val 0x0F
10.4000      458640       AY8910: reg 0x09, val 0x0C
10.4000      458640       AY8910: reg 0x0A, val 0x0E
10.4000      458640       AY8910: reg 0x0D, val 0x0C
10.4000      458640       WAIT: 882 samples (1/50s)
10.4200      459522       AY8910: reg 0x04, val 0x96
10.4200      459522       AY8910: reg 0x07, val 0x3A
10.4200      459522       AY8910: reg 0x08, val 0x0E
10.4200      459522       AY8910: reg 0x09, val 0x1F
10.4200      459522       AY8910: reg 0x0B, val 0x59
10.4200      459522       WAIT: 882 samples (1/50s)
10.4400      460404       AY8910: reg 0x04, val 0x77
10.4400      460404       WAIT: 882 samples (1/50s)
10.4600      461286       AY8910: reg 0x04, val 0xB2
10.4600      461286       AY8910: reg 0x08, val 0x0D
10.4600      461286       WAIT: 882 samples (1/50s)
10.4800      462168       AY8910: reg 0x00, val 0xB2
10.4800      462168       AY8910: reg 0x08, val 0x0A
10.4800      462168       AY8910: reg 0x0A, val 0x09
10.4800      462168       WAIT: 882 samples (1/50s)
10.5000      463050       AY8910: reg 0x04, val 0x96
10.5000      463050       AY8910: reg 0x08, val 0x09
10.5000      463050       WAIT: 882 samples (1/50s)
10.5200      463932       AY8910: reg 0x04, val 0x77
10.5200      463932       WAIT: 882 samples (1/50s)
10.5400      464814       AY8910: reg 0x04, val 0xB2
10.5400      464814       WAIT: 882 samples (1/50s)
10.5600      465696       AY8910: reg 0x00, val 0x96
10.5600      465696       AY8910: reg 0x02, val 0x5F
10.5600      465696       AY8910: reg 0x04, val 0xEF
10.5600      465696       AY8910: reg 0x06, val 0x07
10.5600      465696       AY8910: reg 0x07, val 0x28
10.5600      465696       AY8910: reg 0x08, val 0x0F
10.5600      465696       AY8910: reg 0x09, val 0x0F
10.5600      465696       AY8910: reg 0x0A, val 0x0E
10.5600      465696       WAIT: 882 samples (1/50s)
10.5800      466578       AY8910: reg 0x02, val 0xDF
10.5800      466578       AY8910: reg 0x04, val 0xB2
10.5800      466578       AY8910: reg 0x06, val 0x02
10.5800      466578       AY8910: reg 0x08, val 0x0E
10.5800      466578       WAIT: 882 samples (1/50s)
10.6000      467460       AY8910: reg 0x02, val 0x5F
10.6000      467460       AY8910: reg 0x03, val 0x03
10.6000      467460       AY8910: reg 0x04, val 0x96
10.6000      467460       AY8910: reg 0x06, val 0x0A
10.6000      467460       AY8910: reg 0x09, val 0x0E
10.6000      467460       WAIT: 882 samples (1/50s)
10.6200      468342       AY8910: reg 0x02, val 0xDF
10.6200      468342       AY8910: reg 0x04, val 0xEF
10.6200      468342       AY8910: reg 0x06, val 0x09
10.6200      468342       AY8910: reg 0x08, val 0x0D
10.6200      468342       AY8910: reg 0x09, val 0x0D
10.6200      468342       WAIT: 882 samples (1/50s)
10.6400      469224       AY8910: reg 0x00, val 0xEF
10.6400      469224       AY8910: reg 0x02, val 0x5F
10.6400      469224       AY8910: reg 0x03, val 0x04
10.6400      469224       AY8910: reg 0x06, val 0x08
10.6400      469224       AY8910: reg 0x08, val 0x0A
10.6400      469224       AY8910: reg 0x09, val 0x0C
10.6400      469224       WAIT: 882 samples (1/50s)
10.6600      470106       AY8910: reg 0x02, val 0xDF
10.6600      470106       AY8910: reg 0x04, val 0xB2
10.6600      470106       AY8910: reg 0x06, val 0x07
10.6600      470106       AY8910: reg 0x08, val 0x09
10.6600      470106       AY8910: reg 0x09, val 0x0B
10.6600      470106       WAIT: 882 samples (1/50s)
10.6800      470988       AY8910: reg 0x03, val 0x01
10.6800      470988       AY8910: reg 0x04, val 0x96
10.6800      470988       AY8910: reg 0x06, val 0x06
10.6800      470988       AY8910: reg 0x07, val 0x2A
10.6800      470988       AY8910: reg 0x09, val 0x0A
10.6800      470988       WAIT: 882 samples (1/50s)
10.7000      471870       AY8910: reg 0x04, val 0xEF
10.7000      471870       AY8910: reg 0x06, val 0x05
10.7000      471870       AY8910: reg 0x09, val 0x08
10.7000      471870       WAIT: 882 samples (1/50s)
10.7200      472752       AY8910: reg 0x00, val 0x9F
10.7200      472752       AY8910: reg 0x02, val 0xCA
10.7200      472752       AY8910: reg 0x03, val 0x02
10.7200      472752       AY8910: reg 0x06, val 0x00
10.7200      472752       AY8910: reg 0x08, val 0x0F
10.7200      472752       AY8910: reg 0x09, val 0x0C
10.7200      472752       AY8910: reg 0x0A, val 0x09
10.7200      472752       AY8910: reg 0x0D, val 0x0C
10.7200      472752       WAIT: 882 samples (1/50s)
10.7400      473634       AY8910: reg 0x04, val 0xB2
10.7400      473634       AY8910: reg 0x07, val 0x3A
10.7400      473634       AY8910: reg 0x08, val 0x0E
10.7400      473634       AY8910: reg 0x09, val 0x1F
10.7400      473634       WAIT: 882 samples (1/50s)
10.7600      474516       AY8910: reg 0x04, val 0x96
10.7600      474516       WAIT: 882 samples (1/50s)
10.7800      475398       AY8910: reg 0x04, val 0xEF
10.7800      475398       AY8910: reg 0x08, val 0x0D
10.7800      475398       WAIT: 882 samples (1/50s)
10.8000      476280       AY8910: reg 0x00, val 0x96
10.8000      476280       AY8910: reg 0x08, val 0x0A
10.8000      476280       WAIT: 882 samples (1/50s)
10.8200      477162       AY8910: reg 0x04, val 0xB2
10.8200      477162       AY8910: reg 0x08, val 0x09
10.8200      477162       WAIT: 882 samples (1/50s)
10.8400      478044       AY8910: reg 0x04, val 0x96
10.8400      478044       WAIT: 882 samples (1/50s)
10.8600      478926       AY8910: reg 0x04, val 0xEF
10.8600      478926       WAIT: 882 samples (1/50s)
10.8800      479808       AY8910: reg 0x00, val 0xB2
10.8800      479808       AY8910: reg 0x07, val 0x2A
10.8800      479808       AY8910: reg 0x08, val 0x0F
10.8800      479808       AY8910: reg 0x09, val 0x0C
10.8800      479808       AY8910: reg 0x0A, val 0x0E
10.8800      479808       AY8910: reg 0x0D, val 0x0E
10.8800      479808       WAIT: 882 samples (1/50s)
10.9000      480690       AY8910: reg 0x04, val 0xB2
10.9000      480690       AY8910: reg 0x07, val 0x3A
10.9000      480690       AY8910: reg 0x08, val 0x0E
10.9000      480690       AY8910: reg 0x09, val 0x1F
10.9000      480690       WAIT: 882 samples (1/50s)
10.9200      481572       AY8910: reg 0x04, val 0x96
10.9200      481572       WAIT: 882 samples (1/50s)
10.9400      482454       AY8910: reg 0x04, val 0xEF
10.9400      482454       AY8910: reg 0x08, val 0x0D
10.9400      482454       WAIT: 882 samples (1/50s)
10.9600      483336       AY8910: reg 0x00, val 0x9F
10.9600      483336       AY8910: reg 0x08, val 0x0A
10.9600      483336       WAIT: 882 samples (1/50s)
10.9800      484218       AY8910: reg 0x04, val 0xB2
10.9800      484218       AY8910: reg 0x08, val 0x09
10.9800      484218       WAIT: 882 samples (1/50s)
11.0000      485100       AY8910: reg 0x04, val 0x96
11.0000      485100       WAIT: 882 samples (1/50s)
11.0200      485982       AY8910: reg 0x04, val 0xEF
11.0200      485982       WAIT: 882 samples (1/50s)
11.0400      486864       AY8910: reg 0x00, val 0xC8
11.0400      486864       AY8910: reg 0x02, val 0x65
11.0400      486864       AY8910: reg 0x03, val 0x01
11.0400      486864       AY8910: reg 0x07, val 0x2A
11.0400      486864       AY8910: reg 0x08, val 0x0F
11.0400      486864       AY8910: reg 0x09, val 0x0C
11.0400      486864       AY8910: reg 0x0D, val 0x0E
11.0400      486864       WAIT: 882 samples (1/50s)
11.0600      487746       AY8910: reg 0x04, val 0xB2
11.0600      487746       AY8910: reg 0x07, val 0x3A
11.0600      487746       AY8910: reg 0x08, val 0x0E
11.0600      487746       AY8910: reg 0x09, val 0x1F
11.0600      487746       AY8910: reg 0x0B, val 0x2D
11.0600      487746       WAIT: 882 samples (1/50s)
11.0800      488628       AY8910: reg 0x04, val 0x96
11.0800      488628       WAIT: 882 samples (1/50s)
11.1000      489510       AY8910: reg 0x04, val 0xEF
11.1000      489510       AY8910: reg 0x08, val 0x0D
11.1000      489510       WAIT: 882 samples (1/50s)
11.1200      490392       AY8910: reg 0x00, val 0xB2
11.1200      490392       AY8910: reg 0x08, val 0x0A
11.1200      490392       WAIT: 882 samples (1/50s)
11.1400      491274       AY8910: reg 0x04, val 0xB2
11.1400      491274       AY8910: reg 0x08, val 0x09
11.1400      491274       WAIT: 882 samples (1/50s)
11.1600      492156       AY8910: reg 0x04, val 0x96
11.1600      492156       WAIT: 882 samples (1/50s)
11.1800      493038       AY8910: reg 0x04, val 0xEF
11.1800      493038       WAIT: 882 samples (1/50s)
11.2000      493920       AY8910: reg 0x00, val 0x9F
11.2000      493920       AY8910: reg 0x02, val 0x5F
11.2000      493920       AY8910: reg 0x03, val 0x02
11.2000      493920       AY8910: reg 0x06, val 0x07
11.2000      493920       AY8910: reg 0x07, val 0x28
11.2000      493920       AY8910: reg 0x08, val 0x0F
11.2000      493920       AY8910: reg 0x09, val 0x0F
11.2000      493920       AY8910: reg 0x0A, val 0x09
11.2000      493920       WAIT: 882 samples (1/50s)
11.2200      494802       AY8910: reg 0x02, val 0xDF
11.2200      494802       AY8910: reg 0x04, val 0xB2
11.2200      494802       AY8910: reg 0x06, val 0x02
11.2200      494802       AY8910: reg 0x08, val 0x0E
11.2200      494802       WAIT: 882 samples (1/50s)
11.2400      495684       AY8910: reg 0x02, val 0x5F
11.2400      495684       AY8910: reg 0x03, val 0x03
11.2400      495684       AY8910: reg 0x04, val 0x96
11.2400      495684       AY8910: reg 0x06, val 0x0A
11.2400      495684       AY8910: reg 0x09, val 0x0E
11.2400      495684       WAIT: 882 samples (1/50s)
11.2600      496566       AY8910: reg 0x02, val 0xDF
11.2600      496566       AY8910: reg 0x04, val 0xEF
11.2600      496566       AY8910: reg 0x06, val 0x09
11.2600      496566       AY8910: reg 0x08, val 0x0D
11.2600      496566       AY8910: reg 0x09, val 0x0D
11.2600      496566       WAIT: 882 samples (1/50s)
11.2800      497448       AY8910: reg 0x00, val 0xC8
11.2800      497448       AY8910: reg 0x02, val 0x5F
11.2800      497448       AY8910: reg 0x03, val 0x04
11.2800      497448       AY8910: reg 0x06, val 0x08
11.2800      497448       AY8910: reg 0x08, val 0x0A
11.2800      497448       AY8910: reg 0x09, val 0x0C
11.2800      497448       WAIT: 882 samples (1/50s)
11.3000      498330       AY8910: reg 0x02, val 0xDF
11.3000      498330       AY8910: reg 0x04, val 0xB2
11.3000      498330       AY8910: reg 0x06, val 0x07
11.3000      498330       AY8910: reg 0x08, val 0x09
11.3000      498330       AY8910: reg 0x09, val 0x0B
11.3000      498330       WAIT: 882 samples (1/50s)
11.3200      499212       AY8910: reg 0x03, val 0x01
11.3200      499212       AY8910: reg 0x04, val 0x96
11.3200      499212       AY8910: reg 0x06, val 0x06
11.3200      499212       AY8910: reg 0x07, val 0x2A
11.3200      499212       AY8910: reg 0x09, val 0x0A
11.3200      499212       WAIT: 882 samples (1/50s)
11.3400      500094       AY8910: reg 0x04, val 0xEF
11.3400      500094       AY8910: reg 0x06, val 0x05
11.3400      500094       AY8910: reg 0x09, val 0x08
11.3400      500094       WAIT: 882 samples (1/50s)
11.3600      500976       AY8910: reg 0x00, val 0x96
11.3600      500976       AY8910: reg 0x02, val 0x65
11.3600      500976       AY8910: reg 0x06, val 0x00
11.3600      500976       AY8910: reg 0x08, val 0x0F
11.3600      500976       AY8910: reg 0x09, val 0x0C
11.3600      500976       AY8910: reg 0x0A, val 0x0E
11.3600      500976       AY8910: reg 0x0D, val 0x0E
11.3600      500976       WAIT: 882 samples (1/50s)
11.3800      501858       AY8910: reg 0x04, val 0xB2
11.3800      501858       AY8910: reg 0x07, val 0x3A
11.3800      501858       AY8910: reg 0x08, val 0x0E
11.3800      501858       AY8910: reg 0x09, val 0x1F
11.3800      501858       WAIT: 882 samples (1/50s)
11.4000      502740       AY8910: reg 0x04, val 0x96
11.4000      502740       WAIT: 882 samples (1/50s)
11.4200      503622       AY8910: reg 0x04, val 0xEF
11.4200      503622       AY8910: reg 0x08, val 0x0D
11.4200      503622       WAIT: 882 samples (1/50s)
11.4400      504504       AY8910: reg 0x00, val 0x9F
11.4400      504504       AY8910: reg 0x08, val 0x0A
11.4400      504504       WAIT: 882 samples (1/50s)
11.4600      505386       AY8910: reg 0x04, val 0xB2
11.4600      505386       AY8910: reg 0x08, val 0x09
11.4600      505386       WAIT: 882 samples (1/50s)
11.4800      506268       AY8910: reg 0x04, val 0x96
11.4800      506268       WAIT: 882 samples (1/50s)
11.5000      507150       AY8910: reg 0x04, val 0xEF
11.5000      507150       WAIT: 882 samples (1/50s)
11.5200      508032       AY8910: reg 0x00, val 0xB2
11.5200      508032       AY8910: reg 0x02, val 0xCA
11.5200      508032       AY8910: reg 0x03, val 0x02
11.5200      508032       AY8910: reg 0x07, val 0x2A
11.5200      508032       AY8910: reg 0x08, val 0x0F
11.5200      508032       AY8910: reg 0x09, val 0x0C
11.5200      508032       AY8910: reg 0x0A, val 0x09
11.5200      508032       AY8910: reg 0x0D, val 0x0C
11.5200      508032       WAIT: 882 samples (1/50s)
11.5400      508914       AY8910: reg 0x04, val 0xB2
11.5400      508914       AY8910: reg 0x07, val 0x3A
11.5400      508914       AY8910: reg 0x08, val 0x0E
11.5400      508914       AY8910: reg 0x09, val 0x1F
11.5400      508914       AY8910: reg 0x0B, val 0x59
11.5400      508914       WAIT: 882 samples (1/50s)
11.5600      509796       AY8910: reg 0x04, val 0x96
11.5600      509796       WAIT: 882 samples (1/50s)
11.5800      510678       AY8910: reg 0x04, val 0xEF
11.5800      510678       AY8910: reg 0x08, val 0x0D
11.5800      510678       WAIT: 882 samples (1/50s)
11.6000      511560       AY8910: reg 0x00, val 0x96
11.6000      511560       AY8910: reg 0x08, val 0x0A
11.6000      511560       WAIT: 882 samples (1/50s)
11.6200      512442       AY8910: reg 0x04, val 0xB2
11.6200      512442       AY8910: reg 0x08, val 0x09
11.6200      512442       WAIT: 882 samples (1/50s)
11.6400      513324       AY8910: reg 0x04, val 0x96
11.6400      513324       WAIT: 882 samples (1/50s)
11.6600      514206       AY8910: reg 0x04, val 0xEF
11.6600      514206       WAIT: 882 samples (1/50s)
11.6800      515088       AY8910: reg 0x00, val 0xEF
11.6800      515088       AY8910: reg 0x02, val 0x65
11.6800      515088       AY8910: reg 0x03, val 0x01
11.6800      515088       AY8910: reg 0x07, val 0x2A
11.6800      515088       AY8910: reg 0x08, val 0x0F
11.6800      515088       AY8910: reg 0x09, val 0x0C
11.6800      515088       AY8910: reg 0x0A, val 0x0E
11.6800      515088       AY8910: reg 0x0D, val 0x0E
11.6800      515088       WAIT: 882 samples (1/50s)
11.7000      515970       AY8910: reg 0x04, val 0xB2
11.7000      515970       AY8910: reg 0x07, val 0x3A
11.7000      515970       AY8910: reg 0x08, val 0x0E
11.7000      515970       AY8910: reg 0x09, val 0x1F
11.7000      515970       AY8910: reg 0x0B, val 0x2D
11.7000      515970       WAIT: 882 samples (1/50s)
11.7200      516852       AY8910: reg 0x04, val 0x96
11.7200      516852       WAIT: 882 samples (1/50s)
11.7400      517734       AY8910: reg 0x04, val 0xEF
11.7400      517734       AY8910: reg 0x08, val 0x0D
11.7400      517734       WAIT: 882 samples (1/50s)
11.7600      518616       AY8910: reg 0x00, val 0xB2
11.7600      518616       AY8910: reg 0x08, val 0x0A
11.7600      518616       AY8910: reg 0x0A, val 0x09
11.7600      518616       WAIT: 882 samples (1/50s)
11.7800      519498       AY8910: reg 0x04, val 0xB2
11.7800      519498       AY8910: reg 0x08, val 0x09
11.7800      519498       WAIT: 882 samples (1/50s)
11.8000      520380       AY8910: reg 0x04, val 0x96
11.8000      520380       WAIT: 882 samples (1/50s)
11.8200      521262       AY8910: reg 0x04, val 0xEF
11.8200      521262       WAIT: 882 samples (1/50s)
11.8400      522144       AY8910: reg 0x00, val 0x85
11.8400      522144       AY8910: reg 0x02, val 0x5F
11.8400      522144       AY8910: reg 0x03, val 0x02
11.8400      522144       AY8910: reg 0x06, val 0x07
11.8400      522144       AY8910: reg 0x07, val 0x28
11.8400      522144       AY8910: reg 0x08, val 0x0F
11.8400      522144       AY8910: reg 0x09, val 0x0F
11.8400      522144       AY8910: reg 0x0A, val 0x0E
11.8400      522144       WAIT: 882 samples (1/50s)
11.8600      523026       AY8910: reg 0x02, val 0xDF
11.8600      523026       AY8910: reg 0x04, val 0xB2
11.8600      523026       AY8910: reg 0x06, val 0x02
11.8600      523026       AY8910: reg 0x08, val 0x0E
11.8600      523026       WAIT: 882 samples (1/50s)
11.8800      523908       AY8910: reg 0x02, val 0x5F
11.8800      523908       AY8910: reg 0x03, val 0x03
11.8800      523908       AY8910: reg 0x04, val 0x96
11.8800      523908       AY8910: reg 0x06, val 0x0A
11.8800      523908       AY8910: reg 0x09, val 0x0E
11.8800      523908       WAIT: 882 samples (1/50s)
11.9000      524790       AY8910: reg 0x02, val 0xDF
11.9000      524790       AY8910: reg 0x04, val 0xEF
11.9000      524790       AY8910: reg 0x06, val 0x09
11.9000      524790       AY8910: reg 0x08, val 0x0D
11.9000      524790       AY8910: reg 0x09, val 0x0D
11.9000      524790       WAIT: 882 samples (1/50s)
11.9200      525672       AY8910: reg 0x00, val 0xEF
11.9200      525672       AY8910: reg 0x02, val 0x5F
11.9200      525672       AY8910: reg 0x03, val 0x04
11.9200      525672       AY8910: reg 0x06, val 0x08
11.9200      525672       AY8910: reg 0x08, val 0x0A
11.9200      525672       AY8910: reg 0x09, val 0x0C
11.9200      525672       AY8910: reg 0x0A, val 0x09
11.9200      525672       WAIT: 882 samples (1/50s)
11.9400      526554       AY8910: reg 0x02, val 0xDF
11.9400      526554       AY8910: reg 0x04, val 0xB2
11.9400      526554       AY8910: reg 0x06, val 0x07
11.9400      526554       AY8910: reg 0x08, val 0x09
11.9400      526554       AY8910: reg 0x09, val 0x0B
11.9400      526554       WAIT: 882 samples (1/50s)
11.9600      527436       AY8910: reg 0x03, val 0x01
11.9600      527436       AY8910: reg 0x04, val 0x96
11.9600      527436       AY8910: reg 0x06, val 0x06
11.9600      527436       AY8910: reg 0x07, val 0x2A
